geoid,name,year,est_total_population,population_density,percentage_race_white,percentage_race_black_african_american,percentage_race_american_indian_alaska_native,percentage_race_asian,percentage_race_native_hawaiian_pacific_islander,percentage_race_other_race,percentage_race_two_plus_races,percentage_race_two_plus_races_includes_other_race,percentage_race_two_plus_races_excludes_other_race,registered_voters_total,partisan_lean_left,partisan_lean_right,polling_locations_total,registered_voters_per_polling_location,polling_locations_removed_since_last_general,polling_locations_added_since_last_general,est_total_housing_units,est_total_occupied_housing_units,est_total_vacant_housing_units,est_occupied_housing_units_with_vehicle_available,est_occupied_housing_units_no_vehicle_available
0500000US51079,"Greene County, Virginia",2022,20374,,0.813,0.063,0.002,0.021,0.001,0.049,0.051,0.01,0.041,,,,,,,,,,,,
0500000US51081,"Greensville County, Virginia",2022,11465,,0.37,0.555,0.002,0.001,0,0.003,0.07,0.003,0.067,,,,,,,,,,,,
0500000US51083,"Halifax County, Virginia",2022,34228,,0.607,0.35,0.001,0.002,0,0.001,0.039,0.011,0.028,,,,,,,,,,,,
0500000US51085,"Hanover County, Virginia",2022,109232,,0.841,0.087,0.002,0.017,0.001,0.012,0.04,0.01,0.029,,,,,,,,,,,,
0500000US51087,"Henrico County, Virginia",2022,331924,,0.536,0.296,0.002,0.092,0,0.028,0.046,0.014,0.032,,,,,,,,,,,,
0500000US51089,"Henry County, Virginia",2022,51077,,0.718,0.228,0,0.006,0,0.016,0.032,0.015,0.016,,,,,,,,,,,,
0500000US51091,"Highland County, Virginia",2022,2229,,0.923,0,0,0.031,0,0,0.046,0.009,0.037,,,,,,,,,,,,
0500000US51093,"Isle of Wight County, Virginia",2022,38301,,0.712,0.226,0.001,0.01,0,0.012,0.04,0.007,0.033,,,,,,,,,,,,
0500000US51095,"James City County, Virginia",2022,77733,,0.781,0.127,0.001,0.026,0,0.013,0.053,0.018,0.035,,,,,,,,,,,,
0500000US51097,"King and Queen County, Virginia",2022,6690,,0.669,0.244,0.003,0,0,0.032,0.053,0,0.053,,,,,,,,,,,,
0500000US51099,"King George County, Virginia",2022,26597,,0.752,0.167,0.001,0.012,0,0.017,0.051,0.018,0.033,,,,,,,,,,,,
0500000US51101,"King William County, Virginia",2022,17511,,0.788,0.152,0.01,0.014,0.001,0.001,0.035,0.01,0.026,,,,,,,,,,,,
0500000US51103,"Lancaster County, Virginia",2022,10916,,0.673,0.293,0,0.009,0,0.005,0.02,0.001,0.019,,,,,,,,,,,,
0500000US51105,"Lee County, Virginia",2022,22482,,0.941,0.04,0.001,0.003,0,0.002,0.014,0.003,0.011,,,,,,,,,,,,
0500000US51107,"Loudoun County, Virginia",2022,413574,,0.598,0.076,0.003,0.2,0.001,0.04,0.082,0.038,0.045,,,,,,,,,,,,
0500000US51109,"Louisa County, Virginia",2022,37136,,0.786,0.137,0.002,0.005,0,0.012,0.058,0.016,0.042,,,,,,,,,,,,
0500000US51111,"Lunenburg County, Virginia",2022,11982,,0.603,0.334,0,0.004,0,0.034,0.025,0.006,0.019,,,,,,,,,,,,
0500000US51113,"Madison County, Virginia",2022,13731,,0.864,0.074,0,0.008,0,0.003,0.051,0.012,0.039,,,,,,,,,,,,
0500000US51115,"Mathews County, Virginia",2022,8548,,0.87,0.093,0,0,0,0,0.036,0.008,0.028,,,,,,,,,,,,
0500000US51117,"Mecklenburg County, Virginia",2022,30347,,0.625,0.34,0.005,0.009,0,0.004,0.016,0.003,0.014,,,,,,,,,,,,
0500000US51119,"Middlesex County, Virginia",2022,10686,,0.788,0.157,0.002,0.014,0.001,0.019,0.019,0.005,0.014,,,,,,,,,,,,
0500000US51121,"Montgomery County, Virginia",2022,99294,,0.849,0.043,0.004,0.065,0.002,0.011,0.027,0.009,0.018,,,,,,,,,,,,
0500000US51125,"Nelson County, Virginia",2022,14795,,0.844,0.124,0,0.002,0,0.014,0.015,0.003,0.012,,,,,,,,,,,,
0500000US51127,"New Kent County, Virginia",2022,22519,,0.805,0.127,0.008,0.01,0,0.007,0.043,0.006,0.037,,,,,,,,,,,,
0500000US51131,"Northampton County, Virginia",2022,12226,,0.599,0.321,0,0.011,0,0.015,0.053,0.026,0.028,,,,,,,,,,,,
0500000US51133,"Northumberland County, Virginia",2022,11965,,0.715,0.217,0,0.003,0,0,0.065,0.013,0.052,,,,,,,,,,,,
0500000US51135,"Nottoway County, Virginia",2022,15667,,0.57,0.399,0.001,0.004,0,0.001,0.026,0.013,0.013,,,,,,,,,,,,
0500000US51137,"Orange County, Virginia",2022,36001,,0.792,0.128,0,0.014,0,0.015,0.051,0.01,0.041,,,,,,,,,,,,
0500000US51139,"Page County, Virginia",2022,23734,,0.936,0.012,0.001,0.004,0,0.004,0.043,0.016,0.027,,,,,,,,,,,,
0500000US51141,"Patrick County, Virginia",2022,17661,,0.915,0.057,0.002,0.004,0,0.009,0.012,0.004,0.008,,,,,,,,,,,,
0500000US51143,"Pittsylvania County, Virginia",2022,60833,,0.75,0.199,0.001,0.004,0,0.011,0.036,0.007,0.03,,,,,,,,,,,,
0500000US51145,"Powhatan County, Virginia",2022,29979,,0.862,0.091,0.003,0.002,0,0.009,0.033,0.01,0.023,,,,,,,,,,,,
0500000US51147,"Prince Edward County, Virginia",2022,21887,,0.626,0.312,0.004,0.009,0.006,0.009,0.035,0.006,0.029,,,,,,,,,,,,
0500000US51149,"Prince George County, Virginia",2022,42170,,0.576,0.312,0.005,0.016,0.004,0.018,0.07,0.015,0.054,,,,,,,,,,,,
0500000US51153,"Prince William County, Virginia",2022,477224,,0.528,0.209,0.005,0.094,0.001,0.073,0.09,0.042,0.048,,,,,,,,,,,,
0500000US51155,"Pulaski County, Virginia",2022,33893,,0.918,0.05,0,0.006,0.002,0.004,0.02,0.002,0.018,,,,,,,,,,,,
0500000US51157,"Rappahannock County, Virginia",2022,7400,,0.889,0.04,0.003,0.005,0,0.032,0.031,0.004,0.027,,,,,,,,,,,,
0500000US51159,"Richmond County, Virginia",2022,8902,,0.611,0.271,0.004,0,0,0.048,0.066,0.017,0.049,,,,,,,,,,,,
0500000US51161,"Roanoke County, Virginia",2022,96303,,0.868,0.058,0.002,0.036,0,0.007,0.029,0.009,0.02,,,,,,,,,,,,
0500000US51163,"Rockbridge County, Virginia",2022,22663,,0.924,0.04,0.005,0.009,0,0.003,0.019,0.008,0.011,,,,,,,,,,,,
0500000US51165,"Rockingham County, Virginia",2022,83090,,0.915,0.026,0.001,0.009,0.001,0.011,0.038,0.013,0.025,,,,,,,,,,,,
0500000US51167,"Russell County, Virginia",2022,25932,,0.967,0.016,0.002,0,0,0,0.014,0.002,0.012,,,,,,,,,,,,
0500000US51169,"Scott County, Virginia",2022,21576,,0.977,0.009,0.002,0,0.001,0,0.01,0.001,0.008,,,,,,,,,,,,
0500000US51171,"Shenandoah County, Virginia",2022,44037,,0.906,0.019,0.001,0.011,0,0.011,0.051,0.023,0.028,,,,,,,,,,,,
0500000US51173,"Smyth County, Virginia",2022,29960,,0.954,0.021,0.003,0.006,0,0.002,0.014,0.003,0.011,,,,,,,,,,,,
0500000US51175,"Southampton County, Virginia",2022,18028,,0.625,0.318,0.002,0.002,0,0.004,0.048,0.001,0.048,,,,,,,,,,,,
0500000US51177,"Spotsylvania County, Virginia",2022,138493,,0.697,0.165,0.004,0.027,0,0.044,0.062,0.02,0.043,,,,,,,,,,,,
0500000US51179,"Stafford County, Virginia",2022,154204,,0.633,0.182,0.003,0.033,0,0.063,0.086,0.03,0.055,,,,,,,,,,,,
0500000US51181,"Surry County, Virginia",2022,6563,,0.557,0.432,0,0.001,0,0,0.009,0,0.009,,,,,,,,,,,,
0500000US51183,"Sussex County, Virginia",2022,10960,,0.405,0.562,0,0.003,0,0.005,0.025,0.005,0.021,,,,,,,,,,,,
0500000US51185,"Tazewell County, Virginia",2022,40615,,0.938,0.038,0.001,0.007,0,0.004,0.012,0.002,0.011,,,,,,,,,,,,
0500000US51187,"Warren County, Virginia",2022,40442,,0.867,0.045,0.001,0.012,0,0.032,0.043,0.013,0.03,,,,,,,,,,,,
0500000US51191,"Washington County, Virginia",2022,53997,,0.956,0.016,0.001,0.005,0,0.002,0.02,0.009,0.01,,,,,,,,,,,,
0500000US51193,"Westmoreland County, Virginia",2022,18324,,0.651,0.255,0.002,0.01,0,0.043,0.039,0.019,0.02,,,,,,,,,,,,
0500000US51195,"Wise County, Virginia",2022,36531,,0.916,0.056,0.002,0.005,0,0.005,0.017,0.003,0.014,,,,,,,,,,,,
0500000US51197,"Wythe County, Virginia",2022,28347,,0.942,0.021,0.001,0.008,0.001,0.002,0.025,0.005,0.019,,,,,,,,,,,,
0500000US51199,"York County, Virginia",2022,69635,,0.722,0.131,0.001,0.054,0.001,0.014,0.076,0.025,0.051,,,,,,,,,,,,
0500000US51510,"Alexandria city, Virginia",2022,158185,,0.588,0.216,0.002,0.064,0,0.048,0.081,0.04,0.042,,,,,,,,,,,,
0500000US51520,"Bristol city, Virginia",2022,16996,,0.884,0.06,0,0.003,0,0.001,0.053,0.02,0.032,,,,,,,,,,,,
0500000US51530,"Buena Vista city, Virginia",2022,6649,,0.879,0.075,0.001,0.007,0.003,0.015,0.019,0.001,0.018,,,,,,,,,,,,
0500000US51540,"Charlottesville city, Virginia",2022,46597,,0.697,0.18,0.002,0.07,0,0.009,0.042,0.011,0.032,,,,,,,,,,,,
0500000US51550,"Chesapeake city, Virginia",2022,247172,,0.583,0.296,0.002,0.035,0.001,0.022,0.062,0.017,0.045,,,,,,,,,,,,
0500000US51570,"Colonial Heights city, Virginia",2022,18127,,0.732,0.17,0.002,0.035,0,0.022,0.039,0.007,0.031,,,,,,,,,,,,
0500000US51580,"Covington city, Virginia",2022,5716,,0.818,0.121,0,0.012,0,0,0.049,0.005,0.044,,,,,,,,,,,,
0500000US51590,"Danville city, Virginia",2022,42556,,0.434,0.493,0,0.014,0.001,0.006,0.052,0.015,0.036,,,,,,,,,,,,
0500000US51595,"Emporia city, Virginia",2022,5761,,0.215,0.635,0.001,0,0,0.001,0.147,0.034,0.113,,,,,,,,,,,,
0500000US51600,"Fairfax city, Virginia",2022,23980,,0.632,0.054,0,0.184,0,0.059,0.072,0.034,0.038,,,,,,,,,,,,
0500000US51610,"Falls Church city, Virginia",2022,14494,,0.764,0.047,0.002,0.092,0,0.023,0.07,0.024,0.046,,,,,,,,,,,,
0500000US51620,"Franklin city, Virginia",2022,8249,,0.379,0.533,0,0.028,0,0.003,0.057,0.023,0.034,,,,,,,,,,,,
0500000US51630,"Fredericksburg city, Virginia",2022,28027,,0.619,0.207,0.001,0.035,0,0.043,0.096,0.02,0.076,,,,,,,,,,,,
0500000US51640,"Galax city, Virginia",2022,6681,,0.819,0.072,0.001,0.005,0.004,0.024,0.075,0.062,0.013,,,,,,,,,,,,
0500000US51650,"Hampton city, Virginia",2022,136748,,0.394,0.494,0.004,0.022,0.001,0.019,0.066,0.013,0.052,,,,,,,,,,,,
0500000US51660,"Harrisonburg city, Virginia",2022,52062,,0.732,0.072,0.004,0.031,0,0.041,0.119,0.045,0.074,,,,,,,,,,,,
0500000US51670,"Hopewell city, Virginia",2022,23020,,0.474,0.443,0,0.01,0,0.029,0.044,0.012,0.032,,,,,,,,,,,,
0500000US51678,"Lexington city, Virginia",2022,7287,,0.827,0.055,0.003,0.04,0,0.014,0.061,0.016,0.045,,,,,,,,,,,,
0500000US51680,"Lynchburg city, Virginia",2022,78973,,0.636,0.285,0.003,0.025,0,0.016,0.035,0.009,0.026,,,,,,,,,,,,
0500000US51683,"Manassas city, Virginia",2022,42596,,0.576,0.132,0.003,0.056,0,0.083,0.149,0.1,0.049,,,,,,,,,,,,
0500000US51685,"Manassas Park city, Virginia",2022,17081,,0.519,0.163,0.025,0.11,0,0.1,0.083,0.048,0.035,,,,,,,,,,,,
0500000US51690,"Martinsville city, Virginia",2022,13476,,0.454,0.453,0.006,0.009,0.001,0.028,0.049,0.013,0.036,,,,,,,,,,,,
0500000US51700,"Newport News city, Virginia",2022,185069,,0.455,0.41,0.003,0.034,0.001,0.025,0.072,0.023,0.049,,,,,,,,,,,,
0500000US51710,"Norfolk city, Virginia",2022,238556,,0.458,0.407,0.004,0.036,0.001,0.032,0.062,0.017,0.045,,,,,,,,,,,,
0500000US51720,"Norton city, Virginia",2022,3696,,0.965,0.024,0,0.001,0,0,0.011,0,0.011,,,,,,,,,,,,
0500000US51730,"Petersburg city, Virginia",2022,33229,,0.17,0.766,0,0.01,0.001,0.015,0.038,0.012,0.026,,,,,,,,,,,,
0500000US51735,"Poquoson city, Virginia",2022,12382,,0.931,0.015,0,0.018,0,0.004,0.031,0.005,0.026,,,,,,,,,,,,
0500000US51740,"Portsmouth city, Virginia",2022,97454,,0.381,0.522,0.004,0.015,0.001,0.019,0.058,0.012,0.047,,,,,,,,,,,,
0500000US51750,"Radford city, Virginia",2022,16205,,0.846,0.091,0,0.019,0.001,0.007,0.036,0.009,0.027,,,,,,,,,,,,
0500000US51760,"Richmond city, Virginia",2022,225676,,0.448,0.452,0.002,0.021,0,0.03,0.046,0.011,0.036,,,,,,,,,,,,
0500000US51770,"Roanoke city, Virginia",2022,99578,,0.601,0.293,0.002,0.032,0.001,0.011,0.06,0.022,0.037,,,,,,,,,,,,
0500000US51775,"Salem city, Virginia",2022,25335,,0.86,0.072,0.001,0.019,0.001,0.012,0.035,0.012,0.023,,,,,,,,,,,,
0500000US51790,"Staunton city, Virginia",2022,25358,,0.824,0.112,0.004,0.013,0.003,0.007,0.037,0.003,0.034,,,,,,,,,,,,
0500000US51800,"Suffolk city, Virginia",2022,93268,,0.498,0.412,0.004,0.019,0,0.015,0.053,0.012,0.041,,,,,,,,,,,,
0500000US51810,"Virginia Beach city, Virginia",2022,457658,,0.639,0.19,0.002,0.07,0.001,0.022,0.075,0.018,0.057,,,,,,,,,,,,
0500000US51820,"Waynesboro city, Virginia",2022,22149,,0.776,0.115,0.006,0.016,0,0.012,0.075,0.029,0.046,,,,,,,,,,,,
0500000US51830,"Williamsburg city, Virginia",2022,15299,,0.703,0.157,0.003,0.066,0,0.01,0.061,0.031,0.03,,,,,,,,,,,,
0500000US51840,"Winchester city, Virginia",2022,28194,,0.744,0.096,0.003,0.023,0,0.06,0.073,0.03,0.044,,,,,,,,,,,,
0500000US53001,"Adams County, Washington",2022,20353,,0.539,0.004,0.023,0.007,0.004,0.312,0.111,0.096,0.015,,,,,,,,,,,,
0500000US53003,"Asotin County, Washington",2022,22285,,0.911,0.009,0.013,0.012,0.002,0.011,0.043,0.014,0.029,,,,,,,,,,,,
0500000US53005,"Benton County, Washington",2022,204551,,0.78,0.017,0.009,0.03,0.001,0.084,0.079,0.045,0.033,,,,,,,,,,,,
0500000US53007,"Chelan County, Washington",2022,78508,,0.723,0.004,0.007,0.008,0,0.18,0.077,0.047,0.03,,,,,,,,,,,,
0500000US53009,"Clallam County, Washington",2022,76727,,0.849,0.01,0.041,0.015,0,0.017,0.066,0.017,0.049,,,,,,,,,,,,
0500000US53011,"Clark County, Washington",2022,496494,,0.814,0.019,0.006,0.047,0.007,0.029,0.078,0.025,0.053,,,,,,,,,,,,
0500000US53013,"Columbia County, Washington",2022,3969,,0.848,0.015,0.002,0.001,0,0.038,0.096,0.034,0.062,,,,,,,,,,,,
0500000US53015,"Cowlitz County, Washington",2022,109457,,0.867,0.009,0.015,0.012,0.003,0.02,0.074,0.027,0.048,,,,,,,,,,,,
0500000US53017,"Douglas County, Washington",2022,42622,,0.663,0.005,0.011,0.007,0.003,0.254,0.057,0.034,0.023,,,,,,,,,,,,
0500000US53019,"Ferry County, Washington",2022,7198,,0.729,0.003,0.158,0.002,0.005,0.001,0.102,0.004,0.097,,,,,,,,,,,,
0500000US53021,"Franklin County, Washington",2022,95313,,0.619,0.025,0.014,0.02,0.002,0.2,0.119,0.082,0.037,,,,,,,,,,,,
0500000US53023,"Garfield County, Washington",2022,2278,,0.93,0,0,0.025,0,0,0.044,0.016,0.029,,,,,,,,,,,,
0500000US53025,"Grant County, Washington",2022,97874,,0.635,0.011,0.016,0.01,0,0.245,0.082,0.061,0.022,,,,,,,,,,,,
0500000US53027,"Grays Harbor County, Washington",2022,74737,,0.851,0.013,0.037,0.014,0.004,0.017,0.064,0.021,0.044,,,,,,,,,,,,
0500000US53029,"Island County, Washington",2022,85938,,0.82,0.027,0.011,0.046,0.004,0.024,0.068,0.017,0.052,,,,,,,,,,,,
0500000US53031,"Jefferson County, Washington",2022,32590,,0.889,0.006,0.016,0.016,0.006,0.019,0.048,0.007,0.041,,,,,,,,,,,,
0500000US53033,"King County, Washington",2022,2240876,,0.605,0.064,0.006,0.188,0.007,0.044,0.085,0.022,0.063,,,,,,,,,,,,
0500000US53035,"Kitsap County, Washington",2022,273072,,0.787,0.028,0.011,0.05,0.01,0.023,0.091,0.019,0.072,,,,,,,,,,,,
0500000US53037,"Kittitas County, Washington",2022,44147,,0.848,0.01,0.005,0.014,0.004,0.052,0.068,0.024,0.044,,,,,,,,,,,,
0500000US53039,"Klickitat County, Washington",2022,22478,,0.896,0.007,0.014,0.004,0,0.016,0.064,0.026,0.038,,,,,,,,,,,,
0500000US53041,"Lewis County, Washington",2022,81214,,0.862,0.007,0.008,0.012,0.002,0.024,0.086,0.033,0.053,,,,,,,,,,,,
0500000US53043,"Lincoln County, Washington",2022,10798,,0.926,0.007,0.017,0.008,0.005,0.006,0.033,0.004,0.029,,,,,,,,,,,,
0500000US53045,"Mason County, Washington",2022,64964,,0.81,0.007,0.018,0.009,0.004,0.061,0.09,0.019,0.071,,,,,,,,,,,,
0500000US53047,"Okanogan County, Washington",2022,41966,,0.696,0.002,0.097,0.005,0.001,0.114,0.084,0.023,0.06,,,,,,,,,,,,
0500000US53049,"Pacific County, Washington",2022,22974,,0.834,0.006,0.023,0.017,0.002,0.057,0.061,0.026,0.035,,,,,,,,,,,,
0500000US53051,"Pend Oreille County, Washington",2022,13302,,0.867,0.003,0.029,0.004,0.003,0.028,0.065,0.024,0.041,,,,,,,,,,,,
0500000US53053,"Pierce County, Washington",2022,910225,,0.697,0.069,0.012,0.065,0.015,0.032,0.11,0.024,0.086,,,,,,,,,,,,
0500000US53055,"San Juan County, Washington",2022,17631,,0.905,0.009,0.007,0.013,0.001,0.022,0.042,0.015,0.027,,,,,,,,,,,,
0500000US53057,"Skagit County, Washington",2022,128228,,0.794,0.007,0.018,0.019,0.002,0.095,0.064,0.024,0.04,,,,,,,,,,,,
0500000US53059,"Skamania County, Washington",2022,11973,,0.911,0.001,0.02,0.011,0.002,0.016,0.039,0.008,0.031,,,,,,,,,,,,
0500000US53061,"Snohomish County, Washington",2022,820024,,0.71,0.034,0.009,0.117,0.004,0.038,0.089,0.026,0.062,,,,,,,,,,,,
0500000US53063,"Spokane County, Washington",2022,531477,,0.858,0.018,0.012,0.022,0.006,0.017,0.068,0.017,0.05,,,,,,,,,,,,
0500000US53065,"Stevens County, Washington",2022,46057,,0.883,0.004,0.049,0.006,0.002,0.007,0.049,0.009,0.04,,,,,,,,,,,,
0500000US53067,"Thurston County, Washington",2022,290642,,0.776,0.029,0.011,0.058,0.009,0.02,0.096,0.027,0.07,,,,,,,,,,,,
0500000US53069,"Wahkiakum County, Washington",2022,4373,,0.862,0.013,0.003,0.016,0,0.045,0.061,0.01,0.052,,,,,,,,,,,,
0500000US53071,"Walla Walla County, Washington",2022,62168,,0.8,0.018,0.014,0.016,0.002,0.075,0.075,0.032,0.043,,,,,,,,,,,,
0500000US53073,"Whatcom County, Washington",2022,224533,,0.813,0.01,0.024,0.042,0.003,0.037,0.072,0.021,0.051,,,,,,,,,,,,
0500000US53075,"Whitman County, Washington",2022,48197,,0.804,0.021,0.006,0.083,0.001,0.02,0.065,0.015,0.049,,,,,,,,,,,,
0500000US53077,"Yakima County, Washington",2022,255151,,0.652,0.01,0.033,0.01,0.004,0.168,0.123,0.089,0.034,,,,,,,,,,,,
0500000US54001,"Barbour County, West Virginia",2022,15600,,0.931,0.011,0.004,0.003,0,0.004,0.046,0.027,0.019,,,,,,,,,,,,
0500000US54003,"Berkeley County, West Virginia",2022,120460,,0.849,0.07,0.001,0.011,0,0.021,0.049,0.01,0.039,,,,,,,,,,,,
0500000US54005,"Boone County, West Virginia",2022,22059,,0.976,0.006,0,0.001,0,0,0.017,0,0.017,,,,,,,,,,,,
0500000US54007,"Braxton County, West Virginia",2022,12702,,0.908,0.009,0.003,0,0,0,0.079,0.06,0.019,,,,,,,,,,,,
0500000US54009,"Brooke County, West Virginia",2022,22603,,0.947,0.017,0.001,0.005,0.001,0.001,0.028,0.016,0.012,,,,,,,,,,,,
0500000US54011,"Cabell County, West Virginia",2022,94622,,0.902,0.046,0.001,0.013,0,0.007,0.031,0.005,0.027,,,,,,,,,,,,
0500000US54013,"Calhoun County, West Virginia",2022,6420,,0.987,0,0,0,0,0,0.013,0.007,0.005,,,,,,,,,,,,
0500000US54015,"Clay County, West Virginia",2022,8176,,0.994,0,0.001,0,0,0,0.004,0,0.004,,,,,,,,,,,,
0500000US54017,"Doddridge County, West Virginia",2022,7929,,0.968,0.016,0.001,0,0,0,0.015,0.007,0.008,,,,,,,,,,,,
0500000US54019,"Fayette County, West Virginia",2022,41056,,0.93,0.05,0.002,0,0,0.001,0.017,0.002,0.014,,,,,,,,,,,,
0500000US54021,"Gilmer County, West Virginia",2022,7516,,0.821,0.117,0.003,0.011,0,0.02,0.028,0.009,0.02,,,,,,,,,,,,
0500000US54023,"Grant County, West Virginia",2022,11063,,0.963,0.017,0,0.003,0.003,0.002,0.012,0.001,0.011,,,,,,,,,,,,
0500000US54025,"Greenbrier County, West Virginia",2022,33307,,0.927,0.019,0.001,0.007,0,0.007,0.039,0.011,0.027,,,,,,,,,,,,
0500000US54027,"Hampshire County, West Virginia",2022,23214,,0.957,0.007,0,0,0,0.001,0.034,0.008,0.026,,,,,,,,,,,,
0500000US54029,"Hancock County, West Virginia",2022,29223,,0.942,0.02,0,0.004,0.003,0.002,0.029,0.008,0.021,,,,,,,,,,,,
0500000US54031,"Hardy County, West Virginia",2022,14269,,0.913,0.04,0,0.005,0,0.007,0.035,0.028,0.007,,,,,,,,,,,,
0500000US54033,"Harrison County, West Virginia",2022,66222,,0.942,0.013,0.001,0.007,0,0.005,0.033,0.009,0.023,,,,,,,,,,,,
0500000US54035,"Jackson County, West Virginia",2022,28011,,0.971,0.003,0.003,0.004,0,0,0.019,0.007,0.013,,,,,,,,,,,,
0500000US54037,"Jefferson County, West Virginia",2022,57542,,0.85,0.055,0.001,0.015,0,0.02,0.058,0.022,0.036,,,,,,,,,,,,
0500000US54039,"Kanawha County, West Virginia",2022,181953,,0.877,0.068,0.001,0.012,0.001,0.002,0.039,0.008,0.031,,,,,,,,,,,,
0500000US54041,"Lewis County, West Virginia",2022,16966,,0.945,0.002,0.005,0.006,0,0.003,0.039,0.03,0.009,,,,,,,,,,,,
0500000US54043,"Lincoln County, West Virginia",2022,20625,,0.976,0.006,0.002,0.004,0.002,0,0.011,0.004,0.007,,,,,,,,,,,,
0500000US54045,"Logan County, West Virginia",2022,32786,,0.962,0.014,0,0.006,0,0,0.018,0.006,0.011,,,,,,,,,,,,
0500000US54047,"McDowell County, West Virginia",2022,19334,,0.897,0.082,0.001,0.001,0,0.001,0.018,0.003,0.015,,,,,,,,,,,,
0500000US54049,"Marion County, West Virginia",2022,56256,,0.93,0.031,0.002,0.003,0,0.007,0.027,0.007,0.021,,,,,,,,,,,,
0500000US54051,"Marshall County, West Virginia",2022,30813,,0.96,0.006,0,0.002,0.003,0.007,0.021,0.007,0.014,,,,,,,,,,,,
0500000US54053,"Mason County, West Virginia",2022,25667,,0.964,0.004,0.001,0.01,0,0.002,0.021,0.007,0.014,,,,,,,,,,,,
0500000US54055,"Mercer County, West Virginia",2022,59892,,0.901,0.059,0.001,0.003,0,0.001,0.035,0.007,0.028,,,,,,,,,,,,
0500000US54057,"Mineral County, West Virginia",2022,27045,,0.939,0.029,0,0.003,0,0.005,0.023,0.007,0.016,,,,,,,,,,,,
0500000US54059,"Mingo County, West Virginia",2022,23821,,0.959,0.027,0,0.001,0,0.001,0.012,0.001,0.011,,,,,,,,,,,,
0500000US54061,"Monongalia County, West Virginia",2022,105695,,0.887,0.036,0.001,0.035,0,0.007,0.034,0.006,0.028,,,,,,,,,,,,
0500000US54063,"Monroe County, West Virginia",2022,12492,,0.969,0.006,0,0,0,0,0.026,0.001,0.024,,,,,,,,,,,,
0500000US54065,"Morgan County, West Virginia",2022,17144,,0.946,0.002,0.01,0.001,0,0.01,0.031,0.004,0.027,,,,,,,,,,,,
0500000US54067,"Nicholas County, West Virginia",2022,24770,,0.97,0.003,0.001,0.002,0,0,0.023,0,0.023,,,,,,,,,,,,
0500000US54069,"Ohio County, West Virginia",2022,42443,,0.92,0.032,0.001,0.007,0,0.004,0.036,0.009,0.027,,,,,,,,,,,,
0500000US54071,"Pendleton County, West Virginia",2022,6249,,0.937,0.038,0.002,0,0,0.012,0.011,0.01,0.001,,,,,,,,,,,,
0500000US54073,"Pleasants County, West Virginia",2022,7623,,0.971,0.008,0.002,0,0,0.007,0.013,0.001,0.012,,,,,,,,,,,,
0500000US54075,"Pocahontas County, West Virginia",2022,8006,,0.989,0.002,0,0.002,0,0,0.007,0,0.007,,,,,,,,,,,,
0500000US54077,"Preston County, West Virginia",2022,34266,,0.923,0.046,0.003,0.003,0,0.003,0.023,0.009,0.014,,,,,,,,,,,,
0500000US54079,"Putnam County, West Virginia",2022,57385,,0.951,0.009,0,0.009,0.001,0.008,0.022,0.004,0.018,,,,,,,,,,,,
0500000US54081,"Raleigh County, West Virginia",2022,74929,,0.876,0.076,0,0.007,0,0.007,0.032,0.007,0.025,,,,,,,,,,,,
0500000US54083,"Randolph County, West Virginia",2022,28150,,0.922,0.016,0,0.005,0,0.004,0.053,0.039,0.014,,,,,,,,,,,,
0500000US54085,"Ritchie County, West Virginia",2022,8676,,0.966,0.003,0,0.007,0,0.004,0.02,0.001,0.019,,,,,,,,,,,,
0500000US54087,"Roane County, West Virginia",2022,14129,,0.966,0.001,0.001,0.004,0,0,0.028,0.013,0.015,,,,,,,,,,,,
0500000US54089,"Summers County, West Virginia",2022,12125,,0.936,0.038,0.001,0,0,0.002,0.024,0.004,0.02,,,,,,,,,,,,
0500000US54091,"Taylor County, West Virginia",2022,16727,,0.964,0.013,0,0.001,0,0.001,0.021,0.003,0.018,,,,,,,,,,,,
0500000US54093,"Tucker County, West Virginia",2022,6822,,0.972,0.002,0,0.001,0,0.003,0.022,0.001,0.02,,,,,,,,,,,,
0500000US54095,"Tyler County, West Virginia",2022,8397,,0.97,0.005,0,0.003,0,0,0.022,0.012,0.01,,,,,,,,,,,,
0500000US54097,"Upshur County, West Virginia",2022,23965,,0.949,0.017,0,0.001,0,0.001,0.032,0.018,0.013,,,,,,,,,,,,
0500000US54099,"Wayne County, West Virginia",2022,39337,,0.965,0.007,0.001,0.001,0,0.003,0.024,0.01,0.013,,,,,,,,,,,,
0500000US54101,"Webster County, West Virginia",2022,8415,,0.983,0,0,0,0,0.003,0.013,0.013,0,,,,,,,,,,,,
0500000US54103,"Wetzel County, West Virginia",2022,14629,,0.974,0.001,0,0,0,0.004,0.021,0.002,0.019,,,,,,,,,,,,
0500000US54105,"Wirt County, West Virginia",2022,5264,,0.967,0.011,0,0,0,0,0.022,0.001,0.02,,,,,,,,,,,,
0500000US54107,"Wood County, West Virginia",2022,84678,,0.957,0.012,0.002,0.004,0.001,0.001,0.023,0.008,0.015,,,,,,,,,,,,
0500000US54109,"Wyoming County, West Virginia",2022,21581,,0.975,0.014,0,0.001,0,0.001,0.009,0.002,0.006,,,,,,,,,,,,
0500000US55001,"Adams County, Wisconsin",2022,20505,,0.913,0.025,0.008,0.007,0,0.013,0.032,0.013,0.019,,,,,,,,,,,,
