geoid,name,year,est_total_population,population_density,percentage_race_white,percentage_race_black_african_american,percentage_race_american_indian_alaska_native,percentage_race_asian,percentage_race_native_hawaiian_pacific_islander,percentage_race_other_race,percentage_race_two_plus_races,percentage_race_two_plus_races_includes_other_race,percentage_race_two_plus_races_excludes_other_race,registered_voters_total,partisan_lean_left,partisan_lean_right,polling_locations_total,registered_voters_per_polling_location,polling_locations_removed_since_last_general,polling_locations_added_since_last_general,est_total_housing_units,est_total_occupied_housing_units,est_total_vacant_housing_units,est_occupied_housing_units_with_vehicle_available,est_occupied_housing_units_no_vehicle_available
0500000US30009,"Carbon County, Montana",2016,10340,,0.971,0,0.013,0.002,0,0,0.014,0,0.014,,,,,,0,,,,,,
0500000US30011,"Carter County, Montana",2016,1295,,0.98,0,0.004,0,0,0,0.016,0,0.016,,,,,,0,,,,,,
0500000US30013,"Cascade County, Montana",2016,82049,,0.888,0.012,0.045,0.009,0.001,0.007,0.039,0.001,0.037,,,,,,0,,,,,,
0500000US30015,"Chouteau County, Montana",2016,5837,,0.764,0.001,0.205,0.002,0,0.009,0.02,0,0.02,,,,,,0,,,,,,
0500000US30017,"Custer County, Montana",2016,11980,,0.945,0.004,0.026,0.004,0,0.005,0.017,0.001,0.016,,,,,,0,,,,,,
0500000US30019,"Daniels County, Montana",2016,1787,,0.985,0,0.01,0,0,0.004,0,0,0,,,,,,0,,,,,,
0500000US30021,"Dawson County, Montana",2016,9431,,0.948,0.007,0.025,0.002,0,0.007,0.011,0,0.011,,,,,,0,,,,,,
0500000US30023,"Deer Lodge County, Montana",2016,9176,,0.928,0.003,0.014,0.004,0.02,0.008,0.023,0.001,0.021,,,,,,0,,,,,,
0500000US30025,"Fallon County, Montana",2016,2913,,0.956,0.013,0.012,0.009,0,0,0.01,0,0.01,,,,,,0,,,,,,
0500000US30027,"Fergus County, Montana",2016,11429,,0.952,0.002,0.016,0.009,0.011,0,0.01,0,0.01,,,,,,0,,,,,,
0500000US30029,"Flathead County, Montana",2016,94696,,0.948,0.003,0.016,0.005,0,0.006,0.022,0.001,0.021,,,,,,0,,,,,,
0500000US30031,"Gallatin County, Montana",2016,97958,,0.948,0.004,0.009,0.013,0,0.006,0.02,0.001,0.02,,,,,,0,,,,,,
0500000US30033,"Garfield County, Montana",2016,1061,,0.999,0,0,0,0,0,0.001,0,0.001,,,,,,0,,,,,,
0500000US30035,"Glacier County, Montana",2016,13695,,0.332,0.003,0.644,0.005,0,0.001,0.015,0,0.015,,,,,,0,,,,,,
0500000US30037,"Golden Valley County, Montana",2016,730,,0.936,0.034,0,0,0,0,0.03,0,0.03,,,,,,0,,,,,,
0500000US30039,"Granite County, Montana",2016,3212,,0.965,0.001,0.006,0.001,0,0,0.027,0.001,0.026,,,,,,0,,,,,,
0500000US30041,"Hill County, Montana",2016,16529,,0.716,0,0.243,0.005,0,0.004,0.032,0,0.032,,,,,,0,,,,,,
0500000US30043,"Jefferson County, Montana",2016,11601,,0.949,0.001,0.016,0.003,0,0.003,0.028,0.001,0.027,,,,,,0,,,,,,
0500000US30045,"Judith Basin County, Montana",2016,1981,,0.983,0,0.011,0,0,0.003,0.003,0,0.003,,,,,,0,,,,,,
0500000US30047,"Lake County, Montana",2016,29311,,0.681,0.002,0.253,0.004,0.001,0.005,0.054,0.003,0.051,,,,,,0,,,,,,
0500000US30049,"Lewis and Clark County, Montana",2016,65989,,0.938,0.004,0.025,0.007,0.001,0.003,0.022,0.002,0.019,,,,,,0,,,,,,
0500000US30051,"Liberty County, Montana",2016,2292,,0.969,0,0.013,0,0,0.01,0.008,0.005,0.003,,,,,,0,,,,,,
0500000US30053,"Lincoln County, Montana",2016,19268,,0.958,0.001,0.01,0.006,0,0.002,0.024,0.001,0.023,,,,,,0,,,,,,
0500000US30055,"McCone County, Montana",2016,1678,,0.922,0,0.057,0.005,0,0,0.015,0.015,0,,,,,,0,,,,,,
0500000US30057,"Madison County, Montana",2016,7810,,0.957,0.004,0.005,0.002,0,0.013,0.02,0,0.019,,,,,,0,,,,,,
0500000US30059,"Meagher County, Montana",2016,1960,,0.973,0,0.012,0,0,0.005,0.01,0,0.01,,,,,,0,,,,,,
0500000US30061,"Mineral County, Montana",2016,4223,,0.984,0,0.003,0.008,0,0.001,0.004,0,0.004,,,,,,0,,,,,,
0500000US30063,"Missoula County, Montana",2016,113101,,0.921,0.004,0.025,0.013,0.002,0.002,0.034,0.003,0.031,,,,,,0,,,,,,
0500000US30065,"Musselshell County, Montana",2016,4778,,0.955,0.002,0.009,0.014,0,0,0.019,0,0.019,,,,,,0,,,,,,
0500000US30067,"Park County, Montana",2016,15843,,0.961,0.003,0.009,0.001,0,0.001,0.025,0,0.025,,,,,,0,,,,,,
0500000US30069,"Petroleum County, Montana",2016,445,,1,0,0,0,0,0,0,0,0,,,,,,0,,,,,,
0500000US30071,"Phillips County, Montana",2016,4150,,0.87,0,0.098,0,0,0.008,0.024,0.001,0.022,,,,,,0,,,,,,
0500000US30073,"Pondera County, Montana",2016,6166,,0.815,0.004,0.153,0.004,0,0.01,0.014,0,0.014,,,,,,0,,,,,,
0500000US30075,"Powder River County, Montana",2016,1648,,0.959,0,0.013,0,0,0,0.028,0,0.028,,,,,,0,,,,,,
0500000US30077,"Powell County, Montana",2016,6928,,0.919,0.004,0.042,0.01,0.001,0.001,0.023,0.001,0.021,,,,,,0,,,,,,
0500000US30079,"Prairie County, Montana",2016,1414,,0.963,0,0.012,0,0,0,0.025,0,0.025,,,,,,0,,,,,,
0500000US30081,"Ravalli County, Montana",2016,41130,,0.958,0.001,0.006,0.006,0,0.003,0.027,0.002,0.026,,,,,,0,,,,,,
0500000US30083,"Richland County, Montana",2016,11392,,0.94,0,0.033,0.004,0,0.011,0.012,0,0.012,,,,,,0,,,,,,
0500000US30085,"Roosevelt County, Montana",2016,11230,,0.367,0.001,0.546,0.002,0,0.01,0.074,0,0.074,,,,,,0,,,,,,
0500000US30087,"Rosebud County, Montana",2016,9348,,0.6,0.002,0.361,0.005,0,0.01,0.023,0,0.023,,,,,,0,,,,,,
0500000US30089,"Sanders County, Montana",2016,11375,,0.919,0.002,0.038,0.005,0,0.002,0.034,0.007,0.028,,,,,,0,,,,,,
0500000US30091,"Sheridan County, Montana",2016,3645,,0.93,0.001,0.015,0.002,0,0.007,0.045,0,0.045,,,,,,0,,,,,,
0500000US30093,"Silver Bow County, Montana",2016,34560,,0.947,0.006,0.023,0.009,0,0.004,0.012,0,0.012,,,,,,0,,,,,,
0500000US30095,"Stillwater County, Montana",2016,9342,,0.956,0.004,0.004,0.004,0,0.01,0.022,0,0.022,,,,,,0,,,,,,
0500000US30097,"Sweet Grass County, Montana",2016,3634,,0.953,0.002,0,0.008,0,0,0.037,0.001,0.036,,,,,,0,,,,,,
0500000US30099,"Teton County, Montana",2016,6067,,0.949,0.001,0.021,0.004,0,0.008,0.017,0.001,0.016,,,,,,0,,,,,,
0500000US30101,"Toole County, Montana",2016,5114,,0.909,0.001,0.054,0.019,0,0.004,0.013,0.001,0.013,,,,,,0,,,,,,
0500000US30103,"Treasure County, Montana",2016,846,,0.921,0,0.013,0.014,0,0.031,0.021,0,0.021,,,,,,0,,,,,,
0500000US30105,"Valley County, Montana",2016,7576,,0.866,0.001,0.097,0.002,0.004,0.001,0.029,0,0.029,,,,,,0,,,,,,
0500000US30107,"Wheatland County, Montana",2016,2109,,0.965,0,0.016,0,0,0.002,0.017,0,0.017,,,,,,0,,,,,,
0500000US30109,"Wibaux County, Montana",2016,1143,,1,0,0,0,0,0,0,0,0,,,,,,0,,,,,,
0500000US30111,"Yellowstone County, Montana",2016,155344,,0.908,0.006,0.045,0.007,0,0.009,0.025,0.001,0.024,,,,,,0,,,,,,
0500000US31001,"Adams County, Nebraska",2016,31536,,0.934,0.01,0.003,0.013,0,0.024,0.017,0.003,0.013,,,,,,0,,,,,,
0500000US31003,"Antelope County, Nebraska",2016,6421,,0.978,0.003,0.003,0.003,0,0.008,0.005,0,0.005,,,,,,0,,,,,,
0500000US31005,"Arthur County, Nebraska",2016,437,,0.975,0,0,0,0,0.002,0.023,0,0.023,,,,,,0,,,,,,
0500000US31007,"Banner County, Nebraska",2016,793,,0.965,0.013,0,0.003,0,0.001,0.019,0,0.019,,,,,,0,,,,,,
0500000US31009,"Blaine County, Nebraska",2016,580,,0.986,0,0,0.005,0.009,0,0,0,0,,,,,,0,,,,,,
0500000US31011,"Boone County, Nebraska",2016,5353,,0.984,0.005,0.001,0,0.001,0.001,0.007,0.001,0.007,,,,,,0,,,,,,
0500000US31013,"Box Butte County, Nebraska",2016,11279,,0.928,0.003,0.032,0.003,0.001,0.004,0.029,0.01,0.02,,,,,,0,,,,,,
0500000US31015,"Boyd County, Nebraska",2016,2006,,0.965,0.008,0.007,0.002,0,0.002,0.015,0,0.015,,,,,,0,,,,,,
0500000US31017,"Brown County, Nebraska",2016,3022,,0.977,0,0.002,0.005,0,0,0.017,0.002,0.015,,,,,,0,,,,,,
0500000US31019,"Buffalo County, Nebraska",2016,48402,,0.933,0.009,0.003,0.013,0,0.022,0.019,0.002,0.018,,,,,,0,,,,,,
0500000US31021,"Burt County, Nebraska",2016,6594,,0.956,0.007,0.015,0.005,0,0.007,0.009,0,0.009,,,,,,0,,,,,,
0500000US31023,"Butler County, Nebraska",2016,8205,,0.968,0.006,0.004,0.005,0,0.01,0.007,0,0.006,,,,,,0,,,,,,
0500000US31025,"Cass County, Nebraska",2016,25463,,0.966,0.008,0.002,0.006,0,0.005,0.013,0.001,0.012,,,,,,0,,,,,,
0500000US31027,"Cedar County, Nebraska",2016,8657,,0.986,0.001,0.007,0.001,0,0.001,0.004,0.001,0.004,,,,,,0,,,,,,
0500000US31029,"Chase County, Nebraska",2016,4061,,0.982,0,0,0,0,0.002,0.016,0,0.016,,,,,,0,,,,,,
0500000US31031,"Cherry County, Nebraska",2016,5781,,0.914,0,0.038,0.004,0.001,0,0.042,0,0.042,,,,,,0,,,,,,
0500000US31033,"Cheyenne County, Nebraska",2016,10090,,0.957,0.001,0.004,0.012,0,0.003,0.024,0.001,0.023,,,,,,0,,,,,,
0500000US31035,"Clay County, Nebraska",2016,6313,,0.969,0.004,0.002,0.003,0,0.009,0.013,0.001,0.012,,,,,,0,,,,,,
0500000US31037,"Colfax County, Nebraska",2016,10499,,0.896,0.027,0.009,0.001,0.002,0.04,0.025,0.011,0.014,,,,,,0,,,,,,
0500000US31039,"Cuming County, Nebraska",2016,9055,,0.958,0.001,0.004,0.002,0,0.023,0.013,0.003,0.009,,,,,,0,,,,,,
0500000US31041,"Custer County, Nebraska",2016,10784,,0.972,0.006,0.001,0.008,0,0.005,0.007,0.003,0.005,,,,,,0,,,,,,
0500000US31043,"Dakota County, Nebraska",2016,20697,,0.706,0.042,0.023,0.032,0.001,0.176,0.02,0.001,0.019,,,,,,0,,,,,,
0500000US31045,"Dawes County, Nebraska",2016,9082,,0.892,0.01,0.028,0.01,0.022,0.006,0.031,0.003,0.028,,,,,,0,,,,,,
0500000US31047,"Dawson County, Nebraska",2016,23924,,0.891,0.054,0.008,0,0,0.03,0.017,0.009,0.008,,,,,,0,,,,,,
0500000US31049,"Deuel County, Nebraska",2016,1932,,0.959,0,0.007,0.002,0,0.016,0.017,0,0.017,,,,,,0,,,,,,
0500000US31051,"Dixon County, Nebraska",2016,5809,,0.952,0.003,0.001,0,0.001,0.027,0.015,0,0.015,,,,,,0,,,,,,
0500000US31053,"Dodge County, Nebraska",2016,36679,,0.955,0.007,0.007,0.006,0.002,0.006,0.017,0.001,0.016,,,,,,0,,,,,,
0500000US31055,"Douglas County, Nebraska",2016,543253,,0.794,0.112,0.005,0.033,0,0.028,0.028,0.002,0.026,,,,,,0,,,,,,
0500000US31057,"Dundy County, Nebraska",2016,1823,,0.983,0.002,0.001,0,0,0.004,0.011,0,0.011,,,,,,0,,,,,,
0500000US31059,"Fillmore County, Nebraska",2016,5676,,0.967,0.009,0.005,0.002,0,0.008,0.01,0.001,0.009,,,,,,0,,,,,,
0500000US31061,"Franklin County, Nebraska",2016,3076,,0.983,0.002,0.001,0.001,0,0,0.012,0,0.011,,,,,,0,,,,,,
0500000US31063,"Frontier County, Nebraska",2016,2599,,0.979,0,0.005,0.001,0,0,0.015,0,0.015,,,,,,0,,,,,,
0500000US31065,"Furnas County, Nebraska",2016,4850,,0.969,0.002,0.006,0.001,0,0.009,0.013,0,0.013,,,,,,0,,,,,,
0500000US31067,"Gage County, Nebraska",2016,21778,,0.966,0.005,0.004,0.005,0.001,0.006,0.013,0.001,0.012,,,,,,0,,,,,,
0500000US31069,"Garden County, Nebraska",2016,1930,,0.972,0.002,0.003,0.013,0,0.001,0.01,0,0.01,,,,,,0,,,,,,
0500000US31071,"Garfield County, Nebraska",2016,1968,,0.985,0.002,0,0,0,0.002,0.011,0,0.011,,,,,,0,,,,,,
0500000US31073,"Gosper County, Nebraska",2016,1977,,0.985,0,0.005,0.004,0,0.002,0.004,0,0.004,,,,,,0,,,,,,
0500000US31075,"Grant County, Nebraska",2016,647,,1,0,0,0,0,0,0,0,0,,,,,,0,,,,,,
0500000US31077,"Greeley County, Nebraska",2016,2447,,0.978,0.005,0,0.004,0,0.005,0.008,0,0.008,,,,,,0,,,,,,
0500000US31079,"Hall County, Nebraska",2016,61105,,0.909,0.022,0.004,0.011,0.002,0.039,0.013,0.001,0.012,,,,,,0,,,,,,
0500000US31081,"Hamilton County, Nebraska",2016,9118,,0.96,0.008,0.008,0.004,0,0.015,0.004,0.002,0.002,,,,,,0,,,,,,
0500000US31083,"Harlan County, Nebraska",2016,3465,,0.959,0.005,0.004,0.002,0,0.009,0.02,0.006,0.014,,,,,,0,,,,,,
0500000US31085,"Hayes County, Nebraska",2016,1013,,0.99,0,0,0,0,0.006,0.004,0,0.004,,,,,,0,,,,,,
0500000US31087,"Hitchcock County, Nebraska",2016,2866,,0.996,0.001,0.002,0,0,0,0.001,0,0.001,,,,,,0,,,,,,
0500000US31089,"Holt County, Nebraska",2016,10360,,0.973,0,0.009,0.004,0,0.006,0.008,0.005,0.003,,,,,,0,,,,,,
0500000US31091,"Hooker County, Nebraska",2016,669,,0.976,0.009,0.004,0,0,0.01,0,0,0,,,,,,0,,,,,,
0500000US31093,"Howard County, Nebraska",2016,6365,,0.97,0.001,0,0.002,0.003,0.012,0.012,0,0.012,,,,,,0,,,,,,
0500000US31095,"Jefferson County, Nebraska",2016,7354,,0.967,0,0.01,0,0,0.001,0.022,0,0.022,,,,,,0,,,,,,
0500000US31097,"Johnson County, Nebraska",2016,5167,,0.871,0.062,0.014,0.012,0,0.03,0.012,0.001,0.011,,,,,,0,,,,,,
0500000US31099,"Kearney County, Nebraska",2016,6548,,0.982,0.002,0.001,0.004,0,0.004,0.007,0,0.007,,,,,,0,,,,,,
0500000US31101,"Keith County, Nebraska",2016,8103,,0.963,0.005,0.006,0.006,0.005,0.003,0.011,0.003,0.009,,,,,,0,,,,,,
0500000US31103,"Keya Paha County, Nebraska",2016,736,,0.977,0.001,0,0.004,0,0.008,0.01,0.003,0.007,,,,,,0,,,,,,
0500000US31105,"Kimball County, Nebraska",2016,3713,,0.957,0,0.004,0.006,0,0.011,0.022,0.002,0.02,,,,,,0,,,,,,
0500000US31107,"Knox County, Nebraska",2016,8551,,0.871,0.002,0.096,0.005,0.002,0.01,0.015,0.002,0.013,,,,,,0,,,,,,
0500000US31109,"Lancaster County, Nebraska",2016,301707,,0.869,0.039,0.006,0.041,0.001,0.014,0.029,0.004,0.026,,,,,,0,,,,,,
0500000US31111,"Lincoln County, Nebraska",2016,35777,,0.955,0.01,0.003,0.006,0,0.008,0.018,0.001,0.017,,,,,,0,,,,,,
0500000US31113,"Logan County, Nebraska",2016,830,,0.971,0.002,0.002,0,0,0.014,0.01,0,0.01,,,,,,0,,,,,,
0500000US31115,"Loup County, Nebraska",2016,542,,0.98,0,0.006,0,0,0,0.015,0,0.015,,,,,,0,,,,,,
0500000US31117,"McPherson County, Nebraska",2016,425,,0.981,0,0,0,0,0,0.019,0,0.019,,,,,,0,,,,,,
0500000US31119,"Madison County, Nebraska",2016,35125,,0.92,0.013,0.015,0.009,0,0.027,0.016,0.003,0.013,,,,,,0,,,,,,
0500000US31121,"Merrick County, Nebraska",2016,7793,,0.961,0.009,0.001,0,0,0.006,0.023,0.001,0.021,,,,,,0,,,,,,
0500000US31123,"Morrill County, Nebraska",2016,4843,,0.958,0.007,0.005,0.002,0,0.011,0.017,0.003,0.014,,,,,,0,,,,,,
0500000US31125,"Nance County, Nebraska",2016,3607,,0.996,0.001,0.002,0,0.001,0,0,0,0,,,,,,0,,,,,,
0500000US31127,"Nemaha County, Nebraska",2016,7101,,0.964,0.016,0.006,0.001,0,0.003,0.01,0.001,0.008,,,,,,0,,,,,,
0500000US31129,"Nuckolls County, Nebraska",2016,4352,,0.977,0.001,0.002,0.006,0,0.003,0.011,0,0.011,,,,,,0,,,,,,
0500000US31131,"Otoe County, Nebraska",2016,15890,,0.96,0.001,0.005,0.003,0,0.007,0.023,0.003,0.019,,,,,,0,,,,,,
0500000US31133,"Pawnee County, Nebraska",2016,2695,,0.974,0,0.002,0,0,0,0.024,0,0.024,,,,,,0,,,,,,
0500000US31135,"Perkins County, Nebraska",2016,2911,,0.991,0.002,0.001,0,0,0.003,0.004,0,0.004,,,,,,0,,,,,,
0500000US31137,"Phelps County, Nebraska",2016,9236,,0.968,0.001,0.001,0.002,0,0.006,0.022,0,0.022,,,,,,0,,,,,,
0500000US31139,"Pierce County, Nebraska",2016,7179,,0.979,0.002,0.003,0.002,0.001,0.002,0.011,0.002,0.009,,,,,,0,,,,,,
0500000US31141,"Platte County, Nebraska",2016,32703,,0.958,0.003,0.001,0.006,0,0.017,0.014,0.001,0.014,,,,,,0,,,,,,
0500000US31143,"Polk County, Nebraska",2016,5242,,0.972,0.002,0.009,0.003,0,0.006,0.008,0,0.008,,,,,,0,,,,,,
0500000US31145,"Red Willow County, Nebraska",2016,10884,,0.971,0.016,0.003,0.003,0,0.001,0.005,0,0.005,,,,,,0,,,,,,
0500000US31147,"Richardson County, Nebraska",2016,8149,,0.937,0.003,0.025,0.003,0,0.001,0.032,0,0.032,,,,,,0,,,,,,
0500000US31149,"Rock County, Nebraska",2016,1407,,0.96,0.003,0,0.002,0,0.01,0.025,0,0.025,,,,,,0,,,,,,
0500000US31151,"Saline County, Nebraska",2016,14356,,0.904,0.008,0.001,0.03,0.001,0.042,0.015,0.004,0.011,,,,,,0,,,,,,
0500000US31153,"Sarpy County, Nebraska",2016,172460,,0.886,0.041,0.004,0.023,0.001,0.013,0.033,0.002,0.031,,,,,,0,,,,,,
0500000US31155,"Saunders County, Nebraska",2016,20946,,0.974,0.002,0.002,0.002,0,0.003,0.016,0.001,0.015,,,,,,0,,,,,,
0500000US31157,"Scotts Bluff County, Nebraska",2016,36599,,0.933,0.008,0.011,0.007,0,0.022,0.019,0.002,0.016,,,,,,0,,,,,,
0500000US31159,"Seward County, Nebraska",2016,17113,,0.962,0.005,0.001,0.006,0,0.013,0.013,0.001,0.012,,,,,,0,,,,,,
0500000US31161,"Sheridan County, Nebraska",2016,5259,,0.837,0.005,0.086,0.007,0.001,0.004,0.06,0.001,0.059,,,,,,0,,,,,,
0500000US31163,"Sherman County, Nebraska",2016,3090,,0.984,0.007,0.001,0.003,0,0.005,0.001,0,0.001,,,,,,0,,,,,,
0500000US31165,"Sioux County, Nebraska",2016,1274,,0.944,0.003,0,0.002,0,0,0.05,0.004,0.046,,,,,,0,,,,,,
0500000US31167,"Stanton County, Nebraska",2016,6022,,0.973,0.007,0,0.002,0,0.003,0.015,0,0.015,,,,,,0,,,,,,
0500000US31169,"Thayer County, Nebraska",2016,5163,,0.976,0.001,0.003,0,0,0.003,0.017,0,0.017,,,,,,0,,,,,,
0500000US31171,"Thomas County, Nebraska",2016,675,,0.963,0,0.001,0.021,0,0.003,0.012,0,0.012,,,,,,0,,,,,,
0500000US31173,"Thurston County, Nebraska",2016,6989,,0.402,0.001,0.57,0.005,0,0.005,0.017,0.002,0.015,,,,,,0,,,,,,
0500000US31175,"Valley County, Nebraska",2016,4240,,0.987,0.003,0.002,0,0,0,0.008,0,0.008,,,,,,0,,,,,,
0500000US31177,"Washington County, Nebraska",2016,20338,,0.968,0.007,0.002,0.002,0,0.004,0.017,0.004,0.013,,,,,,0,,,,,,
0500000US31179,"Wayne County, Nebraska",2016,9414,,0.953,0.033,0.003,0.004,0,0.006,0.002,0,0.002,,,,,,0,,,,,,
0500000US31181,"Webster County, Nebraska",2016,3665,,0.961,0.001,0,0.012,0,0.004,0.023,0.003,0.02,,,,,,0,,,,,,
0500000US31183,"Wheeler County, Nebraska",2016,805,,0.996,0,0,0.001,0,0,0.002,0,0.002,,,,,,0,,,,,,
0500000US31185,"York County, Nebraska",2016,13842,,0.953,0.008,0.005,0.002,0,0.007,0.024,0.002,0.023,,,,,,0,,,,,,
0500000US32001,"Churchill County, Nevada",2016,24148,,0.816,0.024,0.049,0.025,0.002,0.039,0.045,0.013,0.032,,,,,,0,,,,,,
0500000US32003,"Clark County, Nevada",2016,2070153,,0.627,0.11,0.006,0.094,0.007,0.106,0.049,0.008,0.041,,,,,,0,,,,,,
0500000US32005,"Douglas County, Nevada",2016,47426,,0.895,0.007,0.021,0.012,0.003,0.032,0.031,0.001,0.03,,,,,,0,,,,,,
0500000US32007,"Elko County, Nevada",2016,52029,,0.88,0.012,0.055,0.011,0.002,0.025,0.014,0.001,0.013,,,,,,0,,,,,,
0500000US32009,"Esmeralda County, Nevada",2016,1069,,0.929,0,0.015,0,0,0.051,0.006,0,0.006,,,,,,0,,,,,,
0500000US32011,"Eureka County, Nevada",2016,1730,,0.987,0.001,0.012,0,0,0,0,0,0,,,,,,0,,,,,,
0500000US32013,"Humboldt County, Nevada",2016,17091,,0.867,0.005,0.048,0.005,0,0.05,0.025,0.004,0.021,,,,,,0,,,,,,
0500000US32015,"Lander County, Nevada",2016,5907,,0.875,0.001,0.06,0.007,0.001,0.033,0.023,0.005,0.017,,,,,,0,,,,,,
0500000US32017,"Lincoln County, Nevada",2016,5155,,0.877,0.029,0.035,0.009,0,0.039,0.01,0.001,0.01,,,,,,0,,,,,,
0500000US32019,"Lyon County, Nevada",2016,51897,,0.858,0.01,0.024,0.013,0.001,0.053,0.04,0.004,0.037,,,,,,0,,,,,,
0500000US32021,"Mineral County, Nevada",2016,4519,,0.627,0.012,0.235,0.033,0,0.05,0.043,0.006,0.037,,,,,,0,,,,,,
0500000US32023,"Nye County, Nevada",2016,43198,,0.848,0.029,0.016,0.015,0.004,0.061,0.026,0.005,0.022,,,,,,0,,,,,,
0500000US32027,"Pershing County, Nevada",2016,6690,,0.85,0.048,0.027,0.012,0.007,0.038,0.019,0.002,0.017,,,,,,0,,,,,,
0500000US32029,"Storey County, Nevada",2016,3941,,0.921,0.004,0.019,0.021,0.002,0.006,0.027,0.001,0.027,,,,,,0,,,,,,
0500000US32031,"Washoe County, Nevada",2016,439914,,0.805,0.023,0.016,0.054,0.006,0.056,0.04,0.006,0.035,,,,,,0,,,,,,
0500000US32033,"White Pine County, Nevada",2016,9893,,0.857,0.042,0.063,0.006,0.002,0.016,0.012,0.002,0.01,,,,,,0,,,,,,
0500000US32510,"Carson City, Nevada",2016,54412,,0.816,0.011,0.026,0.03,0.003,0.085,0.029,0.005,0.024,,,,,,0,,,,,,
0500000US33001,"Belknap County, New Hampshire",2016,60392,,0.966,0.005,0.002,0.011,0,0.002,0.014,0.001,0.013,,,,,,0,,,,,,
