geoid,cntyfp,tractfp,name,year,total_population,population_density,polling_locations_total,percentage_race_black_african_american
1400000US13015960402,13015,13015960402,"Census Tract 9604.02, Bartow County, Georgia",2014,8931,449,0,0.114
1400000US13015960402,13015,13015960402,"Census Tract 9604.02, Bartow County, Georgia",2016,8758,441,2,0.142
1400000US13015960402,13015,13015960402,"Census Tract 9604.02, Bartow County, Georgia",2018,8748,440,2,0.142
1400000US13015960403,13015,13015960403,"Census Tract 9604.03, Bartow County, Georgia",2020,4510,1468,1,0.254
1400000US13015960404,13015,13015960404,"Census Tract 9604.04, Bartow County, Georgia",2020,5555,1522,0,0.108
1400000US13015960405,13015,13015960405,"Census Tract 9604.05, Bartow County, Georgia",2020,4816,659,1,0.254
1400000US13015960406,13015,13015960406,"Census Tract 9604.06, Bartow County, Georgia",2020,2639,532,1,0.159
1400000US13015960407,13015,13015960407,"Census Tract 9604.07, Bartow County, Georgia",2020,2547,333,0,0.051
1400000US13015960500,13015,13015960500,"Census Tract 9605, Bartow County, Georgia",2012,7614,812,0,0.165
1400000US13015960500,13015,13015960500,"Census Tract 9605, Bartow County, Georgia",2014,7934,845,0,0.155
1400000US13015960500,13015,13015960500,"Census Tract 9605, Bartow County, Georgia",2016,8056,858,0,0.172
1400000US13015960500,13015,13015960500,"Census Tract 9605, Bartow County, Georgia",2018,8280,886,0,0.165
1400000US13015960501,13015,13015960501,"Census Tract 9605.01, Bartow County, Georgia",2020,5880,2021,0,0.212
1400000US13015960502,13015,13015960502,"Census Tract 9605.02, Bartow County, Georgia",2020,2600,404,0,0.048
1400000US13015960600,13015,13015960600,"Census Tract 9606, Bartow County, Georgia",2012,8806,924,0,0.164
1400000US13015960600,13015,13015960600,"Census Tract 9606, Bartow County, Georgia",2014,9015,946,0,0.207
1400000US13015960600,13015,13015960600,"Census Tract 9606, Bartow County, Georgia",2016,9131,958,3,0.199
1400000US13015960600,13015,13015960600,"Census Tract 9606, Bartow County, Georgia",2018,9005,945,3,0.19
1400000US13015960601,13015,13015960601,"Census Tract 9606.01, Bartow County, Georgia",2020,5070,778,0,0.09
1400000US13015960602,13015,13015960602,"Census Tract 9606.02, Bartow County, Georgia",2020,3244,1106,3,0.258
1400000US13015960700,13015,13015960700,"Census Tract 9607, Bartow County, Georgia",2012,6392,253,0,0.159
1400000US13015960700,13015,13015960700,"Census Tract 9607, Bartow County, Georgia",2014,6453,255,0,0.226
1400000US13015960700,13015,13015960700,"Census Tract 9607, Bartow County, Georgia",2016,7657,303,1,0.2
1400000US13015960700,13015,13015960700,"Census Tract 9607, Bartow County, Georgia",2018,8092,319,1,0.228
1400000US13015960701,13015,13015960701,"Census Tract 9607.01, Bartow County, Georgia",2020,4801,2407,0,0.241
1400000US13015960702,13015,13015960702,"Census Tract 9607.02, Bartow County, Georgia",2020,2751,118,1,0.101
1400000US13015960801,13015,13015960801,"Census Tract 9608.01, Bartow County, Georgia",2012,3185,423,0,0.076
1400000US13015960801,13015,13015960801,"Census Tract 9608.01, Bartow County, Georgia",2014,3494,464,0,0.064
1400000US13015960801,13015,13015960801,"Census Tract 9608.01, Bartow County, Georgia",2016,3327,442,0,0.05
1400000US13015960801,13015,13015960801,"Census Tract 9608.01, Bartow County, Georgia",2018,3503,467,0,0.046
1400000US13015960801,13015,13015960801,"Census Tract 9608.01, Bartow County, Georgia",2020,4355,580,0,0.13
1400000US13015960802,13015,13015960802,"Census Tract 9608.02, Bartow County, Georgia",2012,2780,519,0,0.032
1400000US13015960802,13015,13015960802,"Census Tract 9608.02, Bartow County, Georgia",2014,2857,533,0,0.024
1400000US13015960802,13015,13015960802,"Census Tract 9608.02, Bartow County, Georgia",2016,2998,560,1,0.007
1400000US13015960802,13015,13015960802,"Census Tract 9608.02, Bartow County, Georgia",2018,3297,616,1,0.018
1400000US13015960802,13015,13015960802,"Census Tract 9608.02, Bartow County, Georgia",2020,3242,606,1,0.029
1400000US13015960803,13015,13015960803,"Census Tract 9608.03, Bartow County, Georgia",2012,5379,180,0,0.032
1400000US13015960803,13015,13015960803,"Census Tract 9608.03, Bartow County, Georgia",2014,5589,187,0,0.032
1400000US13015960803,13015,13015960803,"Census Tract 9608.03, Bartow County, Georgia",2016,5417,182,2,0.019
1400000US13015960803,13015,13015960803,"Census Tract 9608.03, Bartow County, Georgia",2018,5598,188,2,0.021
1400000US13015960804,13015,13015960804,"Census Tract 9608.04, Bartow County, Georgia",2020,3484,188,2,0.013
1400000US13015960805,13015,13015960805,"Census Tract 9608.05, Bartow County, Georgia",2020,1922,170,0,0.051
1400000US13015960901,13015,13015960901,"Census Tract 9609.01, Bartow County, Georgia",2012,2547,197,0,0.054
1400000US13015960901,13015,13015960901,"Census Tract 9609.01, Bartow County, Georgia",2014,3193,247,0,0.013
1400000US13015960901,13015,13015960901,"Census Tract 9609.01, Bartow County, Georgia",2016,3206,249,0,0.006
1400000US13015960901,13015,13015960901,"Census Tract 9609.01, Bartow County, Georgia",2018,3128,242,0,0.023
1400000US13015960901,13015,13015960901,"Census Tract 9609.01, Bartow County, Georgia",2020,2840,220,0,0.044
1400000US13015960902,13015,13015960902,"Census Tract 9609.02, Bartow County, Georgia",2012,6037,428,0,0.114
1400000US13015960902,13015,13015960902,"Census Tract 9609.02, Bartow County, Georgia",2014,6451,458,0,0.148
1400000US13015960902,13015,13015960902,"Census Tract 9609.02, Bartow County, Georgia",2016,6351,451,1,0.095
1400000US13015960902,13015,13015960902,"Census Tract 9609.02, Bartow County, Georgia",2018,6822,484,1,0.082
1400000US13015960902,13015,13015960902,"Census Tract 9609.02, Bartow County, Georgia",2020,7556,534,1,0.066
1400000US13015961000,13015,13015961000,"Census Tract 9610, Bartow County, Georgia",2012,8629,126,0,0.06
1400000US13015961000,13015,13015961000,"Census Tract 9610, Bartow County, Georgia",2014,7782,114,0,0.02
1400000US13015961000,13015,13015961000,"Census Tract 9610, Bartow County, Georgia",2016,7296,107,2,0.056
1400000US13015961000,13015,13015961000,"Census Tract 9610, Bartow County, Georgia",2018,8143,119,2,0.062
1400000US13015961001,13015,13015961001,"Census Tract 9610.01, Bartow County, Georgia",2020,5711,176,1,0.067
1400000US13015961002,13015,13015961002,"Census Tract 9610.02, Bartow County, Georgia",2020,3272,91,1,0
1400000US13017960100,13017,13017960100,"Census Tract 9601, Ben Hill County, Georgia",2012,2557,22,0,0.147
1400000US13017960100,13017,13017960100,"Census Tract 9601, Ben Hill County, Georgia",2014,2606,23,0,0.22
1400000US13017960100,13017,13017960100,"Census Tract 9601, Ben Hill County, Georgia",2016,2574,22,0,0.137
1400000US13017960100,13017,13017960100,"Census Tract 9601, Ben Hill County, Georgia",2018,2618,23,0,0.146
1400000US13017960100,13017,13017960100,"Census Tract 9601, Ben Hill County, Georgia",2020,2813,25,0,0.176
1400000US13017960200,13017,13017960200,"Census Tract 9602, Ben Hill County, Georgia",2012,1740,19,0,0.213
1400000US13017960200,13017,13017960200,"Census Tract 9602, Ben Hill County, Georgia",2014,1631,18,0,0.149
1400000US13017960200,13017,13017960200,"Census Tract 9602, Ben Hill County, Georgia",2016,1555,17,0,0.179
1400000US13017960200,13017,13017960200,"Census Tract 9602, Ben Hill County, Georgia",2018,1462,16,0,0.17
1400000US13017960200,13017,13017960200,"Census Tract 9602, Ben Hill County, Georgia",2020,1482,16,0,0.177
1400000US13017960300,13017,13017960300,"Census Tract 9603, Ben Hill County, Georgia",2012,3698,331,0,0.33
1400000US13017960300,13017,13017960300,"Census Tract 9603, Ben Hill County, Georgia",2014,3481,311,0,0.342
1400000US13017960300,13017,13017960300,"Census Tract 9603, Ben Hill County, Georgia",2016,3563,319,1,0.358
1400000US13017960300,13017,13017960300,"Census Tract 9603, Ben Hill County, Georgia",2018,3239,290,1,0.407
1400000US13017960300,13017,13017960300,"Census Tract 9603, Ben Hill County, Georgia",2020,3231,289,1,0.273
1400000US13017960400,13017,13017960400,"Census Tract 9604, Ben Hill County, Georgia",2012,3745,835,0,0.39
1400000US13017960400,13017,13017960400,"Census Tract 9604, Ben Hill County, Georgia",2014,3806,849,0,0.506
1400000US13017960400,13017,13017960400,"Census Tract 9604, Ben Hill County, Georgia",2016,3812,850,0,0.512
1400000US13017960400,13017,13017960400,"Census Tract 9604, Ben Hill County, Georgia",2018,4289,956,0,0.535
1400000US13017960400,13017,13017960400,"Census Tract 9604, Ben Hill County, Georgia",2020,4063,906,0,0.559
1400000US13017960500,13017,13017960500,"Census Tract 9605, Ben Hill County, Georgia",2012,5872,198,0,0.481
1400000US13017960500,13017,13017960500,"Census Tract 9605, Ben Hill County, Georgia",2014,6023,203,0,0.367
1400000US13017960500,13017,13017960500,"Census Tract 9605, Ben Hill County, Georgia",2016,5901,199,2,0.408
1400000US13017960500,13017,13017960500,"Census Tract 9605, Ben Hill County, Georgia",2018,5546,187,2,0.368
1400000US13017960501,13017,13017960501,"Census Tract 9605.01, Ben Hill County, Georgia",2020,869,46,1,0.594
1400000US13017960502,13017,13017960502,"Census Tract 9605.02, Ben Hill County, Georgia",2020,4431,413,1,0.408
1400000US13019970100,13019,13019970100,"Census Tract 9701, Berrien County, Georgia",2012,1571,17,0,0.269
1400000US13019970100,13019,13019970100,"Census Tract 9701, Berrien County, Georgia",2014,1748,19,0,0.222
1400000US13019970100,13019,13019970100,"Census Tract 9701, Berrien County, Georgia",2016,1871,20,1,0.245
1400000US13019970100,13019,13019970100,"Census Tract 9701, Berrien County, Georgia",2018,1893,20,1,0.311
1400000US13019970100,13019,13019970100,"Census Tract 9701, Berrien County, Georgia",2020,1638,17,1,0.231
1400000US13019970200,13019,13019970200,"Census Tract 9702, Berrien County, Georgia",2012,4179,45,0,0.047
1400000US13019970200,13019,13019970200,"Census Tract 9702, Berrien County, Georgia",2014,3702,39,0,0.093
1400000US13019970200,13019,13019970200,"Census Tract 9702, Berrien County, Georgia",2016,3905,42,2,0.117
1400000US13019970200,13019,13019970200,"Census Tract 9702, Berrien County, Georgia",2018,4065,43,2,0.056
1400000US13019970200,13019,13019970200,"Census Tract 9702, Berrien County, Georgia",2020,4284,46,2,0.036
1400000US13019970300,13019,13019970300,"Census Tract 9703, Berrien County, Georgia",2012,3253,56,0,0.06
1400000US13019970300,13019,13019970300,"Census Tract 9703, Berrien County, Georgia",2014,3201,55,0,0.046
1400000US13019970300,13019,13019970300,"Census Tract 9703, Berrien County, Georgia",2016,3181,55,1,0.029
1400000US13019970300,13019,13019970300,"Census Tract 9703, Berrien County, Georgia",2018,2688,46,1,0.066
1400000US13019970300,13019,13019970300,"Census Tract 9703, Berrien County, Georgia",2020,2735,47,1,0.057
1400000US13019970400,13019,13019970400,"Census Tract 9704, Berrien County, Georgia",2012,2548,25,0,0.218
1400000US13019970400,13019,13019970400,"Census Tract 9704, Berrien County, Georgia",2014,2893,28,0,0.203
1400000US13019970400,13019,13019970400,"Census Tract 9704, Berrien County, Georgia",2016,2886,28,1,0.184
1400000US13019970400,13019,13019970400,"Census Tract 9704, Berrien County, Georgia",2018,3429,33,1,0.207
1400000US13019970400,13019,13019970400,"Census Tract 9704, Berrien County, Georgia",2020,3485,34,1,0.158
1400000US13019970500,13019,13019970500,"Census Tract 9705, Berrien County, Georgia",2012,4048,74,0,0.101
1400000US13019970500,13019,13019970500,"Census Tract 9705, Berrien County, Georgia",2014,3761,69,0,0.112
1400000US13019970500,13019,13019970500,"Census Tract 9705, Berrien County, Georgia",2016,3484,64,0,0.083
1400000US13019970500,13019,13019970500,"Census Tract 9705, Berrien County, Georgia",2018,3478,63,0,0.07
1400000US13019970500,13019,13019970500,"Census Tract 9705, Berrien County, Georgia",2020,3612,66,0,0.12
1400000US13019970600,13019,13019970600,"Census Tract 9706, Berrien County, Georgia",2012,3532,73,0,0.098
1400000US13019970600,13019,13019970600,"Census Tract 9706, Berrien County, Georgia",2014,3786,78,0,0.048
1400000US13019970600,13019,13019970600,"Census Tract 9706, Berrien County, Georgia",2016,3659,75,1,0.08
1400000US13019970600,13019,13019970600,"Census Tract 9706, Berrien County, Georgia",2018,3472,70,1,0.095
1400000US13019970600,13019,13019970600,"Census Tract 9706, Berrien County, Georgia",2020,3452,70,1,0.094
1400000US13021010100,13021,13021010100,"Census Tract 101, Bibb County, Georgia",2012,1797,3418,0,0.806
1400000US13021010100,13021,13021010100,"Census Tract 101, Bibb County, Georgia",2014,1653,3145,0,0.922
1400000US13021010100,13021,13021010100,"Census Tract 101, Bibb County, Georgia",2016,1499,2852,0,0.963
1400000US13021010100,13021,13021010100,"Census Tract 101, Bibb County, Georgia",2018,1398,2644,0,0.963
1400000US13021010100,13021,13021010100,"Census Tract 101, Bibb County, Georgia",2020,1724,3261,0,0.939
1400000US13021010200,13021,13021010200,"Census Tract 102, Bibb County, Georgia",2012,2066,3405,0,0.275
1400000US13021010200,13021,13021010200,"Census Tract 102, Bibb County, Georgia",2014,2069,3410,0,0.307
1400000US13021010200,13021,13021010200,"Census Tract 102, Bibb County, Georgia",2016,2017,3324,1,0.363
1400000US13021010200,13021,13021010200,"Census Tract 102, Bibb County, Georgia",2018,2024,3330,1,0.362
1400000US13021010200,13021,13021010200,"Census Tract 102, Bibb County, Georgia",2020,1813,3189,1,0.309
1400000US13021010300,13021,13021010300,"Census Tract 103, Bibb County, Georgia",2012,833,1606,0,0.773
1400000US13021010300,13021,13021010300,"Census Tract 103, Bibb County, Georgia",2014,777,1498,0,0.851
1400000US13021010300,13021,13021010300,"Census Tract 103, Bibb County, Georgia",2016,786,1516,0,0.934
1400000US13021010300,13021,13021010300,"Census Tract 103, Bibb County, Georgia",2018,1048,2021,0,0.871
1400000US13021010400,13021,13021010400,"Census Tract 104, Bibb County, Georgia",2012,2263,2693,0,0.931
1400000US13021010400,13021,13021010400,"Census Tract 104, Bibb County, Georgia",2014,2239,2664,0,0.906
1400000US13021010400,13021,13021010400,"Census Tract 104, Bibb County, Georgia",2016,2180,2594,0,0.918
1400000US13021010400,13021,13021010400,"Census Tract 104, Bibb County, Georgia",2018,1855,2206,0,0.923
1400000US13021010400,13021,13021010400,"Census Tract 104, Bibb County, Georgia",2020,1877,2232,0,0.899
1400000US13021010500,13021,13021010500,"Census Tract 105, Bibb County, Georgia",2012,3667,7020,0,0.513
1400000US13021010500,13021,13021010500,"Census Tract 105, Bibb County, Georgia",2014,3624,6938,0,0.535
1400000US13021010500,13021,13021010500,"Census Tract 105, Bibb County, Georgia",2016,3598,6888,0,0.568
1400000US13021010500,13021,13021010500,"Census Tract 105, Bibb County, Georgia",2018,3052,5829,0,0.483
1400000US13021010500,13021,13021010500,"Census Tract 105, Bibb County, Georgia",2020,2665,5076,0,0.411
1400000US13021010800,13021,13021010800,"Census Tract 108, Bibb County, Georgia",2012,1391,2199,0,0.098
1400000US13021010800,13021,13021010800,"Census Tract 108, Bibb County, Georgia",2014,1534,2425,0,0.173
1400000US13021010800,13021,13021010800,"Census Tract 108, Bibb County, Georgia",2016,1475,2332,0,0.205
1400000US13021010800,13021,13021010800,"Census Tract 108, Bibb County, Georgia",2018,1308,2069,0,0.213
1400000US13021010800,13021,13021010800,"Census Tract 108, Bibb County, Georgia",2020,1691,2404,0,0.232
1400000US13021011000,13021,13021011000,"Census Tract 110, Bibb County, Georgia",2012,3796,709,0,0.533
1400000US13021011000,13021,13021011000,"Census Tract 110, Bibb County, Georgia",2014,4386,820,0,0.52
1400000US13021011000,13021,13021011000,"Census Tract 110, Bibb County, Georgia",2016,4369,816,1,0.614
1400000US13021011000,13021,13021011000,"Census Tract 110, Bibb County, Georgia",2018,4342,808,1,0.648
1400000US13021011001,13021,13021011001,"Census Tract 110.01, Bibb County, Georgia",2020,3195,848,1,0.567
1400000US13021011002,13021,13021011002,"Census Tract 110.02, Bibb County, Georgia",2020,865,546,0,0.659
1400000US13021011100,13021,13021011100,"Census Tract 111, Bibb County, Georgia",2012,2122,1463,0,0.938
1400000US13021011100,13021,13021011100,"Census Tract 111, Bibb County, Georgia",2014,1883,1298,0,0.954
1400000US13021011100,13021,13021011100,"Census Tract 111, Bibb County, Georgia",2016,1986,1369,1,0.966
1400000US13021011100,13021,13021011100,"Census Tract 111, Bibb County, Georgia",2018,1905,1313,1,0.944
1400000US13021011100,13021,13021011100,"Census Tract 111, Bibb County, Georgia",2020,1867,1279,1,0.926
1400000US13021011500,13021,13021011500,"Census Tract 115, Bibb County, Georgia",2012,1319,3142,0,0.912
1400000US13021011500,13021,13021011500,"Census Tract 115, Bibb County, Georgia",2014,1140,2715,0,0.92
1400000US13021011500,13021,13021011500,"Census Tract 115, Bibb County, Georgia",2016,1312,3125,1,0.925
1400000US13021011500,13021,13021011500,"Census Tract 115, Bibb County, Georgia",2018,1136,2704,1,0.946
1400000US13021011500,13021,13021011500,"Census Tract 115, Bibb County, Georgia",2020,1190,2833,1,0.979
1400000US13021011701,13021,13021011701,"Census Tract 117.01, Bibb County, Georgia",2012,2595,1594,0,0.897
1400000US13021011701,13021,13021011701,"Census Tract 117.01, Bibb County, Georgia",2014,2759,1694,0,0.897
1400000US13021011701,13021,13021011701,"Census Tract 117.01, Bibb County, Georgia",2016,2556,1570,0,0.813
1400000US13021011701,13021,13021011701,"Census Tract 117.01, Bibb County, Georgia",2018,2551,1566,0,0.836
1400000US13021011701,13021,13021011701,"Census Tract 117.01, Bibb County, Georgia",2020,2844,1738,0,0.863
1400000US13021011702,13021,13021011702,"Census Tract 117.02, Bibb County, Georgia",2012,4668,1375,0,0.961
1400000US13021011702,13021,13021011702,"Census Tract 117.02, Bibb County, Georgia",2014,4153,1223,0,0.908
1400000US13021011702,13021,13021011702,"Census Tract 117.02, Bibb County, Georgia",2016,4197,1236,2,0.911
