geoid,cntyfp,tractfp,name,year,total_population,population_density,polling_locations_total,percentage_race_black_african_american
1400000US45017950100,45017,45017950100,"Census Tract 9501, Calhoun County, South Carolina",2018,5179,45,4,0.259
1400000US45017950100,45017,45017950100,"Census Tract 9501, Calhoun County, South Carolina",2020,4830,42,4,0.212
1400000US45017950200,45017,45017950200,"Census Tract 9502, Calhoun County, South Carolina",2012,5683,53,3,0.496
1400000US45017950200,45017,45017950200,"Census Tract 9502, Calhoun County, South Carolina",2014,6059,56,3,0.532
1400000US45017950200,45017,45017950200,"Census Tract 9502, Calhoun County, South Carolina",2016,6083,57,3,0.481
1400000US45017950200,45017,45017950200,"Census Tract 9502, Calhoun County, South Carolina",2018,6321,59,3,0.494
1400000US45017950201,45017,45017950201,"Census Tract 9502.01, Calhoun County, South Carolina",2020,2086,82,1,0.453
1400000US45017950202,45017,45017950202,"Census Tract 9502.02, Calhoun County, South Carolina",2020,4235,52,3,0.528
1400000US45017950400,45017,45017950400,"Census Tract 9504, Calhoun County, South Carolina",2012,3675,23,5,0.464
1400000US45017950400,45017,45017950400,"Census Tract 9504, Calhoun County, South Carolina",2014,3336,21,5,0.449
1400000US45017950400,45017,45017950400,"Census Tract 9504, Calhoun County, South Carolina",2016,3212,20,5,0.545
1400000US45017950400,45017,45017950400,"Census Tract 9504, Calhoun County, South Carolina",2018,3213,20,5,0.507
1400000US45017950400,45017,45017950400,"Census Tract 9504, Calhoun County, South Carolina",2020,3457,22,5,0.502
1400000US45019000100,45019,45019000100,"Census Tract 1, Charleston County, South Carolina",2012,2967,10758,1,0.084
1400000US45019000100,45019,45019000100,"Census Tract 1, Charleston County, South Carolina",2014,2908,10544,1,0.068
1400000US45019000100,45019,45019000100,"Census Tract 1, Charleston County, South Carolina",2016,2576,9340,1,0.172
1400000US45019000100,45019,45019000100,"Census Tract 1, Charleston County, South Carolina",2018,2310,8376,1,0.197
1400000US45019000100,45019,45019000100,"Census Tract 1, Charleston County, South Carolina",2020,2180,7916,1,0.058
1400000US45019000200,45019,45019000200,"Census Tract 2, Charleston County, South Carolina",2012,1547,5340,1,0
1400000US45019000200,45019,45019000200,"Census Tract 2, Charleston County, South Carolina",2014,1411,4870,1,0
1400000US45019000200,45019,45019000200,"Census Tract 2, Charleston County, South Carolina",2016,1408,4860,1,0
1400000US45019000200,45019,45019000200,"Census Tract 2, Charleston County, South Carolina",2018,1349,4656,1,0.036
1400000US45019000200,45019,45019000200,"Census Tract 2, Charleston County, South Carolina",2020,1254,4328,1,0.03
1400000US45019000400,45019,45019000400,"Census Tract 4, Charleston County, South Carolina",2012,3248,13337,2,0.175
1400000US45019000400,45019,45019000400,"Census Tract 4, Charleston County, South Carolina",2014,3511,14417,2,0.14
1400000US45019000400,45019,45019000400,"Census Tract 4, Charleston County, South Carolina",2016,3305,13571,2,0.161
1400000US45019000400,45019,45019000400,"Census Tract 4, Charleston County, South Carolina",2018,3070,12606,2,0.201
1400000US45019000400,45019,45019000400,"Census Tract 4, Charleston County, South Carolina",2020,3418,14035,2,0.15
1400000US45019000500,45019,45019000500,"Census Tract 5, Charleston County, South Carolina",2012,2135,8268,1,0.018
1400000US45019000500,45019,45019000500,"Census Tract 5, Charleston County, South Carolina",2014,1932,7482,1,0.012
1400000US45019000500,45019,45019000500,"Census Tract 5, Charleston County, South Carolina",2016,2077,8044,1,0.026
1400000US45019000500,45019,45019000500,"Census Tract 5, Charleston County, South Carolina",2018,1964,7606,1,0.039
1400000US45019000500,45019,45019000500,"Census Tract 5, Charleston County, South Carolina",2020,1730,6700,1,0.014
1400000US45019000600,45019,45019000600,"Census Tract 6, Charleston County, South Carolina",2012,1262,3857,0,0.049
1400000US45019000600,45019,45019000600,"Census Tract 6, Charleston County, South Carolina",2014,1204,3680,0,0.049
1400000US45019000600,45019,45019000600,"Census Tract 6, Charleston County, South Carolina",2016,1166,3564,0,0.087
1400000US45019000600,45019,45019000600,"Census Tract 6, Charleston County, South Carolina",2018,1156,3533,0,0.066
1400000US45019000600,45019,45019000600,"Census Tract 6, Charleston County, South Carolina",2020,1365,4172,0,0.052
1400000US45019000700,45019,45019000700,"Census Tract 7, Charleston County, South Carolina",2012,3015,10816,2,0.228
1400000US45019000700,45019,45019000700,"Census Tract 7, Charleston County, South Carolina",2014,3246,11645,2,0.242
1400000US45019000700,45019,45019000700,"Census Tract 7, Charleston County, South Carolina",2016,3165,11354,2,0.218
1400000US45019000700,45019,45019000700,"Census Tract 7, Charleston County, South Carolina",2018,3095,11103,2,0.21
1400000US45019000700,45019,45019000700,"Census Tract 7, Charleston County, South Carolina",2020,2653,9517,2,0.131
1400000US45019000900,45019,45019000900,"Census Tract 9, Charleston County, South Carolina",2012,1452,2864,0,0.798
1400000US45019000900,45019,45019000900,"Census Tract 9, Charleston County, South Carolina",2014,1431,2822,0,0.704
1400000US45019000900,45019,45019000900,"Census Tract 9, Charleston County, South Carolina",2016,1338,2639,0,0.638
1400000US45019000900,45019,45019000900,"Census Tract 9, Charleston County, South Carolina",2018,1409,2779,0,0.583
1400000US45019000900,45019,45019000900,"Census Tract 9, Charleston County, South Carolina",2020,1427,2814,0,0.395
1400000US45019001000,45019,45019001000,"Census Tract 10, Charleston County, South Carolina",2012,2303,13163,0,0.336
1400000US45019001000,45019,45019001000,"Census Tract 10, Charleston County, South Carolina",2014,2021,11551,0,0.292
1400000US45019001000,45019,45019001000,"Census Tract 10, Charleston County, South Carolina",2016,2267,12957,0,0.287
1400000US45019001000,45019,45019001000,"Census Tract 10, Charleston County, South Carolina",2018,2401,13723,0,0.251
1400000US45019001000,45019,45019001000,"Census Tract 10, Charleston County, South Carolina",2020,2535,14489,0,0.246
1400000US45019001100,45019,45019001100,"Census Tract 11, Charleston County, South Carolina",2012,2179,5127,1,0.597
1400000US45019001100,45019,45019001100,"Census Tract 11, Charleston County, South Carolina",2014,2304,5421,1,0.603
1400000US45019001100,45019,45019001100,"Census Tract 11, Charleston County, South Carolina",2016,2448,5760,1,0.616
1400000US45019001100,45019,45019001100,"Census Tract 11, Charleston County, South Carolina",2018,2819,6633,1,0.597
1400000US45019001100,45019,45019001100,"Census Tract 11, Charleston County, South Carolina",2020,2976,7002,1,0.465
1400000US45019001500,45019,45019001500,"Census Tract 15, Charleston County, South Carolina",2012,1478,8324,0,0.767
1400000US45019001500,45019,45019001500,"Census Tract 15, Charleston County, South Carolina",2014,1413,7958,0,0.665
1400000US45019001500,45019,45019001500,"Census Tract 15, Charleston County, South Carolina",2016,1409,7935,0,0.57
1400000US45019001500,45019,45019001500,"Census Tract 15, Charleston County, South Carolina",2018,1552,8741,0,0.535
1400000US45019001500,45019,45019001500,"Census Tract 15, Charleston County, South Carolina",2020,1467,8262,0,0.426
1400000US45019001600,45019,45019001600,"Census Tract 16, Charleston County, South Carolina",2012,1392,4285,0,0.531
1400000US45019001600,45019,45019001600,"Census Tract 16, Charleston County, South Carolina",2014,1531,4712,0,0.338
1400000US45019001600,45019,45019001600,"Census Tract 16, Charleston County, South Carolina",2016,1688,5196,0,0.27
1400000US45019001600,45019,45019001600,"Census Tract 16, Charleston County, South Carolina",2018,1759,5424,0,0.276
1400000US45019001901,45019,45019001901,"Census Tract 19.01, Charleston County, South Carolina",2012,3695,958,1,0.114
1400000US45019001901,45019,45019001901,"Census Tract 19.01, Charleston County, South Carolina",2014,3978,1031,1,0.129
1400000US45019001901,45019,45019001901,"Census Tract 19.01, Charleston County, South Carolina",2016,4491,1164,1,0.098
1400000US45019001901,45019,45019001901,"Census Tract 19.01, Charleston County, South Carolina",2018,4371,1133,1,0.095
1400000US45019001901,45019,45019001901,"Census Tract 19.01, Charleston County, South Carolina",2020,4156,1076,1,0.131
1400000US45019001902,45019,45019001902,"Census Tract 19.02, Charleston County, South Carolina",2012,4246,1330,1,0.224
1400000US45019001902,45019,45019001902,"Census Tract 19.02, Charleston County, South Carolina",2014,4469,1400,1,0.245
1400000US45019001902,45019,45019001902,"Census Tract 19.02, Charleston County, South Carolina",2016,4499,1409,1,0.162
1400000US45019001902,45019,45019001902,"Census Tract 19.02, Charleston County, South Carolina",2018,4749,1488,1,0.172
1400000US45019001902,45019,45019001902,"Census Tract 19.02, Charleston County, South Carolina",2020,5369,1683,1,0.196
1400000US45019002002,45019,45019002002,"Census Tract 20.02, Charleston County, South Carolina",2012,5571,2642,1,0.099
1400000US45019002002,45019,45019002002,"Census Tract 20.02, Charleston County, South Carolina",2014,5900,2798,1,0.088
1400000US45019002002,45019,45019002002,"Census Tract 20.02, Charleston County, South Carolina",2016,6095,2890,1,0.121
1400000US45019002002,45019,45019002002,"Census Tract 20.02, Charleston County, South Carolina",2018,6154,2918,1,0.131
1400000US45019002002,45019,45019002002,"Census Tract 20.02, Charleston County, South Carolina",2020,6335,2998,1,0.048
1400000US45019002003,45019,45019002003,"Census Tract 20.03, Charleston County, South Carolina",2012,8257,378,3,0.343
1400000US45019002003,45019,45019002003,"Census Tract 20.03, Charleston County, South Carolina",2014,8372,383,3,0.338
1400000US45019002003,45019,45019002003,"Census Tract 20.03, Charleston County, South Carolina",2016,9312,426,3,0.329
1400000US45019002003,45019,45019002003,"Census Tract 20.03, Charleston County, South Carolina",2018,9398,430,3,0.303
1400000US45019002004,45019,45019002004,"Census Tract 20.04, Charleston County, South Carolina",2012,2075,819,1,0
1400000US45019002004,45019,45019002004,"Census Tract 20.04, Charleston County, South Carolina",2014,2153,849,1,0
1400000US45019002004,45019,45019002004,"Census Tract 20.04, Charleston County, South Carolina",2016,2016,795,1,0
1400000US45019002004,45019,45019002004,"Census Tract 20.04, Charleston County, South Carolina",2018,1738,686,1,0
1400000US45019002004,45019,45019002004,"Census Tract 20.04, Charleston County, South Carolina",2020,1449,572,1,0
1400000US45019002005,45019,45019002005,"Census Tract 20.05, Charleston County, South Carolina",2012,6067,1264,0,0.049
1400000US45019002005,45019,45019002005,"Census Tract 20.05, Charleston County, South Carolina",2014,6023,1255,0,0.05
1400000US45019002005,45019,45019002005,"Census Tract 20.05, Charleston County, South Carolina",2016,6611,1377,0,0.045
1400000US45019002005,45019,45019002005,"Census Tract 20.05, Charleston County, South Carolina",2018,7104,1480,0,0.045
1400000US45019002005,45019,45019002005,"Census Tract 20.05, Charleston County, South Carolina",2020,7033,1465,0,0.01
1400000US45019002006,45019,45019002006,"Census Tract 20.06, Charleston County, South Carolina",2012,4270,2332,4,0.164
1400000US45019002006,45019,45019002006,"Census Tract 20.06, Charleston County, South Carolina",2014,4507,2461,4,0.126
1400000US45019002006,45019,45019002006,"Census Tract 20.06, Charleston County, South Carolina",2016,5034,2749,4,0.156
1400000US45019002006,45019,45019002006,"Census Tract 20.06, Charleston County, South Carolina",2018,5332,2912,4,0.183
1400000US45019002006,45019,45019002006,"Census Tract 20.06, Charleston County, South Carolina",2020,5053,2760,4,0.157
1400000US45019002007,45019,45019002007,"Census Tract 20.07, Charleston County, South Carolina",2012,3567,1807,0,0.016
1400000US45019002007,45019,45019002007,"Census Tract 20.07, Charleston County, South Carolina",2014,3664,1856,0,0.017
1400000US45019002007,45019,45019002007,"Census Tract 20.07, Charleston County, South Carolina",2016,3762,1906,0,0.011
1400000US45019002007,45019,45019002007,"Census Tract 20.07, Charleston County, South Carolina",2018,3748,1899,0,0.003
1400000US45019002007,45019,45019002007,"Census Tract 20.07, Charleston County, South Carolina",2020,3716,1883,0,0.002
1400000US45019002008,45019,45019002008,"Census Tract 20.08, Charleston County, South Carolina",2020,4501,417,1,0.271
1400000US45019002009,45019,45019002009,"Census Tract 20.09, Charleston County, South Carolina",2020,5828,527,1,0.336
1400000US45019002101,45019,45019002101,"Census Tract 21.01, Charleston County, South Carolina",2012,11346,339,2,0.293
1400000US45019002101,45019,45019002101,"Census Tract 21.01, Charleston County, South Carolina",2014,12746,381,2,0.248
1400000US45019002101,45019,45019002101,"Census Tract 21.01, Charleston County, South Carolina",2016,12495,374,2,0.177
1400000US45019002101,45019,45019002101,"Census Tract 21.01, Charleston County, South Carolina",2018,13660,409,2,0.186
1400000US45019002103,45019,45019002103,"Census Tract 21.03, Charleston County, South Carolina",2012,3632,86,1,0.379
1400000US45019002103,45019,45019002103,"Census Tract 21.03, Charleston County, South Carolina",2014,3630,86,1,0.384
1400000US45019002103,45019,45019002103,"Census Tract 21.03, Charleston County, South Carolina",2016,3506,83,1,0.351
1400000US45019002103,45019,45019002103,"Census Tract 21.03, Charleston County, South Carolina",2018,3528,83,1,0.355
1400000US45019002103,45019,45019002103,"Census Tract 21.03, Charleston County, South Carolina",2020,3624,86,1,0.317
1400000US45019002104,45019,45019002104,"Census Tract 21.04, Charleston County, South Carolina",2012,1448,132,1,0
1400000US45019002104,45019,45019002104,"Census Tract 21.04, Charleston County, South Carolina",2014,1311,120,1,0.006
1400000US45019002104,45019,45019002104,"Census Tract 21.04, Charleston County, South Carolina",2016,1543,141,1,0.014
1400000US45019002104,45019,45019002104,"Census Tract 21.04, Charleston County, South Carolina",2018,1525,139,1,0.02
1400000US45019002104,45019,45019002104,"Census Tract 21.04, Charleston County, South Carolina",2020,1772,161,1,0.011
1400000US45019002105,45019,45019002105,"Census Tract 21.05, Charleston County, South Carolina",2012,1713,209,1,0.005
1400000US45019002105,45019,45019002105,"Census Tract 21.05, Charleston County, South Carolina",2014,1751,214,1,0.005
1400000US45019002105,45019,45019002105,"Census Tract 21.05, Charleston County, South Carolina",2016,1785,218,1,0.002
1400000US45019002105,45019,45019002105,"Census Tract 21.05, Charleston County, South Carolina",2018,1748,214,1,0.003
1400000US45019002105,45019,45019002105,"Census Tract 21.05, Charleston County, South Carolina",2020,1887,231,1,0.005
1400000US45019002106,45019,45019002106,"Census Tract 21.06, Charleston County, South Carolina",2020,2793,314,0,0.152
1400000US45019002107,45019,45019002107,"Census Tract 21.07, Charleston County, South Carolina",2020,8561,744,3,0.208
1400000US45019002108,45019,45019002108,"Census Tract 21.08, Charleston County, South Carolina",2020,2136,164,2,0.058
1400000US45019002200,45019,45019002200,"Census Tract 22, Charleston County, South Carolina",2012,2883,69,1,0.54
1400000US45019002200,45019,45019002200,"Census Tract 22, Charleston County, South Carolina",2014,2863,68,1,0.506
1400000US45019002200,45019,45019002200,"Census Tract 22, Charleston County, South Carolina",2016,3106,74,1,0.595
1400000US45019002200,45019,45019002200,"Census Tract 22, Charleston County, South Carolina",2018,2999,72,1,0.575
1400000US45019002200,45019,45019002200,"Census Tract 22, Charleston County, South Carolina",2020,2693,64,1,0.461
1400000US45019002300,45019,45019002300,"Census Tract 23, Charleston County, South Carolina",2012,1641,24,1,0.341
1400000US45019002300,45019,45019002300,"Census Tract 23, Charleston County, South Carolina",2014,1487,22,1,0.453
1400000US45019002300,45019,45019002300,"Census Tract 23, Charleston County, South Carolina",2016,1482,22,1,0.46
1400000US45019002300,45019,45019002300,"Census Tract 23, Charleston County, South Carolina",2018,1779,26,1,0.404
1400000US45019002300,45019,45019002300,"Census Tract 23, Charleston County, South Carolina",2020,1748,26,1,0.311
1400000US45019002400,45019,45019002400,"Census Tract 24, Charleston County, South Carolina",2012,4120,35,2,0.543
1400000US45019002400,45019,45019002400,"Census Tract 24, Charleston County, South Carolina",2014,4380,37,2,0.523
1400000US45019002400,45019,45019002400,"Census Tract 24, Charleston County, South Carolina",2016,5013,42,2,0.568
1400000US45019002400,45019,45019002400,"Census Tract 24, Charleston County, South Carolina",2018,5012,42,2,0.601
1400000US45019002401,45019,45019002401,"Census Tract 24.01, Charleston County, South Carolina",2020,1379,43,0,0.484
1400000US45019002402,45019,45019002402,"Census Tract 24.02, Charleston County, South Carolina",2020,2918,33,2,0.702
1400000US45019002502,45019,45019002502,"Census Tract 25.02, Charleston County, South Carolina",2012,7170,159,2,0.484
1400000US45019002502,45019,45019002502,"Census Tract 25.02, Charleston County, South Carolina",2014,7249,161,2,0.424
1400000US45019002502,45019,45019002502,"Census Tract 25.02, Charleston County, South Carolina",2016,7517,167,2,0.393
1400000US45019002502,45019,45019002502,"Census Tract 25.02, Charleston County, South Carolina",2018,7464,165,2,0.343
1400000US45019002503,45019,45019002503,"Census Tract 25.03, Charleston County, South Carolina",2020,2196,110,2,0.521
1400000US45019002504,45019,45019002504,"Census Tract 25.04, Charleston County, South Carolina",2020,5212,207,0,0.397
1400000US45019002604,45019,45019002604,"Census Tract 26.04, Charleston County, South Carolina",2012,3861,2908,1,0.274
1400000US45019002604,45019,45019002604,"Census Tract 26.04, Charleston County, South Carolina",2014,3871,2916,1,0.197
1400000US45019002604,45019,45019002604,"Census Tract 26.04, Charleston County, South Carolina",2016,3900,2937,1,0.204
1400000US45019002604,45019,45019002604,"Census Tract 26.04, Charleston County, South Carolina",2018,3477,2619,1,0.121
1400000US45019002604,45019,45019002604,"Census Tract 26.04, Charleston County, South Carolina",2020,3646,2742,1,0.187
1400000US45019002605,45019,45019002605,"Census Tract 26.05, Charleston County, South Carolina",2012,3454,2394,0,0.414
1400000US45019002605,45019,45019002605,"Census Tract 26.05, Charleston County, South Carolina",2014,3632,2517,0,0.419
1400000US45019002605,45019,45019002605,"Census Tract 26.05, Charleston County, South Carolina",2016,3802,2635,0,0.413
1400000US45019002605,45019,45019002605,"Census Tract 26.05, Charleston County, South Carolina",2018,3915,2713,0,0.393
1400000US45019002605,45019,45019002605,"Census Tract 26.05, Charleston County, South Carolina",2020,3641,2527,0,0.334
1400000US45019002606,45019,45019002606,"Census Tract 26.06, Charleston County, South Carolina",2012,2055,840,0,0.123
1400000US45019002606,45019,45019002606,"Census Tract 26.06, Charleston County, South Carolina",2014,2145,877,0,0.089
1400000US45019002606,45019,45019002606,"Census Tract 26.06, Charleston County, South Carolina",2016,2237,914,0,0.047
1400000US45019002606,45019,45019002606,"Census Tract 26.06, Charleston County, South Carolina",2018,2249,919,0,0.046
1400000US45019002606,45019,45019002606,"Census Tract 26.06, Charleston County, South Carolina",2020,2360,965,0,0.042
1400000US45019002611,45019,45019002611,"Census Tract 26.11, Charleston County, South Carolina",2012,2801,1942,1,0.119
1400000US45019002611,45019,45019002611,"Census Tract 26.11, Charleston County, South Carolina",2014,3006,2084,1,0.161
1400000US45019002611,45019,45019002611,"Census Tract 26.11, Charleston County, South Carolina",2016,3148,2183,1,0.15
1400000US45019002611,45019,45019002611,"Census Tract 26.11, Charleston County, South Carolina",2018,2985,2070,1,0.158
1400000US45019002611,45019,45019002611,"Census Tract 26.11, Charleston County, South Carolina",2020,2715,1883,1,0.135
1400000US45019002612,45019,45019002612,"Census Tract 26.12, Charleston County, South Carolina",2012,6751,3754,2,0.356
1400000US45019002612,45019,45019002612,"Census Tract 26.12, Charleston County, South Carolina",2014,6561,3649,2,0.349
1400000US45019002612,45019,45019002612,"Census Tract 26.12, Charleston County, South Carolina",2016,6643,3694,2,0.425
1400000US45019002612,45019,45019002612,"Census Tract 26.12, Charleston County, South Carolina",2018,6539,3636,2,0.464
1400000US45019002612,45019,45019002612,"Census Tract 26.12, Charleston County, South Carolina",2020,6030,3353,2,0.397
1400000US45019002613,45019,45019002613,"Census Tract 26.13, Charleston County, South Carolina",2012,4863,2990,0,0.186
1400000US45019002613,45019,45019002613,"Census Tract 26.13, Charleston County, South Carolina",2014,5540,3406,0,0.203
1400000US45019002613,45019,45019002613,"Census Tract 26.13, Charleston County, South Carolina",2016,5521,3394,0,0.226
1400000US45019002613,45019,45019002613,"Census Tract 26.13, Charleston County, South Carolina",2018,5719,3516,0,0.175
1400000US45019002613,45019,45019002613,"Census Tract 26.13, Charleston County, South Carolina",2020,6155,3780,0,0.257
1400000US45019002614,45019,45019002614,"Census Tract 26.14, Charleston County, South Carolina",2012,3257,2699,0,0.411
1400000US45019002614,45019,45019002614,"Census Tract 26.14, Charleston County, South Carolina",2014,3685,3054,0,0.344
1400000US45019002614,45019,45019002614,"Census Tract 26.14, Charleston County, South Carolina",2016,3951,3274,0,0.282
1400000US45019002614,45019,45019002614,"Census Tract 26.14, Charleston County, South Carolina",2018,3738,3108,0,0.28
1400000US45019002614,45019,45019002614,"Census Tract 26.14, Charleston County, South Carolina",2020,2964,2468,0,0.2
1400000US45019002701,45019,45019002701,"Census Tract 27.01, Charleston County, South Carolina",2012,2057,1375,3,0.645
1400000US45019002701,45019,45019002701,"Census Tract 27.01, Charleston County, South Carolina",2014,2326,1555,3,0.612
1400000US45019002701,45019,45019002701,"Census Tract 27.01, Charleston County, South Carolina",2016,2401,1605,3,0.599
1400000US45019002701,45019,45019002701,"Census Tract 27.01, Charleston County, South Carolina",2018,2536,1695,3,0.651
1400000US45019002701,45019,45019002701,"Census Tract 27.01, Charleston County, South Carolina",2020,3142,2100,3,0.66
1400000US45019002702,45019,45019002702,"Census Tract 27.02, Charleston County, South Carolina",2012,5207,4875,0,0.78
1400000US45019002702,45019,45019002702,"Census Tract 27.02, Charleston County, South Carolina",2014,4631,4336,0,0.691
1400000US45019002702,45019,45019002702,"Census Tract 27.02, Charleston County, South Carolina",2016,4332,4056,0,0.602
1400000US45019002702,45019,45019002702,"Census Tract 27.02, Charleston County, South Carolina",2018,4589,4297,0,0.568
1400000US45019002702,45019,45019002702,"Census Tract 27.02, Charleston County, South Carolina",2020,4785,4480,0,0.581
1400000US45019002801,45019,45019002801,"Census Tract 28.01, Charleston County, South Carolina",2012,4815,2176,1,0.189
1400000US45019002801,45019,45019002801,"Census Tract 28.01, Charleston County, South Carolina",2014,4513,2039,1,0.142
1400000US45019002801,45019,45019002801,"Census Tract 28.01, Charleston County, South Carolina",2016,4474,2022,1,0.11
1400000US45019002801,45019,45019002801,"Census Tract 28.01, Charleston County, South Carolina",2018,4588,2073,1,0.17
1400000US45019002801,45019,45019002801,"Census Tract 28.01, Charleston County, South Carolina",2020,4837,2185,1,0.153
1400000US45019002802,45019,45019002802,"Census Tract 28.02, Charleston County, South Carolina",2012,2766,1566,1,0
1400000US45019002802,45019,45019002802,"Census Tract 28.02, Charleston County, South Carolina",2014,2886,1634,1,0.005
1400000US45019002802,45019,45019002802,"Census Tract 28.02, Charleston County, South Carolina",2016,2634,1491,1,0.006
1400000US45019002802,45019,45019002802,"Census Tract 28.02, Charleston County, South Carolina",2018,2527,1430,1,0.023
1400000US45019002802,45019,45019002802,"Census Tract 28.02, Charleston County, South Carolina",2020,2646,1497,1,0.018
1400000US45019002900,45019,45019002900,"Census Tract 29, Charleston County, South Carolina",2012,2744,2779,1,0.319
1400000US45019002900,45019,45019002900,"Census Tract 29, Charleston County, South Carolina",2014,2713,2747,1,0.257
1400000US45019002900,45019,45019002900,"Census Tract 29, Charleston County, South Carolina",2016,2907,2944,1,0.278
1400000US45019002900,45019,45019002900,"Census Tract 29, Charleston County, South Carolina",2018,2780,2815,1,0.317
1400000US45019002900,45019,45019002900,"Census Tract 29, Charleston County, South Carolina",2020,2658,2692,1,0.284
1400000US45019003000,45019,45019003000,"Census Tract 30, Charleston County, South Carolina",2012,3197,1635,1,0.014
1400000US45019003000,45019,45019003000,"Census Tract 30, Charleston County, South Carolina",2014,3331,1703,1,0.015
1400000US45019003000,45019,45019003000,"Census Tract 30, Charleston County, South Carolina",2016,3624,1853,1,0.009
1400000US45019003000,45019,45019003000,"Census Tract 30, Charleston County, South Carolina",2018,3463,1771,1,0.001
1400000US45019003000,45019,45019003000,"Census Tract 30, Charleston County, South Carolina",2020,3434,1756,1,0
1400000US45019003104,45019,45019003104,"Census Tract 31.04, Charleston County, South Carolina",2012,4769,2449,1,0.353
1400000US45019003104,45019,45019003104,"Census Tract 31.04, Charleston County, South Carolina",2014,5123,2631,1,0.318
1400000US45019003104,45019,45019003104,"Census Tract 31.04, Charleston County, South Carolina",2016,5453,2800,1,0.37
1400000US45019003104,45019,45019003104,"Census Tract 31.04, Charleston County, South Carolina",2018,5558,2854,1,0.359
1400000US45019003104,45019,45019003104,"Census Tract 31.04, Charleston County, South Carolina",2020,6755,3469,1,0.498
1400000US45019003105,45019,45019003105,"Census Tract 31.05, Charleston County, South Carolina",2012,4016,2114,2,0.291
1400000US45019003105,45019,45019003105,"Census Tract 31.05, Charleston County, South Carolina",2014,3935,2064,2,0.403
1400000US45019003105,45019,45019003105,"Census Tract 31.05, Charleston County, South Carolina",2016,3865,2027,2,0.443
1400000US45019003105,45019,45019003105,"Census Tract 31.05, Charleston County, South Carolina",2018,4337,2275,2,0.431
1400000US45019003105,45019,45019003105,"Census Tract 31.05, Charleston County, South Carolina",2020,4243,2225,2,0.41
1400000US45019003106,45019,45019003106,"Census Tract 31.06, Charleston County, South Carolina",2012,6605,1315,1,0.403
1400000US45019003106,45019,45019003106,"Census Tract 31.06, Charleston County, South Carolina",2014,6296,1254,1,0.436
1400000US45019003106,45019,45019003106,"Census Tract 31.06, Charleston County, South Carolina",2016,6849,1365,1,0.371
1400000US45019003106,45019,45019003106,"Census Tract 31.06, Charleston County, South Carolina",2018,7421,1479,1,0.333
1400000US45019003106,45019,45019003106,"Census Tract 31.06, Charleston County, South Carolina",2020,10150,2022,1,0.369
1400000US45019003107,45019,45019003107,"Census Tract 31.07, Charleston County, South Carolina",2012,5018,610,2,0.493
1400000US45019003107,45019,45019003107,"Census Tract 31.07, Charleston County, South Carolina",2014,5235,637,2,0.552
1400000US45019003107,45019,45019003107,"Census Tract 31.07, Charleston County, South Carolina",2016,4286,521,2,0.553
1400000US45019003107,45019,45019003107,"Census Tract 31.07, Charleston County, South Carolina",2018,4574,556,2,0.516
1400000US45019003107,45019,45019003107,"Census Tract 31.07, Charleston County, South Carolina",2020,5874,714,2,0.383
1400000US45019003108,45019,45019003108,"Census Tract 31.08, Charleston County, South Carolina",2012,3068,1208,0,0.575
1400000US45019003108,45019,45019003108,"Census Tract 31.08, Charleston County, South Carolina",2014,3145,1238,0,0.629
1400000US45019003108,45019,45019003108,"Census Tract 31.08, Charleston County, South Carolina",2016,3290,1299,0,0.643
1400000US45019003108,45019,45019003108,"Census Tract 31.08, Charleston County, South Carolina",2018,3670,1448,0,0.599
1400000US45019003108,45019,45019003108,"Census Tract 31.08, Charleston County, South Carolina",2020,4196,1651,0,0.67
1400000US45019003109,45019,45019003109,"Census Tract 31.09, Charleston County, South Carolina",2012,2883,1816,0,0.412
1400000US45019003109,45019,45019003109,"Census Tract 31.09, Charleston County, South Carolina",2014,3381,2129,0,0.4
1400000US45019003109,45019,45019003109,"Census Tract 31.09, Charleston County, South Carolina",2016,4105,2585,0,0.389
1400000US45019003109,45019,45019003109,"Census Tract 31.09, Charleston County, South Carolina",2018,3481,2192,0,0.281
1400000US45019003109,45019,45019003109,"Census Tract 31.09, Charleston County, South Carolina",2020,3231,2050,0,0.389
1400000US45019003110,45019,45019003110,"Census Tract 31.10, Charleston County, South Carolina",2012,6208,3463,1,0.479
1400000US45019003110,45019,45019003110,"Census Tract 31.10, Charleston County, South Carolina",2014,6801,3794,1,0.527
1400000US45019003110,45019,45019003110,"Census Tract 31.10, Charleston County, South Carolina",2016,7604,4242,1,0.508
1400000US45019003110,45019,45019003110,"Census Tract 31.10, Charleston County, South Carolina",2018,7025,3919,1,0.472
1400000US45019003110,45019,45019003110,"Census Tract 31.10, Charleston County, South Carolina",2020,6605,3685,1,0.412
1400000US45019003111,45019,45019003111,"Census Tract 31.11, Charleston County, South Carolina",2012,5943,1114,1,0.609
1400000US45019003111,45019,45019003111,"Census Tract 31.11, Charleston County, South Carolina",2014,5738,1075,1,0.591
1400000US45019003111,45019,45019003111,"Census Tract 31.11, Charleston County, South Carolina",2016,4926,903,1,0.664
1400000US45019003111,45019,45019003111,"Census Tract 31.11, Charleston County, South Carolina",2018,4294,787,1,0.592
1400000US45019003111,45019,45019003111,"Census Tract 31.11, Charleston County, South Carolina",2020,3859,708,1,0.56
1400000US45019003113,45019,45019003113,"Census Tract 31.13, Charleston County, South Carolina",2012,2547,1020,1,0.373
