stfp,geoid,cntyfp,baseyear,lastgeyear,changeyear,changenopolls,nopollsadded,nopollsremoved,baseyearpctcvapblack,baseyearpctblack,baseyearpcthispanic,baseyearpctcvapwhite,baseyearpctwhite,baseyearpopdensity,baseyearpollinglocstotal,baseyeartotalpop,baseyearcvap,baseyearpopperpoll,baseyearcvapperpoll,lastgeyearpollinglocstotal,lastgeyeartotalpop,lastgeyearcvap,lastgeyearpopperpoll,lastgeyearcvapperpoll,changeyearpopperpoll,changeyearcvapperpoll
13,13179,13179,2020,2018,2018 - 2020,0,0,0,0.403,0.407,0.127,0.384,0.437,120.123,13,62040,43055,4772,3311,13,62110,43185,4777,3321,-5,-10
13,13179,13179,2018,2016,2016 - 2018,4,2,2,0.402,0.411,0.126,0.397,0.465,120.259,13,62110,43185,4777,3321,13,63950,44320,4919,3409,-142,-88
13,13321,13321,2020,2018,2018 - 2020,0,0,0,0.281,0.281,0.022,0.675,0.684,35.648,12,20345,15690,1695,1307,12,20655,15725,1721,1310,-26,-3
13,13321,13321,2018,2016,2016 - 2018,3,2,1,0.282,0.282,0.021,0.678,0.683,36.192,12,20655,15725,1721,1310,11,20990,15965,1908,1451,-187,-141
13,13319,13319,2022,2020,2020 - 2022,0,0,0,0.382,0.385,0.032,0.569,0.579,19.701,9,8850,6695,983,743,9,8945,6735,993,748,-10,-5
13,13015,13015,2018,2016,2016 - 2018,4,2,2,0.108,0.107,0.083,0.781,0.84,225.496,17,103620,74245,6095,4367,17,101940,72800,5996,4282,99,85
13,13015,13015,2020,2018,2018 - 2020,3,1,2,0.101,0.1,0.089,0.772,0.816,231.974,16,106455,77890,6653,4868,17,103620,74245,6095,4367,558,501
13,13015,13015,2022,2020,2020 - 2022,2,2,0,0.106,0.103,0.096,0.762,0.806,238.413,18,109410,80885,6078,4493,16,106455,77890,6653,4868,-575,-375
13,13017,13017,2018,2016,2016 - 2018,4,3,1,0.366,0.366,0.061,0.563,0.605,68.586,3,17155,12435,5718,4145,1,17405,12550,17405,12550,-11687,-8405
13,13017,13017,2020,2018,2018 - 2020,1,0,1,0.369,0.369,0.062,0.553,0.584,67.528,2,16890,12300,8445,6150,3,17155,12435,5718,4145,2727,2005
13,13017,13017,2022,2020,2020 - 2022,3,1,2,0.375,0.372,0.065,0.545,0.58,68.648,1,17170,12640,17170,12640,2,16890,12300,8445,6150,8725,6490
13,13019,13019,2018,2016,2016 - 2018,0,0,0,0.111,0.119,0.049,0.822,0.845,41.963,5,19025,14100,3805,2820,5,18985,13985,3797,2797,8,23
13,13019,13019,2020,2018,2018 - 2020,0,0,0,0.100,0.104,0.053,0.816,0.835,42.360,5,19205,14320,3841,2864,5,19025,14100,3805,2820,36,44
13,13019,13019,2022,2020,2020 - 2022,2,1,1,0.103,0.098,0.057,0.806,0.82,40.110,5,18185,13705,3637,2741,5,19205,14320,3841,2864,-204,-123
13,13021,13021,2018,2016,2016 - 2018,19,10,9,0.541,0.541,0.032,0.388,0.409,615.441,32,153490,113415,4796,3544,31,154195,112570,4974,3631,-178,-87
13,13021,13021,2020,2018,2018 - 2020,11,5,6,0.546,0.543,0.034,0.378,0.393,613.615,31,153025,113835,4936,3672,32,153490,113415,4796,3544,140,128
13,13021,13021,2022,2020,2020 - 2022,8,5,3,0.547,0.543,0.037,0.366,0.384,627.770,33,156555,116915,4744,3542,31,153025,113835,4936,3672,-192,-130
13,13023,13023,2018,2016,2016 - 2018,4,2,2,0.279,0.281,0.028,0.688,0.697,59.179,2,12775,9905,6387,4952,2,12835,9900,6417,4950,-30,2
13,13319,13319,2020,2018,2018 - 2020,0,0,0,0.390,0.39,0.029,0.567,0.591,19.913,9,8945,6735,993,748,9,9080,6860,1008,762,-15,-14
13,13315,13315,2020,2018,2018 - 2020,3,1,2,0.357,0.356,0.048,0.589,0.633,23.027,4,8700,6815,2175,1703,5,8845,6965,1769,1393,406,310
13,13315,13315,2018,2016,2016 - 2018,3,2,1,0.354,0.353,0.045,0.590,0.628,23.411,5,8845,6965,1769,1393,4,8885,7035,2221,1758,-452,-365
13,13313,13313,2022,2020,2020 - 2022,13,7,6,0.032,0.034,0.368,0.567,0.839,354.749,24,103035,66125,4293,2755,23,104120,64765,4526,2815,-233,-60
13,13313,13313,2020,2018,2018 - 2020,2,1,1,0.034,0.035,0.355,0.581,0.86,358.485,23,104120,64765,4526,2815,23,103850,62790,4515,2730,11,85
13,13313,13313,2018,2016,2016 - 2018,12,6,6,0.039,0.04,0.345,0.591,0.887,357.564,23,103850,62790,4515,2730,23,103655,62200,4506,2704,9,26
13,13311,13311,2022,2020,2020 - 2022,5,2,3,0.021,0.017,0.034,0.919,0.92,116.991,10,28165,22610,2816,2261,11,29960,24255,2723,2205,93,56
13,13311,13311,2020,2018,2018 - 2020,0,0,0,0.025,0.025,0.033,0.923,0.942,124.447,11,29960,24255,2723,2205,11,28930,22705,2630,2064,93,141
13,13311,13311,2018,2016,2016 - 2018,1,1,0,0.025,0.014,0.031,0.924,0.943,120.169,11,28930,22705,2630,2064,10,28140,21865,2814,2186,-184,-122
13,13153,13153,2022,2020,2020 - 2022,8,4,4,0.314,0.315,0.068,0.542,0.582,436.422,14,164115,118735,11722,8481,14,155315,112230,11093,8016,629,465
13,13153,13153,2020,2018,2018 - 2020,1,0,1,0.309,0.313,0.066,0.557,0.594,413.021,14,155315,112230,11093,8016,15,151680,108840,10112,7256,981,760
13,13153,13153,2018,2016,2016 - 2018,1,1,0,0.302,0.305,0.066,0.571,0.613,403.343,15,151680,108840,10112,7256,14,149135,107010,10652,7643,-540,-387
13,13051,13051,2018,2016,2016 - 2018,17,7,10,0.394,0.398,0.063,0.490,0.527,662.744,88,287050,214575,3261,2438,91,282615,210415,3105,2312,156,126
13,13051,13051,2020,2018,2018 - 2020,1,1,0,0.399,0.403,0.065,0.482,0.514,668.754,89,289650,218675,3254,2457,88,287050,214575,3261,2438,-7,19
13,13051,13051,2022,2020,2020 - 2022,46,25,21,0.399,0.404,0.068,0.476,0.506,684.028,93,296265,225415,3185,2423,89,289650,218675,3254,2457,-69,-34
13,13053,13053,2018,2016,2016 - 2018,0,0,0,0.201,0.21,0.154,0.587,0.698,43.279,1,10765,8230,10765,8230,1,11880,8765,11880,8765,-1115,-535
13,13053,13053,2020,2018,2018 - 2020,0,0,0,0.203,0.211,0.162,0.575,0.658,42.093,1,10470,8145,10470,8145,1,10765,8230,10765,8230,-295,-85
13,13151,13151,2022,2020,2020 - 2022,38,20,18,0.481,0.467,0.076,0.375,0.43,755.739,39,240855,175205,6175,4492,37,229995,165400,6216,4470,-41,22
13,13151,13151,2020,2018,2018 - 2020,17,8,9,0.451,0.456,0.071,0.416,0.454,721.649,37,229995,165400,6216,4470,38,221305,157255,5823,4138,393,332
13,13151,13151,2018,2016,2016 - 2018,51,26,25,0.419,0.424,0.067,0.453,0.493,694.511,38,221305,157255,5823,4138,37,214170,150235,5788,4060,35,78
13,13149,13149,2022,2020,2020 - 2022,3,2,1,0.085,0.099,0.032,0.843,0.862,38.821,7,11490,8750,1641,1250,6,11785,8970,1964,1495,-323,-245
13,13149,13149,2020,2018,2018 - 2020,2,1,1,0.085,0.085,0.028,0.849,0.867,39.818,6,11785,8970,1964,1495,6,11675,8810,1945,1468,19,27
13,13149,13149,2018,2016,2016 - 2018,2,1,1,0.093,0.093,0.027,0.849,0.869,39.442,6,11675,8810,1945,1468,6,11570,8830,1928,1471,17,-3
13,13309,13309,2022,2020,2020 - 2022,1,1,0,0.383,0.34,0.057,0.555,0.651,25.551,3,7550,6325,2516,2108,2,7895,6520,3947,3260,-1431,-1152
13,13309,13309,2020,2018,2018 - 2020,0,0,0,0.390,0.389,0.050,0.559,0.608,26.718,2,7895,6520,3947,3260,2,7940,6535,3970,3267,-23,-7
13,13309,13309,2018,2016,2016 - 2018,0,0,0,0.421,0.426,0.013,0.560,0.569,26.871,2,7940,6535,3970,3267,2,7930,6490,3965,3245,5,22
13,13303,13303,2018,2016,2016 - 2018,2,1,1,0.528,0.53,0.024,0.429,0.446,30.154,8,20460,15680,2557,1960,8,20680,15800,2585,1975,-28,-15
13,13147,13147,2022,2020,2020 - 2022,5,3,2,0.177,0.194,0.039,0.747,0.763,112.339,8,26110,20335,3263,2541,7,25980,20415,3711,2916,-448,-375
13,13145,13145,2022,2020,2020 - 2022,7,4,3,0.157,0.157,0.044,0.759,0.781,75.278,11,34915,27245,3174,2476,10,34675,27015,3467,2701,-293,-225
13,13145,13145,2020,2018,2018 - 2020,2,1,1,0.161,0.16,0.038,0.766,0.792,74.763,10,34675,27015,3467,2701,10,33590,26005,3359,2600,108,101
13,13145,13145,2018,2016,2016 - 2018,8,4,4,0.161,0.161,0.034,0.770,0.791,72.416,10,33590,26005,3359,2600,10,32990,25325,3299,2532,60,68
13,13143,13143,2022,2020,2020 - 2022,2,1,1,0.047,0.048,0.022,0.904,0.912,106.959,11,30180,22835,2743,2075,11,29610,22420,2691,2038,52,37
13,13143,13143,2020,2018,2018 - 2020,4,2,2,0.043,0.043,0.019,0.909,0.919,104.939,11,29610,22420,2691,2038,11,28955,21830,2632,1984,59,54
13,13143,13143,2018,2016,2016 - 2018,4,2,2,0.047,0.047,0.016,0.913,0.924,102.617,11,28955,21830,2632,1984,11,28665,21515,2605,1955,27,29
13,13141,13141,2022,2020,2020 - 2022,1,1,0,0.717,0.736,0.007,0.254,0.247,18.235,11,8590,7365,780,669,10,8500,7430,850,743,-70,-74
13,13141,13141,2020,2018,2018 - 2020,0,0,0,0.721,0.722,0.015,0.244,0.246,18.044,10,8500,7430,850,743,10,8535,7190,853,719,-3,24
13,13301,13301,2022,2020,2020 - 2022,0,0,0,0.598,0.604,0.000,0.385,0.38,18.269,1,5195,4135,5195,4135,1,5260,4140,5260,4140,-65,-5
13,13301,13301,2020,2018,2018 - 2020,0,0,0,0.608,0.609,0.000,0.378,0.377,18.498,1,5260,4140,5260,4140,1,5345,4165,5345,4165,-85,-25
13,13261,13261,2020,2018,2018 - 2020,0,0,0,0.529,0.53,0.058,0.391,0.432,61.537,10,29715,22095,2971,2209,10,30350,22580,3035,2258,-64,-49
13,13261,13261,2018,2016,2016 - 2018,3,1,2,0.525,0.526,0.054,0.396,0.426,62.853,10,30350,22580,3035,2258,11,31070,22895,2824,2081,211,177
13,13259,13259,2022,2020,2020 - 2022,0,0,0,0.611,0.594,0.128,0.220,0.232,11.161,4,5120,3545,1280,886,4,6445,3935,1611,983,-331,-97
13,13259,13259,2020,2018,2018 - 2020,2,1,1,0.573,0.574,0.157,0.227,0.235,14.049,4,6445,3935,1611,983,4,6040,3335,1510,833,101,150
13,13259,13259,2018,2016,2016 - 2018,2,1,1,0.544,0.541,0.172,0.247,0.263,13.166,4,6040,3335,1510,833,4,5790,3280,1447,820,63,13
13,13133,13133,2022,2020,2020 - 2022,0,0,0,0.315,0.33,0.066,0.594,0.588,49.082,4,19020,15175,4755,3793,4,17810,14000,4452,3500,303,293
13,13133,13133,2020,2018,2018 - 2020,7,2,5,0.344,0.345,0.061,0.582,0.589,45.959,4,17810,14000,4452,3500,7,16975,13245,2425,1892,2027,1608
13,13133,13133,2018,2016,2016 - 2018,7,5,2,0.353,0.355,0.060,0.571,0.585,43.789,7,16975,13245,2425,1892,4,16535,12705,4133,3176,-1708,-1284
13,13131,13131,2022,2020,2020 - 2022,4,2,2,0.291,0.284,0.119,0.575,0.648,57.376,12,26075,18470,2172,1539,12,24695,17380,2057,1448,115,91
13,13257,13257,2022,2020,2020 - 2022,2,2,0,0.107,0.108,0.042,0.814,0.827,149.445,3,26730,20610,8910,6870,1,25935,19955,25935,19955,-17025,-13085
13,13257,13257,2020,2018,2018 - 2020,0,0,0,0.113,0.113,0.037,0.818,0.829,144.999,1,25935,19955,25935,19955,1,25675,19610,25675,19610,260,345
13,13301,13301,2018,2016,2016 - 2018,0,0,0,0.613,0.611,0.005,0.373,0.373,18.797,1,5345,4165,5345,4165,1,5505,4260,5505,4260,-160,-95
13,13299,13299,2022,2020,2020 - 2022,6,3,3,0.299,0.304,0.046,0.625,0.634,39.939,12,35915,26550,2992,2212,12,35745,26870,2978,2239,14,-27
13,13299,13299,2020,2018,2018 - 2020,2,1,1,0.305,0.309,0.041,0.628,0.641,39.750,12,35745,26870,2978,2239,12,35600,26380,2966,2198,12,41
13,13299,13299,2018,2016,2016 - 2018,7,4,3,0.296,0.298,0.041,0.636,0.646,39.592,12,35600,26380,2966,2198,11,35670,26515,3242,2410,-276,-212
13,13297,13297,2022,2020,2020 - 2022,13,7,6,0.193,0.184,0.054,0.719,0.757,299.094,22,97750,72405,4443,3291,21,93285,68560,4442,3264,1,27
13,13297,13297,2020,2018,2018 - 2020,2,1,1,0.184,0.181,0.047,0.739,0.769,285.432,21,93285,68560,4442,3264,21,90130,65900,4291,3138,151,126
13,13297,13297,2018,2016,2016 - 2018,12,6,6,0.176,0.17,0.042,0.755,0.781,275.804,21,90130,65900,4291,3138,21,87435,63720,4163,3034,128,104
13,13177,13177,2022,2020,2020 - 2022,1,1,0,0.235,0.228,0.033,0.693,0.707,92.653,11,32970,23970,2997,2179,10,29735,21720,2973,2172,24,7
13,13295,13295,2022,2020,2020 - 2022,1,1,0,0.039,0.04,0.027,0.902,0.914,152.514,12,68065,53140,5672,4428,11,69400,53930,6309,4902,-637,-474
13,13295,13295,2020,2018,2018 - 2020,4,2,2,0.038,0.038,0.024,0.907,0.919,155.469,11,69400,53930,6309,4902,11,68825,53075,6256,4825,53,77
13,13249,13249,2020,2018,2018 - 2020,0,0,0,0.270,0.274,0.063,0.650,0.672,31.245,1,5215,3995,5215,3995,1,5210,3950,5210,3950,5,45
13,13249,13249,2018,2016,2016 - 2018,0,0,0,0.298,0.299,0.052,0.649,0.663,31.215,1,5210,3950,5210,3950,1,5090,3655,5090,3655,120,295
13,13247,13247,2022,2020,2020 - 2022,9,5,4,0.573,0.563,0.105,0.273,0.335,721.314,16,93640,67750,5852,4234,15,90155,64805,6010,4320,-158,-86
13,13247,13247,2020,2018,2018 - 2020,18,8,10,0.552,0.559,0.102,0.302,0.358,694.473,15,90155,64805,6010,4320,17,89010,63300,5235,3723,775,597
13,13139,13139,2018,2016,2016 - 2018,6,3,3,0.072,0.074,0.281,0.612,0.849,498.646,31,195960,122400,6321,3948,31,190480,117555,6144,3792,177,156
13,13139,13139,2020,2018,2018 - 2020,2,1,1,0.070,0.072,0.285,0.607,0.805,512.573,31,201435,128785,6497,4154,31,195960,122400,6321,3948,176,206
13,13139,13139,2022,2020,2020 - 2022,14,7,7,0.068,0.071,0.293,0.596,0.761,521.522,31,204955,133065,6611,4292,31,201435,128785,6497,4154,114,138
13,13141,13141,2018,2016,2016 - 2018,0,0,0,0.723,0.724,0.019,0.243,0.245,18.118,10,8535,7190,853,719,10,8745,7230,874,723,-21,-4
13,13247,13247,2018,2016,2016 - 2018,19,11,8,0.523,0.533,0.102,0.332,0.399,685.681,17,89010,63300,5235,3723,14,87570,61345,6255,4381,-1020,-658
13,13245,13245,2022,2020,2020 - 2022,14,8,6,0.559,0.558,0.053,0.331,0.353,635.614,43,206155,156275,4794,3634,41,202180,152900,4931,3729,-137,-95
13,13245,13245,2020,2018,2018 - 2020,5,1,4,0.561,0.567,0.051,0.342,0.361,623.358,41,202180,152900,4931,3729,44,201465,151470,4578,3442,353,287
13,13245,13245,2018,2016,2016 - 2018,11,7,4,0.559,0.565,0.048,0.352,0.378,621.198,44,201465,151470,4578,3442,41,201420,150325,4912,3666,-334,-224
13,13243,13243,2022,2020,2020 - 2022,2,0,2,0.648,0.64,0.033,0.306,0.311,14.863,5,6365,4760,1273,952,7,6890,5040,984,720,289,232
13,13295,13295,2018,2016,2016 - 2018,6,3,3,0.041,0.041,0.021,0.912,0.921,154.181,11,68825,53075,6256,4825,11,68145,52215,6195,4746,61,79
13,13293,13293,2022,2020,2020 - 2022,0,0,0,0.271,0.29,0.024,0.671,0.678,85.449,4,27640,20995,6910,5248,4,26330,20000,6582,5000,328,248
13,13293,13293,2018,2016,2016 - 2018,0,0,0,0.278,0.281,0.023,0.674,0.693,81.044,4,26215,19930,6553,4982,4,26395,20030,6598,5007,-45,-25
13,13291,13291,2022,2020,2020 - 2022,1,1,0,0.006,0.008,0.038,0.932,0.945,77.247,12,24880,20720,2073,1726,11,24000,19905,2181,1809,-108,-83
13,13291,13291,2018,2016,2016 - 2018,0,0,0,0.007,0.006,0.032,0.939,0.969,70.711,11,22775,18685,2070,1698,11,22035,18140,2003,1649,67,49
13,13289,13289,2022,2020,2020 - 2022,3,2,1,0.417,0.414,0.010,0.551,0.555,22.143,6,7955,6390,1325,1065,5,8195,6520,1639,1304,-314,-239
13,13289,13289,2020,2018,2018 - 2020,0,0,0,0.420,0.42,0.016,0.549,0.565,22.811,5,8195,6520,1639,1304,5,8285,6620,1657,1324,-18,-20
13,13289,13289,2018,2016,2016 - 2018,0,0,0,0.424,0.424,0.005,0.551,0.556,23.061,5,8285,6620,1657,1324,5,8365,6680,1673,1336,-16,-12
13,13243,13243,2020,2018,2018 - 2020,2,1,1,0.633,0.633,0.034,0.320,0.321,16.089,7,6890,5040,984,720,7,7085,5240,1012,748,-28,-28
13,13243,13243,2018,2016,2016 - 2018,4,3,1,0.622,0.622,0.013,0.349,0.352,16.545,7,7085,5240,1012,748,5,7225,5430,1445,1086,-433,-338
13,13239,13239,2022,2020,2020 - 2022,3,2,1,0.525,0.523,0.039,0.422,0.414,14.414,3,2180,1925,726,641,2,2290,1910,1145,955,-419,-314
13,13239,13239,2020,2018,2018 - 2020,0,0,0,0.469,0.47,0.013,0.421,0.433,15.142,2,2290,1910,1145,955,2,2275,1775,1137,887,8,68
13,13239,13239,2018,2016,2016 - 2018,2,1,1,0.523,0.524,0.002,0.385,0.388,15.043,2,2275,1775,1137,887,2,2095,1680,1047,840,90,47
13,13287,13287,2022,2020,2020 - 2022,0,0,0,0.384,0.378,0.051,0.541,0.563,31.165,3,8895,6440,2965,2146,3,7920,5865,2640,1955,325,191
13,13287,13287,2020,2018,2018 - 2020,0,0,0,0.395,0.397,0.049,0.533,0.57,27.749,3,7920,5865,2640,1955,3,7960,6000,2653,2000,-13,-45
13,13287,13287,2018,2016,2016 - 2018,0,0,0,0.430,0.43,0.016,0.541,0.549,27.889,3,7960,6000,2653,2000,3,8150,5870,2716,1956,-63,44
13,13201,13201,2020,2018,2018 - 2020,0,0,0,0.308,0.31,0.005,0.676,0.677,20.271,1,5725,4385,5725,4385,1,5835,4490,5835,4490,-110,-105
13,13237,13237,2022,2020,2020 - 2022,2,1,1,0.256,0.268,0.064,0.658,0.689,64.422,5,22205,17440,4441,3488,5,21905,17125,4381,3425,60,63
13,13237,13237,2020,2018,2018 - 2020,0,0,0,0.263,0.261,0.063,0.657,0.689,63.551,5,21905,17125,4381,3425,5,21505,16640,4301,3328,80,97
13,13131,13131,2020,2018,2018 - 2020,0,0,0,0.288,0.292,0.114,0.580,0.644,54.339,12,24695,17380,2057,1448,12,24925,17430,2077,1452,-20,-4
13,13131,13131,2018,2016,2016 - 2018,3,3,0,0.282,0.287,0.111,0.582,0.663,54.840,12,24925,17430,2077,1452,9,25145,17620,2793,1957,-716,-505
13,13129,13129,2022,2020,2020 - 2022,3,2,1,0.033,0.032,0.168,0.762,0.83,162.116,13,57785,41045,4445,3157,12,57755,40410,4812,3367,-367,-210
13,13129,13129,2020,2018,2018 - 2020,4,2,2,0.038,0.041,0.161,0.772,0.848,162.032,12,57755,40410,4812,3367,12,56790,39040,4732,3253,80,114
13,13129,13129,2018,2016,2016 - 2018,4,2,2,0.039,0.04,0.156,0.779,0.892,159.598,12,56790,39040,4732,3253,12,56080,38090,4673,3174,59,79
13,13127,13127,2022,2020,2020 - 2022,10,5,5,0.246,0.254,0.068,0.637,0.669,201.520,20,84565,64630,4228,3231,20,85010,64270,4250,3213,-22,18
13,13127,13127,2020,2018,2018 - 2020,10,5,5,0.252,0.255,0.066,0.637,0.678,202.581,20,85010,64270,4250,3213,20,83975,62505,4198,3125,52,88
13,13127,13127,2018,2016,2016 - 2018,11,6,5,0.260,0.261,0.066,0.638,0.679,200.154,20,83975,62505,4198,3125,19,82625,60905,4348,3205,-150,-80
13,13125,13125,2022,2020,2020 - 2022,0,0,0,0.105,0.102,0.012,0.871,0.887,20.209,4,2905,2280,726,570,4,2985,2325,746,581,-20,-11
13,13125,13125,2020,2018,2018 - 2020,0,0,0,0.097,0.097,0.017,0.873,0.889,20.766,4,2985,2325,746,581,4,3010,2300,752,575,-6,6
13,13125,13125,2018,2016,2016 - 2018,0,0,0,0.091,0.091,0.017,0.874,0.884,20.940,4,3010,2300,752,575,4,3055,2285,763,571,-11,4
13,13123,13123,2022,2020,2020 - 2022,3,2,1,0.005,0.006,0.124,0.847,0.921,73.953,14,31520,24795,2251,1771,13,30985,23940,2383,1841,-132,-70
13,13123,13123,2020,2018,2018 - 2020,2,1,1,0.002,0.004,0.117,0.858,0.921,72.698,13,30985,23940,2383,1841,13,29920,22475,2301,1728,82,113
13,13123,13123,2018,2016,2016 - 2018,2,1,1,0.003,0.005,0.115,0.861,0.906,70.200,13,29920,22475,2301,1728,13,28955,21470,2227,1651,74,77
13,13117,13117,2018,2016,2016 - 2018,8,2,6,0.032,0.033,0.095,0.735,0.814,979.197,16,219880,139270,13742,8704,20,203840,129230,10192,6461,3550,2243
13,13237,13237,2018,2016,2016 - 2018,2,1,1,0.262,0.262,0.064,0.655,0.69,62.391,5,21505,16640,4301,3328,5,21260,16335,4252,3267,49,61
13,13235,13235,2022,2020,2020 - 2022,2,1,1,0.363,0.395,0.042,0.563,0.584,39.657,2,9885,7870,4942,3935,2,11185,9140,5592,4570,-650,-635
13,13235,13235,2020,2018,2018 - 2020,0,0,0,0.382,0.387,0.029,0.577,0.599,44.873,2,11185,9140,5592,4570,2,11295,9295,5647,4647,-55,-77
13,13235,13235,2018,2016,2016 - 2018,0,0,0,0.347,0.348,0.041,0.595,0.632,45.314,2,11295,9295,5647,4647,2,11460,9260,5730,4630,-83,17
13,13201,13201,2018,2016,2016 - 2018,0,0,0,0.303,0.305,0.006,0.682,0.684,20.661,1,5835,4490,5835,4490,1,5910,4540,5910,4540,-75,-50
13,13191,13191,2018,2016,2016 - 2018,4,2,2,0.341,0.343,0.010,0.619,0.625,32.734,6,14120,11610,2353,1935,6,13940,11305,2323,1884,30,51
13,13317,13317,2020,2018,2018 - 2020,0,0,0,0.419,0.419,0.052,0.513,0.534,20.863,7,9795,7515,1399,1073,7,9885,7580,1412,1082,-13,-9
13,13317,13317,2018,2016,2016 - 2018,0,0,0,0.425,0.425,0.048,0.511,0.535,21.054,7,9885,7580,1412,1082,7,9925,7580,1417,1082,-5,0
13,13315,13315,2022,2020,2020 - 2022,0,0,0,0.337,0.344,0.047,0.596,0.629,23.398,4,8840,6910,2210,1727,4,8700,6815,2175,1703,35,24
13,13177,13177,2020,2018,2018 - 2020,0,0,0,0.217,0.217,0.030,0.710,0.72,83.553,10,29735,21720,2973,2172,10,29350,21255,2935,2125,38,47
13,13177,13177,2018,2016,2016 - 2018,0,0,0,0.202,0.203,0.029,0.724,0.741,82.471,10,29350,21255,2935,2125,10,29135,20810,2913,2081,22,44
28,28011,28011,2018,2016,2016 - 2018,8,4,4,0.640,0.643,0.021,0.325,0.331,37.175,26,32590,24135,1253,928,26,33615,24930,1292,958,-39,-30
28,28051,28051,2018,2016,2016 - 2018,6,4,2,0.839,0.838,0.002,0.157,0.158,23.887,17,18075,13345,1063,785,15,18545,13505,1236,900,-173,-115
28,28055,28055,2014,2012,2012 - 2014,4,3,1,0.668,0.668,0.003,0.332,0.331,3.099,3,1280,1085,426,361,1,1555,1290,1555,1290,-1129,-929
28,28055,28055,2016,2014,2014 - 2016,3,1,2,0.604,0.602,0.007,0.393,0.392,3.268,2,1350,1145,675,572,3,1280,1085,426,361,249,211
28,28131,28131,2014,2012,2012 - 2014,2,1,1,0.186,0.187,0.016,0.772,0.787,40.271,14,17940,13610,1281,972,14,17655,13240,1261,945,20,27
28,28133,28133,2014,2012,2012 - 2014,3,2,1,0.728,0.73,0.014,0.251,0.254,40.580,15,28315,21535,1887,1435,14,29230,22080,2087,1577,-200,-142
28,28013,28013,2018,2016,2016 - 2018,3,2,1,0.272,0.272,0.059,0.649,0.655,24.839,8,14570,10805,1821,1350,7,14725,10850,2103,1550,-282,-200
28,28135,28135,2014,2012,2012 - 2014,0,0,0,0.476,0.477,0.139,0.363,0.434,23.442,15,15125,11040,1008,736,15,15260,11320,1017,754,-9,-18
28,28015,28015,2018,2016,2016 - 2018,0,0,0,0.346,0.346,0.003,0.643,0.644,16.123,10,10130,8150,1013,815,10,10300,8200,1030,820,-17,-5
28,28017,28017,2018,2016,2016 - 2018,1,0,1,0.435,0.434,0.047,0.501,0.525,34.437,7,17280,12740,2468,1820,8,17355,12665,2169,1583,299,237
28,28019,28019,2018,2016,2016 - 2018,5,3,2,0.312,0.312,0.004,0.675,0.677,19.895,15,8320,6460,554,430,14,8320,6395,594,456,-40,-26
28,28057,28057,2016,2014,2014 - 2016,4,3,1,0.066,0.068,0.014,0.909,0.914,44.126,3,23510,18155,7836,6051,1,23415,18065,23415,18065,-15579,-12014
28,28057,28057,2018,2016,2016 - 2018,21,21,0,0.071,0.072,0.015,0.902,0.909,44.069,24,23480,18205,978,758,3,23510,18155,7836,6051,-6858,-5293
28,28027,28027,2022,2018,2018 - 2022,17,17,0,0.760,0.756,0.018,0.198,0.205,38.447,17,21265,15310,1250,900,0,23800,17205,,,,
28,28009,28009,2022,2018,2018 - 2022,3,1,2,0.329,0.321,0.031,0.602,0.608,18.777,3,7635,5715,2545,1905,4,8255,6385,2063,1596,482,309
28,28011,28011,2022,2018,2018 - 2022,21,11,10,0.632,0.635,0.023,0.324,0.305,35.014,27,30690,22835,1136,845,26,32590,24135,1253,928,-117,-83
28,28013,28013,2022,2018,2018 - 2022,3,0,3,0.284,0.284,0.065,0.642,0.646,22.495,5,13195,9845,2639,1969,8,14570,10805,1821,1350,818,619
28,28015,28015,2022,2018,2018 - 2022,3,2,1,0.358,0.355,0.001,0.632,0.644,15.802,11,9930,8160,902,741,10,10130,8150,1013,815,-111,-74
28,28017,28017,2022,2018,2018 - 2022,8,6,2,0.437,0.447,0.051,0.491,0.5,33.929,11,17025,12430,1547,1130,7,17280,12740,2468,1820,-921,-690
28,28019,28019,2022,2018,2018 - 2022,10,4,6,0.292,0.299,0.018,0.672,0.68,19.632,13,8210,6470,631,497,15,8320,6460,554,430,77,67
28,28023,28023,2022,2018,2018 - 2022,7,4,3,0.343,0.347,0.016,0.628,0.639,22.492,22,15555,12055,707,547,21,15930,12325,758,586,-51,-39
28,28025,28025,2022,2018,2018 - 2022,2,1,1,0.601,0.6,0.002,0.380,0.384,45.358,14,18600,14370,1328,1026,14,19810,15145,1415,1081,-87,-55
28,28029,28029,2018,2016,2016 - 2018,4,3,1,0.519,0.519,0.032,0.441,0.454,36.949,21,28720,21700,1367,1033,19,28780,21615,1514,1137,-147,-104
28,28029,28029,2022,2018,2018 - 2022,5,2,3,0.513,0.513,0.037,0.439,0.441,36.293,20,28210,21730,1410,1086,21,28720,21700,1367,1033,43,53
28,28031,28031,2018,2016,2016 - 2018,5,2,3,0.378,0.378,0.005,0.606,0.611,46.131,16,19090,14260,1193,891,17,19505,14600,1147,858,46,33
28,28035,28035,2022,2018,2018 - 2022,21,11,10,0.361,0.367,0.032,0.571,0.586,167.185,33,77915,59115,2361,1791,32,75515,56700,2359,1771,2,20
28,28037,28037,2022,2018,2018 - 2022,1,1,0,0.358,0.358,0.001,0.628,0.624,13.636,11,7690,5915,699,537,10,7755,5880,775,588,-76,-51
