stfp,geoid,cntyfp,baseyear,lastgeyear,changeyear,changenopolls,nopollsadded,nopollsremoved,baseyearpctcvapblack,baseyearpctblack,baseyearpcthispanic,baseyearpctcvapwhite,baseyearpctwhite,baseyearpopdensity,baseyearpollinglocstotal,baseyeartotalpop,baseyearcvap,baseyearpopperpoll,baseyearcvapperpoll,lastgeyearpollinglocstotal,lastgeyeartotalpop,lastgeyearcvap,lastgeyearpopperpoll,lastgeyearcvapperpoll,changeyearpopperpoll,changeyearcvapperpoll
45,45017,45017,2020,2018,2018 - 2020,1,1,0,0.407,0.407,0.039,0.540,0.562,38.331,13,14610,11665,1123,897,12,14715,11660,1226,971,-103,-74
45,45017,45017,2018,2016,2016 - 2018,0,0,0,0.413,0.414,0.037,0.538,0.554,38.607,12,14715,11660,1226,971,12,14885,11640,1240,970,-14,1
45,45013,45013,2020,2018,2018 - 2020,15,7,8,0.172,0.172,0.111,0.683,0.737,329.371,55,189730,146680,3449,2666,56,182660,139160,3261,2485,188,181
45,45015,45015,2022,2020,2020 - 2022,5,2,3,0.232,0.235,0.073,0.629,0.651,209.688,59,231420,171730,3922,2910,60,222105,163865,3701,2731,221,179
45,45015,45015,2020,2018,2018 - 2020,12,9,3,0.232,0.233,0.068,0.635,0.657,201.251,60,222105,163865,3701,2731,54,209065,153030,3871,2833,-170,-102
45,45011,45011,2022,2020,2020 - 2022,0,0,0,0.440,0.466,0.028,0.509,0.514,37.666,9,20655,15575,2295,1730,9,21170,15935,2352,1770,-57,-40
45,45011,45011,2020,2018,2018 - 2020,5,3,2,0.445,0.452,0.026,0.511,0.517,38.605,9,21170,15935,2352,1770,8,21575,16100,2696,2012,-344,-242
45,45011,45011,2016,2014,2014 - 2016,2,0,2,0.449,0.451,0.022,0.513,0.515,39.963,8,21915,16320,2739,2040,10,22285,16530,2228,1653,511,387
45,45069,45069,2020,2018,2018 - 2020,1,1,0,0.501,0.501,0.033,0.390,0.407,54.962,16,26375,20840,1648,1302,15,27130,21155,1808,1410,-160,-108
45,45069,45069,2018,2016,2016 - 2018,0,0,0,0.506,0.506,0.033,0.392,0.415,56.536,15,27130,21155,1808,1410,15,27700,21490,1846,1432,-38,-22
45,45041,45041,2018,2016,2016 - 2018,7,3,4,0.423,0.425,0.025,0.523,0.539,173.090,59,138560,103815,2348,1759,60,138575,103355,2309,1722,39,37
45,45039,45039,2018,2016,2016 - 2018,0,0,0,0.560,0.563,0.021,0.380,0.397,33.092,18,22710,18120,1261,1006,18,23025,18075,1279,1004,-18,2
45,45035,45035,2022,2020,2020 - 2022,4,3,1,0.251,0.248,0.061,0.632,0.654,285.217,37,162140,118825,4382,3211,35,161310,117660,4608,3361,-226,-150
45,45077,45077,2018,2016,2016 - 2018,14,7,7,0.066,0.066,0.036,0.860,0.883,247.014,54,122745,96235,2273,1782,54,120720,93845,2235,1737,38,45
45,45077,45077,2020,2018,2018 - 2020,19,9,10,0.065,0.065,0.038,0.856,0.875,252.304,53,125380,99210,2365,1871,54,122745,96235,2273,1782,92,89
45,45073,45073,2016,2014,2014 - 2016,0,0,0,0.073,0.074,0.049,0.852,0.882,120.349,26,75375,58730,2899,2258,26,74655,57990,2871,2230,28,28
45,45077,45077,2022,2020,2020 - 2022,20,11,9,0.062,0.064,0.042,0.851,0.87,263.825,55,131105,103955,2383,1890,53,125380,99210,2365,1871,18,19
45,45043,45043,2022,2020,2020 - 2022,6,4,2,0.294,0.306,0.032,0.656,0.652,78.163,33,63595,51735,1927,1567,31,62150,49945,2004,1611,-77,-44
45,45001,45001,2022,2020,2020 - 2022,0,0,0,0.262,0.269,0.018,0.694,0.697,49.614,15,24370,19360,1624,1290,15,24580,19445,1638,1296,-14,-6
45,45001,45001,2020,2018,2018 - 2020,2,1,1,0.272,0.272,0.016,0.689,0.696,50.041,15,24580,19445,1638,1296,15,24655,19365,1643,1291,-5,5
45,45001,45001,2018,2016,2016 - 2018,1,1,0,0.274,0.274,0.014,0.689,0.698,50.170,15,24655,19365,1643,1291,14,24950,19505,1782,1393,-139,-102
45,45001,45001,2016,2014,2014 - 2016,0,0,0,0.272,0.272,0.013,0.689,0.699,50.868,14,24950,19505,1782,1393,14,25100,19395,1792,1385,-10,8
45,45091,45091,2022,2020,2020 - 2022,19,10,9,0.188,0.189,0.063,0.690,0.723,415.522,89,282985,207580,3179,2332,88,273885,199415,3112,2266,67,66
45,45085,45085,2022,2020,2020 - 2022,1,1,0,0.458,0.461,0.043,0.448,0.458,158.177,42,105200,79020,2504,1881,41,106675,79940,2601,1949,-97,-68
45,45001,45001,2014,2012,2012 - 2014,0,0,0,0.288,0.288,0.006,0.690,0.694,51.174,14,25100,19395,1792,1385,14,25385,19410,1813,1386,-21,-1
45,45003,45003,2014,2012,2012 - 2014,2,1,1,0.247,0.249,0.052,0.675,0.701,152.175,68,162990,123270,2396,1812,68,160170,120340,2355,1769,41,43
45,45003,45003,2020,2018,2018 - 2020,27,14,13,0.245,0.247,0.058,0.660,0.7,158.725,73,169945,129540,2328,1774,72,166925,125470,2318,1742,10,32
45,45003,45003,2022,2020,2020 - 2022,8,3,5,0.246,0.248,0.062,0.655,0.684,158.650,71,169865,131020,2392,1845,73,169945,129540,2328,1774,64,71
45,45005,45005,2014,2012,2012 - 2014,0,0,0,0.739,0.739,0.027,0.233,0.243,24.566,9,10025,7825,1113,869,9,10400,8015,1155,890,-42,-21
45,45005,45005,2016,2014,2014 - 2016,1,0,1,0.738,0.739,0.030,0.227,0.245,23.500,8,9590,7610,1198,951,9,10025,7825,1113,869,85,82
45,45079,45079,2018,2016,2016 - 2018,14,6,8,0.463,0.466,0.051,0.430,0.455,539.093,141,408265,309105,2895,2192,143,401745,302815,2809,2117,86,75
45,45009,45009,2022,2020,2020 - 2022,0,0,0,0.604,0.602,0.017,0.366,0.372,33.836,13,13310,10540,1023,810,13,14235,11160,1095,858,-72,-48
45,45079,45079,2016,2014,2014 - 2016,1,0,1,0.460,0.463,0.050,0.439,0.464,530.598,143,401745,302815,2809,2117,144,393705,294035,2734,2041,75,76
45,45033,45033,2022,2020,2020 - 2022,2,1,1,0.464,0.474,0.031,0.452,0.464,69.752,21,28255,20845,1345,992,21,30475,22665,1451,1079,-106,-87
45,45031,45031,2022,2020,2020 - 2022,2,1,1,0.409,0.414,0.024,0.541,0.557,112.421,33,63025,48620,1909,1473,33,66860,51430,2026,1558,-117,-85
45,45029,45029,2022,2020,2020 - 2022,4,2,2,0.349,0.359,0.038,0.572,0.567,36.498,29,38560,29330,1329,1011,29,37625,28695,1297,989,32,22
45,45079,45079,2014,2012,2012 - 2014,29,26,3,0.456,0.459,0.049,0.447,0.471,519.989,144,393705,294035,2734,2041,121,384595,285625,3178,2360,-444,-319
45,45077,45077,2014,2012,2012 - 2014,6,3,3,0.065,0.065,0.033,0.868,0.888,240.909,54,119575,92485,2214,1712,54,119165,92055,2206,1704,8,8
45,45005,45005,2018,2016,2016 - 2018,0,0,0,0.755,0.757,0.015,0.222,0.235,22.581,8,9215,7385,1151,923,8,9590,7610,1198,951,-47,-28
45,45005,45005,2020,2018,2018 - 2020,1,1,0,0.730,0.733,0.034,0.220,0.229,21.539,9,8790,6980,976,775,8,9215,7385,1151,923,-175,-148
45,45063,45063,2020,2018,2018 - 2020,7,2,5,0.147,0.148,0.061,0.745,0.779,422.083,92,295035,218545,3206,2375,95,286315,211175,3013,2222,193,153
45,45063,45063,2018,2016,2016 - 2018,0,0,0,0.145,0.146,0.059,0.753,0.793,409.612,95,286315,211175,3013,2222,95,277700,204135,2923,2148,90,74
45,45063,45063,2016,2014,2014 - 2016,0,0,0,0.143,0.145,0.056,0.760,0.798,397.249,95,277700,204135,2923,2148,95,270265,197115,2844,2074,79,74
45,45005,45005,2022,2020,2020 - 2022,4,1,3,0.719,0.732,0.037,0.222,0.229,19.787,7,8075,6475,1153,925,9,8790,6980,976,775,177,150
45,45007,45007,2014,2012,2012 - 2014,6,5,1,0.163,0.164,0.032,0.781,0.802,265.239,80,189765,142575,2372,1782,76,187230,140000,2463,1842,-91,-60
45,45027,45027,2022,2020,2020 - 2022,1,1,0,0.456,0.464,0.034,0.487,0.489,51.325,19,31165,24880,1640,1309,18,33865,26935,1881,1496,-241,-187
45,45027,45027,2020,2018,2018 - 2020,18,6,12,0.466,0.467,0.032,0.480,0.495,55.772,18,33865,26935,1881,1496,24,34015,26870,1417,1119,464,377
45,45025,45025,2022,2020,2020 - 2022,0,0,0,0.308,0.312,0.049,0.596,0.626,54.488,25,43535,33250,1741,1330,25,45835,34910,1833,1396,-92,-66
45,45025,45025,2020,2018,2018 - 2020,4,3,1,0.305,0.306,0.044,0.602,0.633,57.366,25,45835,34910,1833,1396,23,46025,34640,2001,1506,-168,-110
45,45023,45023,2022,2020,2020 - 2022,2,1,1,0.361,0.37,0.024,0.586,0.597,55.402,21,32170,24855,1531,1183,21,32260,24900,1536,1185,-5,-2
45,45023,45023,2020,2018,2018 - 2020,4,2,2,0.368,0.368,0.021,0.585,0.602,55.557,21,32260,24900,1536,1185,21,32325,24845,1539,1183,-3,2
45,45023,45023,2018,2016,2016 - 2018,0,0,0,0.369,0.369,0.020,0.588,0.606,55.670,21,32325,24845,1539,1183,21,32435,24850,1544,1183,-5,0
45,45021,45021,2016,2014,2014 - 2016,15,7,8,0.200,0.2,0.040,0.733,0.756,143.307,29,56275,42310,1940,1458,30,55705,41490,1856,1383,84,75
45,45019,45019,2016,2014,2014 - 2016,15,6,9,0.281,0.282,0.050,0.637,0.675,414.928,101,380675,293755,3769,2908,104,365675,280400,3516,2696,253,212
45,45073,45073,2014,2012,2012 - 2014,2,1,1,0.075,0.076,0.047,0.856,0.885,119.200,26,74655,57990,2871,2230,26,74040,57080,2847,2195,24,35
45,45063,45063,2014,2012,2012 - 2014,4,4,0,0.143,0.143,0.057,0.764,0.803,386.634,95,270265,197115,2844,2074,91,262425,190030,2883,2088,-39,-14
45,45061,45061,2022,2020,2020 - 2022,4,4,0,0.624,0.63,0.026,0.330,0.337,40.360,23,16555,13160,719,572,19,17145,13740,902,723,-183,-151
45,45061,45061,2020,2018,2018 - 2020,5,1,4,0.635,0.64,0.025,0.325,0.331,41.798,19,17145,13740,902,723,22,17605,13955,800,634,102,89
45,45061,45061,2018,2016,2016 - 2018,0,0,0,0.641,0.656,0.024,0.324,0.327,42.920,22,17605,13955,800,634,22,18190,14245,826,647,-26,-13
45,45061,45061,2016,2014,2014 - 2016,0,0,0,0.627,0.643,0.023,0.331,0.329,44.346,22,18190,14245,826,647,22,18710,14465,850,657,-24,-10
45,45061,45061,2014,2012,2012 - 2014,0,0,0,0.631,0.64,0.020,0.332,0.331,45.614,22,18710,14465,850,657,22,19160,14565,870,662,-20,-5
45,45007,45007,2016,2014,2014 - 2016,3,1,2,0.161,0.163,0.034,0.779,0.799,269.352,79,192710,145055,2439,1836,80,189765,142575,2372,1782,67,54
45,45007,45007,2018,2016,2016 - 2018,0,0,0,0.157,0.158,0.036,0.776,0.798,274.560,79,195995,147930,2480,1872,79,192710,145055,2439,1836,41,36
45,45007,45007,2020,2018,2018 - 2020,37,17,20,0.156,0.158,0.038,0.772,0.793,280.429,76,200185,151560,2634,1994,79,195995,147930,2480,1872,154,122
45,45007,45007,2022,2020,2020 - 2022,7,4,3,0.149,0.154,0.042,0.768,0.784,286.599,77,204590,154685,2657,2008,76,200185,151560,2634,1994,23,14
45,45027,45027,2018,2016,2016 - 2018,0,0,0,0.485,0.488,0.030,0.476,0.493,56.042,24,34015,26870,1417,1119,24,34055,26695,1418,1112,-1,7
45,45045,45045,2014,2012,2012 - 2014,15,7,8,0.181,0.182,0.085,0.698,0.764,594.924,149,467085,334705,3134,2246,150,452930,320805,3019,2138,115,108
45,45045,45045,2016,2014,2014 - 2016,12,7,5,0.181,0.183,0.087,0.694,0.76,614.128,151,482190,347080,3193,2298,149,467085,334705,3134,2246,59,52
45,45045,45045,2018,2016,2016 - 2018,2,1,1,0.179,0.181,0.090,0.688,0.744,634.854,151,498400,359180,3300,2378,151,482190,347080,3193,2298,107,80
45,45045,45045,2020,2018,2018 - 2020,26,10,16,0.175,0.175,0.094,0.682,0.72,656.703,145,516125,374005,3559,2579,151,498400,359180,3300,2378,259,201
45,45045,45045,2022,2020,2020 - 2022,24,9,15,0.171,0.172,0.099,0.676,0.707,672.129,139,528250,384530,3800,2766,145,516125,374005,3559,2579,241,187
45,45047,45047,2014,2012,2012 - 2014,4,4,0,0.306,0.31,0.056,0.608,0.637,153.300,48,69710,51505,1452,1073,44,69530,51150,1580,1162,-128,-89
45,45025,45025,2018,2016,2016 - 2018,0,0,0,0.322,0.323,0.042,0.606,0.63,57.607,23,46025,34640,2001,1506,23,46085,34500,2003,1500,-2,6
45,45023,45023,2014,2012,2012 - 2014,1,1,0,0.374,0.376,0.016,0.590,0.6,56.333,21,32710,24885,1557,1185,20,33030,24955,1651,1247,-94,-62
45,45019,45019,2022,2020,2020 - 2022,10,6,4,0.247,0.254,0.054,0.657,0.674,446.411,99,409840,319010,4139,3222,97,407545,315640,4201,3254,-62,-32
45,45047,45047,2016,2014,2014 - 2016,1,0,1,0.311,0.312,0.058,0.603,0.639,153.673,47,69880,51810,1486,1102,48,69710,51505,1452,1073,34,29
45,45047,45047,2018,2016,2016 - 2018,2,2,0,0.316,0.32,0.060,0.598,0.638,154.522,49,70265,52415,1433,1069,47,69880,51810,1486,1102,-53,-33
45,45047,45047,2020,2018,2018 - 2020,16,6,10,0.322,0.323,0.062,0.595,0.638,155.113,45,70670,53020,1570,1178,49,70265,52415,1433,1069,137,109
45,45047,45047,2022,2020,2020 - 2022,14,9,5,0.315,0.32,0.065,0.592,0.627,152.128,49,69310,52535,1414,1072,45,70670,53020,1570,1178,-156,-106
45,45055,45055,2022,2020,2020 - 2022,2,1,1,0.229,0.234,0.052,0.678,0.695,90.530,31,65780,49555,2121,1598,31,65925,49970,2126,1611,-5,-13
45,45055,45055,2020,2018,2018 - 2020,14,6,8,0.237,0.236,0.047,0.686,0.703,90.729,31,65925,49970,2126,1611,33,64360,48840,1950,1480,176,131
45,45055,45055,2018,2016,2016 - 2018,0,0,0,0.239,0.239,0.042,0.690,0.713,88.593,33,64360,48840,1950,1480,33,63090,47705,1911,1445,39,35
45,45055,45055,2016,2014,2014 - 2016,4,2,2,0.243,0.245,0.041,0.691,0.717,86.834,33,63090,47705,1911,1445,33,62340,46485,1889,1408,22,37
45,45055,45055,2014,2012,2012 - 2014,0,0,0,0.247,0.249,0.040,0.692,0.712,85.802,33,62340,46485,1889,1408,33,61585,45385,1866,1375,23,33
45,45091,45091,2020,2018,2018 - 2020,11,6,5,0.190,0.189,0.057,0.701,0.733,402.161,88,273885,199415,3112,2266,87,258640,189355,2972,2176,140,90
45,45091,45091,2018,2016,2016 - 2018,20,10,10,0.191,0.191,0.053,0.710,0.744,379.977,87,258640,189355,2972,2176,87,245605,179195,2823,2059,149,117
45,45091,45091,2016,2014,2014 - 2016,11,5,6,0.187,0.187,0.050,0.717,0.75,360.815,87,245605,179195,2823,2059,88,235285,170230,2673,1934,150,125
45,45091,45091,2014,2012,2012 - 2014,9,6,3,0.186,0.186,0.047,0.722,0.757,345.657,88,235285,170230,2673,1934,85,226575,163000,2665,1917,8,17
45,45089,45089,2022,2020,2020 - 2022,4,2,2,0.637,0.644,0.029,0.317,0.321,33.056,29,30880,23990,1064,827,29,30810,24045,1062,829,2,-2
45,45089,45089,2014,2012,2012 - 2014,0,0,0,0.655,0.66,0.022,0.314,0.32,35.925,28,33560,25650,1198,916,28,34360,25990,1227,928,-29,-12
45,45087,45087,2022,2020,2020 - 2022,6,3,3,0.290,0.3,0.018,0.643,0.649,52.883,24,27160,21270,1131,886,24,27325,21395,1138,891,-7,-5
45,45087,45087,2020,2018,2018 - 2020,1,1,0,0.300,0.302,0.016,0.643,0.651,53.204,24,27325,21395,1138,891,23,27645,21570,1201,937,-63,-46
45,45087,45087,2016,2014,2014 - 2016,0,0,0,0.309,0.308,0.013,0.654,0.663,54.320,23,27930,21785,1214,947,23,28330,21860,1231,950,-17,-3
45,45087,45087,2014,2012,2012 - 2014,0,0,0,0.309,0.308,0.011,0.658,0.664,55.098,23,28330,21860,1231,950,23,28805,22150,1252,963,-21,-13
45,45083,45083,2022,2020,2020 - 2022,16,7,9,0.202,0.203,0.076,0.674,0.705,408.373,95,330120,242910,3474,2556,97,313790,230890,3234,2380,240,176
45,45083,45083,2016,2014,2014 - 2016,15,6,9,0.205,0.207,0.063,0.692,0.732,364.166,93,294230,214820,3163,2309,96,288730,209030,3007,2177,156,132
45,45083,45083,2014,2012,2012 - 2014,1,0,1,0.204,0.207,0.061,0.696,0.731,357.356,96,288730,209030,3007,2177,97,284540,205065,2933,2114,74,63
45,45081,45081,2022,2020,2020 - 2022,8,3,5,0.233,0.245,0.161,0.586,0.622,41.859,10,18950,13920,1895,1392,12,20290,14770,1690,1230,205,162
45,45049,45049,2014,2012,2012 - 2014,0,0,0,0.536,0.537,0.038,0.413,0.426,36.918,15,20670,15585,1378,1039,15,20985,15650,1399,1043,-21,-4
45,45049,45049,2016,2014,2014 - 2016,0,0,0,0.555,0.553,0.022,0.411,0.425,36.248,15,20295,15525,1353,1035,15,20670,15585,1378,1039,-25,-4
45,45049,45049,2018,2016,2016 - 2018,0,0,0,0.537,0.534,0.040,0.409,0.427,35.368,15,19805,15165,1320,1011,15,20295,15525,1353,1035,-33,-24
45,45049,45049,2020,2018,2018 - 2020,1,1,0,0.531,0.526,0.039,0.412,0.418,34.332,16,19225,14765,1201,922,15,19805,15165,1320,1011,-119,-89
45,45049,45049,2022,2020,2020 - 2022,3,1,2,0.527,0.528,0.049,0.404,0.412,33.734,15,18890,14530,1259,968,16,19225,14765,1201,922,58,46
45,45051,45051,2014,2012,2012 - 2014,7,4,3,0.136,0.138,0.061,0.773,0.803,249.823,118,283280,215985,2400,1830,117,270945,205305,2315,1754,85,76
45,45051,45051,2016,2014,2014 - 2016,9,5,4,0.135,0.137,0.060,0.774,0.809,264.939,119,300420,231840,2524,1948,118,283280,215985,2400,1830,124,118
45,45051,45051,2018,2016,2016 - 2018,6,4,2,0.136,0.137,0.060,0.774,0.808,283.073,121,320915,250830,2652,2072,119,300420,231840,2524,1948,128,124
45,45051,45051,2020,2018,2018 - 2020,15,7,8,0.130,0.13,0.061,0.775,0.808,303.700,120,344185,270875,2868,2257,121,320915,250830,2652,2072,216,185
45,45053,45053,2014,2012,2012 - 2014,3,2,1,0.447,0.449,0.143,0.395,0.472,39.736,15,26040,18195,1736,1213,14,24790,16840,1770,1202,-34,11
45,45053,45053,2016,2014,2014 - 2016,1,0,1,0.438,0.441,0.134,0.411,0.508,41.484,14,27185,19485,1941,1391,15,26040,18195,1736,1213,205,178
45,45011,45011,2014,2012,2012 - 2014,0,0,0,0.445,0.448,0.022,0.516,0.519,40.638,10,22285,16530,2228,1653,10,22525,16630,2252,1663,-24,-10
45,45011,45011,2018,2016,2016 - 2018,0,0,0,0.456,0.457,0.024,0.511,0.508,39.343,8,21575,16100,2696,2012,8,21915,16320,2739,2040,-43,-28
45,45009,45009,2014,2012,2012 - 2014,0,0,0,0.624,0.624,0.012,0.357,0.359,39.785,12,15650,12220,1304,1018,12,15940,12305,1328,1025,-24,-7
45,45009,45009,2016,2014,2014 - 2016,0,0,0,0.626,0.626,0.011,0.356,0.359,38.272,12,15055,11855,1254,987,12,15650,12220,1304,1018,-50,-31
45,45009,45009,2018,2016,2016 - 2018,0,0,0,0.611,0.611,0.020,0.359,0.362,37.115,12,14600,11515,1216,959,12,15055,11855,1254,987,-38,-28
45,45087,45087,2018,2016,2016 - 2018,0,0,0,0.310,0.314,0.014,0.648,0.653,53.766,23,27645,21570,1201,937,23,27930,21785,1214,947,-13,-10
45,45071,45071,2014,2012,2012 - 2014,0,0,0,0.303,0.303,0.073,0.604,0.615,59.670,29,37595,27750,1296,956,29,37430,27355,1290,943,6,13
45,45085,45085,2020,2018,2018 - 2020,12,5,7,0.468,0.469,0.041,0.450,0.466,160.395,41,106675,79940,2601,1949,43,106995,79255,2488,1843,113,106
45,45071,45071,2016,2014,2014 - 2016,0,0,0,0.307,0.307,0.073,0.601,0.625,59.916,29,37750,28055,1301,967,29,37595,27750,1296,956,5,11
45,45017,45017,2016,2014,2014 - 2016,0,0,0,0.418,0.419,0.035,0.535,0.545,39.053,12,14885,11640,1240,970,12,15030,11680,1252,973,-12,-3
45,45015,45015,2016,2014,2014 - 2016,8,7,1,0.242,0.243,0.061,0.642,0.673,181.158,53,199080,145580,3756,2746,47,188835,136820,4017,2911,-261,-165
45,45013,45013,2016,2014,2014 - 2016,10,5,5,0.182,0.184,0.113,0.673,0.74,304.226,56,175315,131055,3130,2340,56,168455,123860,3008,2211,122,129
45,45081,45081,2020,2018,2018 - 2020,12,5,7,0.244,0.246,0.154,0.586,0.654,44.819,12,20290,14770,1690,1230,14,20300,14430,1450,1030,240,200
45,45089,45089,2020,2018,2018 - 2020,6,4,2,0.643,0.644,0.023,0.315,0.32,32.981,29,30810,24045,1062,829,27,31795,24650,1177,912,-115,-83
45,45089,45089,2018,2016,2016 - 2018,0,0,0,0.646,0.647,0.023,0.312,0.32,34.036,27,31795,24650,1177,912,27,32815,25370,1215,939,-38,-27
45,45089,45089,2016,2014,2014 - 2016,1,0,1,0.651,0.655,0.023,0.313,0.321,35.128,27,32815,25370,1215,939,28,33560,25650,1198,916,17,23
45,45051,45051,2022,2020,2020 - 2022,5,3,2,0.123,0.127,0.063,0.776,0.8,314.678,121,356580,283865,2946,2345,120,344185,270875,2868,2257,78,88
45,45077,45077,2016,2014,2014 - 2016,12,6,6,0.065,0.065,0.034,0.865,0.887,243.216,54,120720,93845,2235,1737,54,119575,92485,2214,1712,21,25
45,45071,45071,2022,2020,2020 - 2022,0,0,0,0.301,0.307,0.081,0.604,0.619,60.161,30,37920,28495,1264,949,30,38330,28625,1277,954,-13,-5
45,45085,45085,2018,2016,2016 - 2018,2,1,1,0.470,0.47,0.039,0.455,0.48,160.876,43,106995,79255,2488,1843,43,107680,79140,2504,1840,-16,3
45,45085,45085,2016,2014,2014 - 2016,0,0,0,0.466,0.467,0.037,0.461,0.486,161.906,43,107680,79140,2504,1840,43,107780,78810,2506,1832,-2,8
45,45085,45085,2014,2012,2012 - 2014,1,0,1,0.463,0.465,0.035,0.467,0.489,162.057,43,107780,78810,2506,1832,44,107280,77860,2438,1769,68,63
45,45083,45083,2018,2016,2016 - 2018,6,5,1,0.203,0.204,0.067,0.687,0.734,374.122,97,302195,222050,3115,2289,93,294230,214820,3163,2309,-48,-20
45,45081,45081,2018,2016,2016 - 2018,0,0,0,0.250,0.252,0.156,0.580,0.651,44.822,14,20300,14430,1450,1030,14,20115,14055,1436,1003,14,27
45,45081,45081,2016,2014,2014 - 2016,0,0,0,0.254,0.256,0.149,0.582,0.635,44.426,14,20115,14055,1436,1003,14,19975,13750,1426,982,10,21
45,45081,45081,2014,2012,2012 - 2014,0,0,0,0.261,0.263,0.146,0.582,0.63,44.117,14,19975,13750,1426,982,14,19760,13725,1411,980,15,2
45,45079,45079,2022,2020,2020 - 2022,29,11,18,0.473,0.473,0.054,0.411,0.431,549.526,133,416160,315795,3129,2374,140,414660,314265,2961,2244,168,130
45,45079,45079,2020,2018,2018 - 2020,23,11,12,0.471,0.474,0.053,0.420,0.44,547.566,140,414660,314265,2961,2244,141,408265,309105,2895,2192,66,52
45,45075,45075,2022,2020,2020 - 2022,4,3,1,0.614,0.618,0.025,0.332,0.35,76.068,47,84160,65480,1790,1393,45,86955,67380,1932,1497,-142,-104
45,45075,45075,2020,2018,2018 - 2020,1,1,0,0.614,0.616,0.023,0.333,0.348,78.594,45,86955,67380,1932,1497,44,88455,67775,2010,1540,-78,-43
45,45075,45075,2018,2016,2016 - 2018,0,0,0,0.614,0.616,0.022,0.333,0.344,79.953,44,88455,67775,2010,1540,44,89730,68330,2039,1552,-29,-12
45,45075,45075,2016,2014,2014 - 2016,2,1,1,0.618,0.619,0.020,0.335,0.343,81.126,44,89730,68330,2039,1552,44,91260,69455,2074,1578,-35,-26
45,45075,45075,2014,2012,2012 - 2014,0,0,0,0.621,0.621,0.020,0.337,0.344,82.509,44,91260,69455,2074,1578,44,92230,69880,2096,1588,-22,-10
45,45009,45009,2020,2018,2018 - 2020,1,1,0,0.590,0.591,0.021,0.361,0.367,36.188,13,14235,11160,1095,858,12,14600,11515,1216,959,-121,-101
45,45083,45083,2020,2018,2018 - 2020,14,7,7,0.199,0.199,0.070,0.681,0.717,388.175,97,313790,230890,3234,2380,97,302195,222050,3115,2289,119,91
45,45073,45073,2022,2020,2020 - 2022,0,0,0,0.067,0.071,0.058,0.841,0.858,125.725,26,78775,62065,3029,2387,26,78315,61500,3012,2365,17,22
45,45073,45073,2020,2018,2018 - 2020,7,4,3,0.071,0.071,0.055,0.844,0.871,124.993,26,78315,61500,3012,2365,25,76695,59900,3067,2396,-55,-31
45,45073,45073,2018,2016,2016 - 2018,1,0,1,0.070,0.071,0.053,0.846,0.878,122.429,25,76695,59900,3067,2396,26,75375,58730,2899,2258,168,138
45,45057,45057,2022,2020,2020 - 2022,8,4,4,0.197,0.201,0.063,0.696,0.73,177.774,36,97610,74020,2711,2056,36,95380,72095,2649,2002,62,54
45,45057,45057,2020,2018,2018 - 2020,10,5,5,0.206,0.209,0.056,0.702,0.739,173.712,36,95380,72095,2649,2002,36,89545,68545,2487,1904,162,98
45,45063,45063,2022,2020,2020 - 2022,5,4,1,0.150,0.149,0.065,0.735,0.761,423.366,95,295935,220480,3115,2320,92,295035,218545,3206,2375,-91,-55
45,45057,45057,2018,2016,2016 - 2018,1,1,0,0.212,0.214,0.052,0.702,0.738,163.085,36,89545,68545,2487,1904,35,83705,63600,2391,1817,96,87
45,45057,45057,2016,2014,2014 - 2016,7,6,1,0.224,0.224,0.049,0.704,0.733,152.424,35,83705,63600,2391,1817,30,79515,60350,2650,2011,-259,-194
45,45057,45057,2014,2012,2012 - 2014,0,0,0,0.232,0.232,0.048,0.701,0.74,144.794,30,79515,60350,2650,2011,30,76365,57560,2545,1918,105,93
45,45037,45037,2022,2020,2020 - 2022,2,1,1,0.326,0.342,0.069,0.572,0.6,52.287,12,26180,20585,2181,1715,12,27020,21375,2251,1781,-70,-66
45,45037,45037,2020,2018,2018 - 2020,5,3,2,0.349,0.35,0.061,0.570,0.605,53.963,12,27020,21375,2251,1781,11,26770,21040,2433,1912,-182,-131
45,45037,45037,2016,2014,2014 - 2016,0,0,0,0.367,0.368,0.057,0.563,0.59,52.738,11,26390,20430,2399,1857,11,26575,20265,2415,1842,-16,15
45,45037,45037,2014,2012,2012 - 2014,1,1,0,0.367,0.367,0.055,0.563,0.596,53.108,11,26575,20265,2415,1842,10,26765,20200,2676,2020,-261,-178
45,45035,45035,2020,2018,2018 - 2020,6,3,3,0.250,0.252,0.056,0.640,0.665,283.700,35,161310,117660,4608,3361,35,155475,113700,4442,3248,166,113
45,45035,45035,2018,2016,2016 - 2018,1,0,1,0.252,0.254,0.052,0.647,0.678,273.438,35,155475,113700,4442,3248,36,148515,107585,4125,2988,317,260
45,45035,45035,2016,2014,2014 - 2016,4,1,3,0.250,0.253,0.049,0.651,0.681,259.074,36,148515,107585,4125,2988,38,142770,102420,3757,2695,368,293
45,45069,45069,2016,2014,2014 - 2016,0,0,0,0.506,0.507,0.033,0.393,0.41,57.746,15,27700,21490,1846,1432,15,28295,21895,1886,1459,-40,-27
45,45067,45067,2018,2016,2016 - 2018,0,0,0,0.566,0.568,0.028,0.387,0.397,64.506,16,31560,23795,1972,1487,16,31975,23915,1998,1494,-26,-7
