pollid,location_name_clean,r3latitude,r3longitude,state,base_year,change_year,geom,change_type
0101000020E61000006891ED7C3F8556C06666666666364040,RIDGELAND RECREATION CENTER,32.425,-90.082,MS,2014,2012 - 2014,0101000020E61000006891ED7C3F8556C06666666666364040,added
0101000020E61000009EEFA7C64B8756C04260E5D0223B4040,FIRST BAPTIST MADISON,32.462,-90.114,MS,2014,2012 - 2014,0101000020E61000009EEFA7C64B8756C04260E5D0223B4040,added
0101000020E6100000EC51B81E85B356C05A643BDF4F3D4040,REDWOOD ELEMENTARY SCHOOL,32.479,-90.805,MS,2014,2012 - 2014,0101000020E6100000EC51B81E85B356C05A643BDF4F3D4040,added
0101000020E6100000E17A14AE478956C03D0AD7A3703D4040,PARKWAY,32.480,-90.145,MS,2014,2012 - 2014,0101000020E6100000E17A14AE478956C03D0AD7A3703D4040,added
0101000020E6100000EC51B81E858B56C0560E2DB29D3F4040,CHINA GROVE CHURCH,32.497,-90.180,MS,2014,2012 - 2014,0101000020E6100000EC51B81E858B56C0560E2DB29D3F4040,added
0101000020E6100000FED478E9262156C052B81E85EB414040,FIRST BAPTIST CHURCH OF LAUDERDALE,32.515,-88.518,MS,2014,2012 - 2014,0101000020E6100000FED478E9262156C052B81E85EB414040,added
0101000020E61000007B14AE47E18256C01904560E2D424040,GRACE CROSSING,32.517,-90.045,MS,2014,2012 - 2014,0101000020E61000007B14AE47E18256C01904560E2D424040,added
0101000020E6100000E17A14AE478956C083C0CAA145464040,LAKE CAROLINE CLUBHOUSE,32.549,-90.145,MS,2014,2012 - 2014,0101000020E6100000E17A14AE478956C083C0CAA145464040,added
0101000020E6100000643BDF4F8D4756C0F0A7C64B37494040,LIBRARY,32.572,-89.118,MS,2014,2012 - 2014,0101000020E6100000643BDF4F8D4756C0F0A7C64B37494040,added
0101000020E610000025068195438356C091ED7C3F354E4040,GREATER MT LEVI FULL GOSPEL BAPTIST CHURCH,32.611,-90.051,MS,2014,2012 - 2014,0101000020E610000025068195438356C091ED7C3F354E4040,added
0101000020E6100000AC1C5A643BB756C0713D0AD7A3504040,VALLEY PARK COMMUNITY,32.630,-90.863,MS,2014,2012 - 2014,0101000020E6100000AC1C5A643BB756C0713D0AD7A3504040,added
0101000020E6100000560E2DB29D9756C08B6CE7FBA9514040,116 PRITCHARD AVE.,32.638,-90.369,MS,2014,2012 - 2014,0101000020E6100000560E2DB29D9756C08B6CE7FBA9514040,added
0101000020E61000008FC2F5285C9756C01904560E2D524040,BENTONIA TOWN HALL,32.642,-90.365,MS,2014,2012 - 2014,0101000020E61000008FC2F5285C9756C01904560E2D524040,added
0101000020E6100000986E1283C0A256C0D9CEF753E3554040,SATARTIA,32.671,-90.543,MS,2014,2012 - 2014,0101000020E6100000986E1283C0A256C0D9CEF753E3554040,added
