"state","census_tract","year","polling_locations_total","polling_locations_removed_since_last_general","polling_locations_added_since_last_general","est_total_population","population_density","percentage_race_white","percentage_race_black_african_american"
"SC","Census Tract 24.02",2018,2,0,0,7896,436,"0.923","0.026"
"SC","Census Tract 24.03",2018,1,0,0,4601,166,"0.96","0.013"
"SC","Census Tract 24.04",2018,1,0,0,3441,56,"0.967","0.017"
"SC","Census Tract 25.03",2018,3,0,0,10486,1321,"0.764","0.109"
"SC","Census Tract 25.04",2018,1,0,0,1777,2136,"0.669","0.27"
"SC","Census Tract 25.05",2018,1,0,0,3619,2670,"0.778","0.149"
"SC","Census Tract 25.06",2018,2,0,0,3691,840,"0.928","0.052"
"SC","Census Tract 25.07",2018,2,0,0,4901,1462,"0.823","0.117"
"SC","Census Tract 26.02",2018,2,0,0,4508,2879,"0.768","0.136"
"SC","Census Tract 26.04",2018,1,0,0,5844,1460,"0.707","0.236"
"SC","Census Tract 26.06",2018,1,0,0,5845,576,"0.871","0.097"
"SC","Census Tract 26.08",2018,1,0,0,9133,2326,"0.79","0.069"
"SC","Census Tract 26.09",2018,4,0,0,6270,2943,"0.914","0.069"
"SC","Census Tract 26.10",2018,0,0,0,3115,1951,"0.746","0.174"
"SC","Census Tract 26.11",2018,4,0,0,5195,765,"0.787","0.112"
"SC","Census Tract 27.01",2018,2,0,0,4221,363,"0.949","0.015"
"SC","Census Tract 27.02",2018,4,0,0,7243,1159,"0.908","0.072"
"SC","Census Tract 28.03",2018,2,0,0,8546,2914,"0.822","0.036"
"SC","Census Tract 28.04",2018,1,0,0,2119,1908,"0.947","0.021"
"SC","Census Tract 28.05",2018,1,0,0,5039,1393,"0.761","0.119"
"SC","Census Tract 28.08",2018,4,0,0,8230,1180,"0.698","0.159"
"SC","Census Tract 28.11",2018,2,0,0,8965,1953,"0.738","0.154"
"SC","Census Tract 28.12",2018,2,0,0,7283,1872,"0.764","0.089"
"SC","Census Tract 28.13",2018,1,0,0,4436,1393,"0.883","0.053"
"SC","Census Tract 28.14",2018,2,0,0,6502,1474,"0.796","0.098"
"SC","Census Tract 28.15",2018,1,0,0,6095,2390,"0.886","0.031"
"SC","Census Tract 28.16",2018,2,0,0,11847,1864,"0.812","0.092"
"SC","Census Tract 29.01",2018,2,0,0,6609,1156,"0.506","0.386"
"SC","Census Tract 29.03",2018,3,0,0,8024,2113,"0.629","0.286"
"SC","Census Tract 29.04",2018,1,0,0,5362,1365,"0.616","0.284"
"SC","Census Tract 29.05",2018,1,0,0,4964,1605,"0.695","0.25"
"SC","Census Tract 30.05",2018,0,0,0,2785,935,"0.648","0.254"
"SC","Census Tract 30.08",2018,4,0,0,6728,1669,"0.841","0.073"
"SC","Census Tract 30.09",2018,2,0,0,8157,558,"0.893","0.083"
"SC","Census Tract 30.10",2018,2,0,0,7457,1502,"0.732","0.196"
"SC","Census Tract 30.11",2018,3,0,0,5714,1498,"0.769","0.183"
"SC","Census Tract 30.12",2018,1,0,0,5616,3805,"0.798","0.124"
"SC","Census Tract 30.13",2018,2,0,0,6882,1729,"0.726","0.24"
"SC","Census Tract 30.14",2018,2,0,0,5631,1136,"0.81","0.138"
"SC","Census Tract 30.15",2018,5,0,0,9827,1172,"0.794","0.167"
"SC","Census Tract 31.01",2018,2,0,0,8283,1204,"0.619","0.308"
"SC","Census Tract 31.03",2018,0,0,0,2991,239,"0.775","0.193"
"SC","Census Tract 31.04",2018,1,0,0,2238,132,"0.884","0.051"
"SC","Census Tract 32.01",2018,2,0,0,5833,174,"0.803","0.171"
"SC","Census Tract 32.02",2018,1,0,0,3384,61,"0.934","0.04"
"SC","Census Tract 33.01",2018,1,0,0,7173,406,"0.726","0.222"
"SC","Census Tract 33.03",2018,2,0,0,5568,278,"0.521","0.371"
"SC","Census Tract 33.04",2018,1,0,0,6635,529,"0.56","0.391"
"SC","Census Tract 34.01",2018,2,0,0,1238,225,"0.39","0.508"
"SC","Census Tract 35",2018,1,0,0,2447,361,"0.528","0.377"
"SC","Census Tract 36.01",2018,1,0,0,5849,1060,"0.581","0.304"
"SC","Census Tract 36.02",2018,1,0,0,2757,873,"0.298","0.524"
"SC","Census Tract 37.01",2018,2,0,0,5617,502,"0.758","0.193"
"SC","Census Tract 37.04",2018,1,0,0,4386,3858,"0.606","0.233"
"SC","Census Tract 37.05",2018,1,0,0,1749,710,"0.812","0.077"
"SC","Census Tract 37.06",2018,1,0,0,3759,2232,"0.736","0.144"
"SC","Census Tract 37.07",2018,0,0,0,3380,2171,"0.703","0.246"
"SC","Census Tract 38.01",2018,4,0,0,7209,1477,"0.867","0.053"
"SC","Census Tract 38.02",2018,3,0,0,4606,826,"0.809","0.154"
"SC","Census Tract 39.02",2018,1,0,0,4082,281,"0.934","0.049"
"SC","Census Tract 39.03",2018,1,0,0,4565,227,"0.893","0.065"
"SC","Census Tract 39.04",2018,2,0,0,6700,598,"0.815","0.174"
"SC","Census Tract 40.01",2018,2,0,0,3383,226,"0.946","0.019"
"SC","Census Tract 40.02",2018,1,0,0,5718,81,"0.883","0.05"
"SC","Census Tract 41.01",2018,2,0,0,3639,193,"0.921","0.041"
"SC","Census Tract 41.02",2018,0,0,0,895,13,"0.969","0"
"SC","Census Tract 42",2018,2,0,0,2311,2382,"0.855","0.113"
"SC","Census Tract 43",2018,2,0,0,4184,3380,"0.261","0.702"
"SC","Census Tract 44",2018,0,0,0,2023,939,"0.691","0.269"
"SC","Census Tract 9701.01",2018,2,0,0,3779,115,"0.706","0.289"
"SC","Census Tract 9701.02",2018,4,0,0,4824,97,"0.658","0.279"
"SC","Census Tract 9702.01",2018,2,0,0,4127,196,"0.776","0.174"
"SC","Census Tract 9702.02",2018,6,0,0,7339,1693,"0.645","0.244"
"SC","Census Tract 9703.01",2018,3,0,0,5001,1383,"0.732","0.214"
"SC","Census Tract 9703.02",2018,5,0,0,5973,568,"0.803","0.177"
"SC","Census Tract 9704",2018,5,0,2,5819,425,"0.724","0.266"
"SC","Census Tract 9705",2018,2,0,0,5252,3346,"0.226","0.712"
"SC","Census Tract 9706",2018,7,0,0,8214,255,"0.581","0.39"
"SC","Census Tract 9707.01",2018,1,0,0,2437,70,"0.826","0.159"
"SC","Census Tract 9707.02",2018,4,0,0,4890,108,"0.693","0.303"
"SC","Census Tract 9708",2018,5,0,0,8756,289,"0.474","0.489"
"SC","Census Tract 9709",2018,2,0,0,1952,22,"0.622","0.298"
"SC","Census Tract 9710",2018,1,0,0,1901,22,"0.878","0.108"
"SC","Census Tract 9201",2018,1,0,0,2580,35,"0.766","0.226"
"SC","Census Tract 9202",2018,5,0,0,6434,59,"0.528","0.44"
"SC","Census Tract 9203",2018,1,0,0,2300,31,"0.312","0.656"
"SC","Census Tract 9204",2018,5,0,0,6477,39,"0.305","0.644"
"SC","Census Tract 9205",2018,3,0,0,2016,15,"0.196","0.733"
"SC","Census Tract 101",2018,4,0,0,3245,25,"0.735","0.252"
"SC","Census Tract 201",2018,3,2,2,3374,57,"0.826","0.142"
"SC","Census Tract 202",2018,5,0,0,5925,179,"0.562","0.412"
"SC","Census Tract 203",2018,3,0,0,7827,89,"0.665","0.305"
"SC","Census Tract 301.01",2018,0,0,0,693,45,"0.491","0.509"
"SC","Census Tract 301.02",2018,3,0,0,3145,78,"0.708","0.263"
"SC","Census Tract 301.03",2018,2,0,0,3561,112,"0.716","0.267"
"SC","Census Tract 401.01",2018,1,0,0,5506,370,"0.855","0.139"
"SC","Census Tract 401.02",2018,2,0,0,5621,786,"0.801","0.192"
"SC","Census Tract 401.03",2018,1,0,0,5750,898,"0.813","0.066"
"SC","Census Tract 401.04",2018,1,0,0,2765,364,"0.856","0.138"
"SC","Census Tract 401.05",2018,2,0,0,2426,1185,"0.966","0.007"
"SC","Census Tract 402",2018,2,0,0,4083,419,"0.853","0.127"
"SC","Census Tract 403",2018,4,0,0,3920,1095,"0.926","0.053"
"SC","Census Tract 404",2018,1,0,0,4154,1477,"0.878","0.039"
"SC","Census Tract 405",2018,4,0,0,3831,900,"0.878","0.101"
"SC","Census Tract 501.02",2018,2,0,0,4008,876,"0.952","0.029"
"SC","Census Tract 502",2018,0,0,0,1833,1082,"0.984","0.003"
"SC","Census Tract 503.03",2018,2,0,0,2661,1076,"0.955","0.024"
"SC","Census Tract 504.01",2018,1,0,0,2828,3263,"0.809","0.161"
"SC","Census Tract 504.02",2018,0,0,0,2431,1583,"0.926","0.009"
"SC","Census Tract 505",2018,2,0,0,4895,1712,"0.812","0.068"
"SC","Census Tract 506",2018,2,0,0,5074,2203,"0.455","0.444"
"SC","Census Tract 507",2018,1,0,0,1331,2407,"0.647","0.263"
"SC","Census Tract 509",2018,3,0,0,6960,1685,"0.746","0.163"
"SC","Census Tract 510",2018,1,0,0,5153,1707,"0.849","0.043"
"SC","Census Tract 512.01",2018,1,0,0,1797,2256,"0.918","0.009"
"SC","Census Tract 512.02",2018,0,0,0,2445,2994,"0.954","0"
"SC","Census Tract 513.01",2018,0,0,0,1334,1990,"1","0"
"SC","Census Tract 513.02",2018,3,0,0,2640,1726,"0.929","0"
"SC","Census Tract 514.03",2018,1,0,0,5355,1147,"0.886","0.013"
"SC","Census Tract 514.04",2018,2,0,0,4918,3111,"0.812","0.081"
"SC","Census Tract 514.05",2018,1,0,0,3778,1751,"0.846","0.038"
"SC","Census Tract 514.06",2018,1,0,0,3546,2490,"0.958","0.027"
"SC","Census Tract 515.01",2018,1,0,0,4107,2841,"0.812","0.079"
"SC","Census Tract 515.02",2018,1,0,1,9716,3075,"0.812","0.127"
"SC","Census Tract 515.03",2018,1,0,1,4635,2475,"0.713","0.049"
"SC","Census Tract 516.01",2018,4,0,0,10434,890,"0.82","0.065"
"SC","Census Tract 516.03",2018,0,0,0,5192,617,"0.876","0.07"
"SC","Census Tract 516.04",2018,2,0,0,10880,1096,"0.942","0.035"
"SC","Census Tract 516.05",2018,3,0,0,7096,1349,"0.905","0.071"
"SC","Census Tract 517",2018,0,0,0,1683,620,"0.935","0.025"
"SC","Census Tract 601.01",2018,1,0,0,4291,337,"0.746","0.152"
"SC","Census Tract 601.02",2018,0,0,0,3041,515,"0.841","0.05"
"SC","Census Tract 602.03",2018,0,0,0,7834,814,"0.878","0.064"
"SC","Census Tract 602.04",2018,3,0,0,7976,1460,"0.862","0.081"
"SC","Census Tract 602.06",2018,2,0,0,8219,1437,"0.8","0.142"
"SC","Census Tract 602.07",2018,1,0,0,6413,1384,"0.89","0.039"
"SC","Census Tract 602.08",2018,1,0,0,3949,821,"0.85","0.093"
"SC","Census Tract 602.09",2018,3,0,0,6936,1221,"0.849","0.107"
"SC","Census Tract 603.01",2018,2,0,0,4563,152,"0.638","0.323"
"SC","Census Tract 603.03",2018,1,0,0,2488,226,"0.957","0.016"
"SC","Census Tract 603.08",2018,2,0,0,6175,121,"0.726","0.234"
"SC","Census Tract 604.03",2018,1,0,0,2837,550,"0.852","0.131"
"SC","Census Tract 604.04",2018,1,0,0,2214,358,"0.857","0.11"
"SC","Census Tract 604.05",2018,2,0,0,7516,2687,"0.742","0.242"
"SC","Census Tract 604.06",2018,2,0,0,6491,870,"0.828","0.129"
"SC","Census Tract 701.01",2018,1,0,0,5029,154,"0.856","0.104"
"SC","Census Tract 701.02",2018,2,0,0,3116,90,"0.895","0.033"
"SC","Census Tract 702",2018,4,0,0,3131,1130,"0.847","0.099"
"SC","Census Tract 703",2018,1,0,0,4461,1336,"0.512","0.433"
"SC","Census Tract 704",2018,2,0,0,5742,781,"0.389","0.58"
"SC","Census Tract 705",2018,1,0,0,3702,962,"0.633","0.362"
"SC","Census Tract 706.01",2018,2,0,0,4411,112,"0.888","0.066"
"SC","Census Tract 706.02",2018,3,0,0,4594,68,"0.659","0.281"
"SC","Census Tract 707.01",2018,3,0,0,6628,165,"0.823","0.16"
"SC","Census Tract 707.02",2018,1,0,0,5745,246,"0.707","0.192"
"SC","Census Tract 801.01",2018,3,0,0,3617,58,"0.906","0.039"
"SC","Census Tract 801.02",2018,4,0,0,2671,116,"0.876","0.094"
"SC","Census Tract 802",2018,2,0,0,4471,54,"0.969","0.027"
"SC","Census Tract 9801",2018,0,0,0,98,38,"1","0"
"SC","Census Tract 9901",2018,0,0,0,0,0,"0","0"
"SC","Census Tract 9501",2018,5,1,1,4798,19,"0.514","0.444"
"SC","Census Tract 9502.01",2018,3,0,0,6130,68,"0.715","0.261"
"SC","Census Tract 9502.02",2018,4,0,0,8216,80,"0.363","0.618"
"SC","Census Tract 9503",2018,3,0,0,8756,42,"0.542","0.366"
"SC","Census Tract 9901",2018,0,0,0,0,0,"0","0"
"SC","Census Tract 9701",2018,1,0,0,2156,23,"0.482","0.491"
"SC","Census Tract 9702",2018,2,0,0,2593,26,"0.893","0.053"
"SC","Census Tract 9703",2018,3,0,0,2093,18,"0.809","0.171"
"SC","Census Tract 9704.01",2018,2,0,0,4826,74,"0.85","0.146"
"SC","Census Tract 9704.02",2018,2,0,0,3241,603,"0.757","0.234"
"SC","Census Tract 9704.03",2018,0,0,0,2475,342,"0.731","0.187"
"SC","Census Tract 9705",2018,3,0,0,5775,193,"0.726","0.233"
"SC","Census Tract 9706.01",2018,3,0,0,5675,364,"0.673","0.264"
"SC","Census Tract 9706.02",2018,1,0,0,4673,44,"0.744","0.19"
"SC","Census Tract 9707",2018,2,0,0,2760,43,"0.717","0.266"
"SC","Census Tract 9708",2018,6,0,0,5968,330,"0.433","0.504"
"SC","Census Tract 9709.02",2018,1,0,0,3114,59,"0.789","0.162"
"SC","Census Tract 9709.03",2018,2,0,0,6722,334,"0.781","0.158"
"SC","Census Tract 9709.04",2018,4,0,0,9589,461,"0.668","0.265"
"SC","Census Tract 9709.05",2018,1,0,0,2701,414,"0.847","0.131"
"SC","Census Tract 101",2018,1,0,0,4522,61,"0.935","0.032"
"SC","Census Tract 102",2018,3,0,0,8596,88,"0.728","0.251"
"SC","Census Tract 103",2018,3,0,0,5554,39,"0.62","0.317"
"SC","Census Tract 104",2018,1,0,0,2398,85,"0.622","0.362"
"SC","Census Tract 105",2018,2,0,0,4862,597,"0.595","0.329"
"SC","Census Tract 106",2018,2,0,0,6185,586,"0.627","0.345"
"SC","Census Tract 107",2018,2,0,0,3994,1703,"0.086","0.881"
"SC","Census Tract 108",2018,1,0,0,2726,1627,"0.554","0.425"
"SC","Census Tract 109",2018,2,0,1,3560,543,"0.792","0.174"
"SC","Census Tract 110.01",2018,3,0,0,4954,186,"0.742","0.255"
"SC","Census Tract 110.02",2018,3,0,0,4813,142,"0.851","0.144"
"SC","Census Tract 111",2018,2,0,0,5569,108,"0.7","0.265"
"SC","Census Tract 112.01",2018,4,0,0,15562,858,"0.833","0.081"
"SC","Census Tract 112.02",2018,7,0,0,16251,338,"0.9","0.033"
"SC","Census Tract 9201.01",2018,2,0,0,7549,161,"0.688","0.222"
"SC","Census Tract 9201.02",2018,2,0,0,1532,78,"0.828","0.154"
"SC","Census Tract 9201.03",2018,2,0,0,4166,105,"0.694","0.257"
"SC","Census Tract 9201.04",2018,1,0,0,3757,146,"0.868","0.063"
"SC","Census Tract 9202.01",2018,3,0,0,3107,59,"0.907","0.043"
"SC","Census Tract 9202.02",2018,3,0,0,3064,56,"0.98","0"
"SC","Census Tract 9203.01",2018,4,0,0,3681,91,"0.701","0.279"
"SC","Census Tract 9203.02",2018,2,1,1,4739,118,"0.497","0.439"
"SC","Census Tract 9204",2018,5,0,0,4801,966,"0.607","0.349"
"SC","Census Tract 9205.01",2018,1,0,0,1572,32,"0.707","0.264"
"SC","Census Tract 9205.02",2018,2,0,0,5854,206,"0.616","0.266"
"SC","Census Tract 9206",2018,2,0,0,4252,37,"0.729","0.265"
"SC","Census Tract 9207",2018,2,0,1,4718,416,"0.392","0.525"
"SC","Census Tract 9208",2018,2,0,0,5828,291,"0.798","0.177"
"SC","Census Tract 9209",2018,1,1,0,2406,48,"0.908","0.076"
"SC","Census Tract 9210.01",2018,2,0,0,3022,57,"0.698","0.282"
"SC","Census Tract 9210.02",2018,1,0,0,2662,45,"0.695","0.264"
"SC","Census Tract 9201",2018,1,0,0,1305,23,"0.621","0.379"
"SC","Census Tract 9202",2018,6,0,0,4794,53,"0.409","0.562"
"SC","Census Tract 9203.01",2018,0,0,0,0,0,"0","0"
"SC","Census Tract 9203.02",2018,4,0,0,5022,88,"0.172","0.819"
"SC","Census Tract 9204",2018,6,0,0,3521,39,"0.439","0.542"
"SC","Census Tract 9205",2018,2,0,0,1562,34,"0.259","0.728"
"SC","Census Tract 9206",2018,3,0,0,1402,20,"0.118","0.859"
"SC","Census Tract 201",2018,1,0,0,2738,709,"0.512","0.354"
"SC","Census Tract 202.01",2018,1,0,0,3002,3278,"0.796","0.115"
"SC","Census Tract 202.02",2018,1,0,0,2251,1460,"0.574","0.358"
"SC","Census Tract 203",2018,2,0,0,3861,2936,"0.755","0.159"
"SC","Census Tract 205.05",2018,2,0,0,3766,1849,"0.659","0.273"
"SC","Census Tract 205.06",2018,3,0,0,5288,1093,"0.775","0.161"
"SC","Census Tract 205.07",2018,2,0,0,6568,1736,"0.8","0.169"
"SC","Census Tract 205.08",2018,1,0,0,2053,1515,"0.911","0.053"
"SC","Census Tract 205.09",2018,1,0,0,3389,2485,"0.689","0.209"
"SC","Census Tract 205.10",2018,4,0,0,4747,1780,"0.553","0.416"
"SC","Census Tract 205.11",2018,0,0,0,3635,3996,"0.388","0.502"
"SC","Census Tract 206.01",2018,1,0,0,4183,1809,"0.67","0.225"
"SC","Census Tract 206.02",2018,3,0,0,4409,1105,"0.822","0.112"
"SC","Census Tract 206.04",2018,2,0,0,3473,1095,"0.785","0.18"
"SC","Census Tract 206.05",2018,0,0,0,2101,227,"0.805","0.127"
"SC","Census Tract 207.03",2018,3,0,0,4250,671,"0.82","0.111"
"SC","Census Tract 207.05",2018,1,0,0,3627,259,"0.565","0.388"
"SC","Census Tract 207.06",2018,1,0,0,3259,433,"0.233","0.749"
"SC","Census Tract 207.07",2018,0,0,0,3251,588,"0.789","0.194"
"SC","Census Tract 207.08",2018,2,0,0,2491,430,"0.935","0.046"
"SC","Census Tract 208.01",2018,1,0,0,1572,71,"0.722","0.278"
"SC","Census Tract 208.02",2018,1,0,0,2731,141,"0.695","0.286"
"SC","Census Tract 208.03",2018,1,0,0,3298,100,"0.72","0.186"
"SC","Census Tract 208.04",2018,1,0,0,3019,355,"0.792","0.126"
"SC","Census Tract 208.05",2018,1,0,0,5185,399,"0.807","0.152"
"SC","Census Tract 209.03",2018,3,0,0,5645,117,"0.913","0.049"
"SC","Census Tract 209.04",2018,1,0,0,2906,73,"0.902","0.084"
"SC","Census Tract 209.05",2018,1,0,0,3499,186,"0.862","0.083"
"SC","Census Tract 209.06",2018,2,0,0,3700,203,"0.912","0.065"
"SC","Census Tract 209.07",2018,1,0,0,7517,916,"0.625","0.299"
"SC","Census Tract 209.08",2018,1,0,0,3671,427,"0.867","0.093"
"SC","Census Tract 210.09",2018,3,0,0,10981,572,"0.788","0.124"
"SC","Census Tract 210.14",2018,1,0,0,7415,729,"0.854","0.071"
"SC","Census Tract 210.17",2018,2,0,0,8372,1128,"0.851","0.094"
"SC","Census Tract 210.18",2018,2,0,0,4858,806,"0.866","0.087"
"SC","Census Tract 210.19",2018,0,0,0,1679,723,"0.877","0.089"
"SC","Census Tract 210.20",2018,2,0,0,4585,2131,"0.849","0.076"
"SC","Census Tract 210.21",2018,0,0,0,1787,617,"0.968","0"
"SC","Census Tract 210.22",2018,1,0,0,5415,853,"0.926","0.026"
"SC","Census Tract 210.23",2018,0,0,0,2964,888,"0.905","0.06"
"SC","Census Tract 210.24",2018,1,0,0,5511,593,"0.902","0.053"
"SC","Census Tract 210.25",2018,1,0,0,3983,1140,"0.968","0"
"SC","Census Tract 210.26",2018,3,0,0,4896,1128,"0.9","0.018"
"SC","Census Tract 210.27",2018,0,0,0,4709,1464,"0.849","0.038"
"SC","Census Tract 210.28",2018,2,0,0,3395,856,"0.843","0.087"
"SC","Census Tract 210.29",2018,2,0,0,4350,1231,"0.686","0.238"
"SC","Census Tract 210.30",2018,0,0,0,5200,1415,"0.859","0.064"
"SC","Census Tract 210.31",2018,4,0,0,3838,1853,"0.861","0.093"
"SC","Census Tract 210.32",2018,1,0,0,4074,1912,"0.904","0.041"
"SC","Census Tract 210.33",2018,1,0,0,4802,1927,"0.769","0.142"
"SC","Census Tract 210.34",2018,1,0,0,4791,1491,"0.799","0.142"
"SC","Census Tract 211.06",2018,1,0,0,2793,1847,"0.736","0.224"
"SC","Census Tract 211.09",2018,1,0,0,3427,1344,"0.719","0.199"
"SC","Census Tract 211.10",2018,2,0,0,3062,2285,"0.755","0.156"
"SC","Census Tract 211.11",2018,0,0,0,2582,2093,"0.46","0.38"
"SC","Census Tract 211.12",2018,1,0,0,2740,1730,"0.786","0.164"
"SC","Census Tract 211.13",2018,1,0,0,3242,2309,"0.633","0.275"
"SC","Census Tract 211.14",2018,1,0,0,3580,1195,"0.82","0.047"
"SC","Census Tract 211.15",2018,2,0,0,2439,714,"0.857","0.123"
"SC","Census Tract 211.16",2018,0,0,0,3120,2156,"0.718","0.179"
"SC","Census Tract 212.03",2018,0,0,0,6045,708,"0.97","0.016"
"SC","Census Tract 212.04",2018,3,0,0,4060,281,"0.942","0.028"
"SC","Census Tract 212.05",2018,0,0,0,3122,644,"0.981","0"
"SC","Census Tract 212.06",2018,2,0,0,3247,267,"0.771","0.218"
"SC","Census Tract 213.03",2018,1,0,0,3858,223,"0.981","0.008"
"SC","Census Tract 213.04",2018,1,0,0,3801,145,"0.892","0.007"
"SC","Census Tract 213.05",2018,1,0,0,2952,185,"0.895","0.026"
"SC","Census Tract 213.06",2018,1,0,0,3821,183,"0.896","0.015"
"SC","Census Tract 213.07",2018,0,0,0,2131,135,"0.709","0.214"
"SC","Census Tract 213.08",2018,1,0,0,4209,75,"0.907","0.058"
"SC","Census Tract 214.02",2018,1,0,0,3893,476,"0.529","0.417"
"SC","Census Tract 214.03",2018,1,0,0,2409,91,"0.792","0.111"
"SC","Census Tract 214.04",2018,2,0,0,3093,103,"0.804","0.176"
"SC","Census Tract 9801",2018,0,0,0,0,0,"0","0"
"SC","Census Tract 9201",2018,3,0,0,2205,17,"0.72","0.273"
"SC","Census Tract 9202",2018,4,0,0,5223,39,"0.386","0.575"
"SC","Census Tract 9203",2018,4,0,0,2178,24,"0.572","0.403"
"SC","Census Tract 9501",2018,2,0,0,4403,36,"0.401","0.56"
"SC","Census Tract 9502",2018,1,0,0,5374,136,"0.402","0.569"
"SC","Census Tract 9503",2018,2,0,0,2515,109,"0.323","0.666"
"SC","Census Tract 9504",2018,2,0,0,3666,125,"0.49","0.491"
"SC","Census Tract 9505",2018,2,0,0,5736,122,"0.52","0.4"
"SC","Census Tract 9506",2018,5,0,0,5786,172,"0.228","0.753"
"SC","Census Tract 9507",2018,0,0,0,1467,17,"0.429","0.564"
"SC","Census Tract 9508",2018,2,0,0,2615,24,"0.409","0.55"
"SC","Census Tract 9601",2018,2,0,0,3172,32,"0.59","0.381"
"SC","Census Tract 9602",2018,1,0,0,5237,90,"0.308","0.643"
"SC","Census Tract 9603.01",2018,3,0,0,4460,271,"0.369","0.6"
"SC","Census Tract 9603.02",2018,1,0,0,5122,113,"0.33","0.579"
"SC","Census Tract 9604",2018,4,0,0,4510,69,"0.521","0.312"
"SC","Census Tract 9605",2018,1,0,0,2455,36,"0.299","0.587"
"SC","Census Tract 9606",2018,3,0,0,2175,17,"0.62","0.309"
"SC","Census Tract 9501",2018,3,0,0,3664,33,"0.715","0.276"
"SC","Census Tract 9502.01",2018,1,0,0,2673,72,"0.482","0.333"
"SC","Census Tract 9502.02",2018,5,0,0,7694,450,"0.539","0.344"
"SC","Census Tract 9503",2018,3,0,0,3515,26,"0.784","0.205"
"SC","Census Tract 9505.02",2018,5,0,0,5496,336,"0.279","0.676"
"SC","Census Tract 9506.01",2018,3,0,1,4620,73,"0.737","0.261"
"SC","Census Tract 9506.02",2018,5,1,0,6178,92,"0.9","0.071"
"SC","Census Tract 9507",2018,4,0,0,4228,23,"0.616","0.328"
"SC","Census Tract 301",2018,3,0,0,4433,21,"0.98","0.005"
"SC","Census Tract 302",2018,2,0,0,5872,73,"0.975","0.011"
"SC","Census Tract 303",2018,3,0,0,6403,153,"0.942","0.016"
"SC","Census Tract 304.01",2018,1,1,0,7336,573,"0.806","0.074"
"SC","Census Tract 304.02",2018,0,0,0,2088,203,"0.881","0.008"
"SC","Census Tract 305",2018,0,0,0,4580,223,"0.906","0.014"
"SC","Census Tract 306.01",2018,2,0,0,4860,469,"0.893","0.09"
"SC","Census Tract 306.02",2018,2,0,0,4361,299,"0.877","0.066"
"SC","Census Tract 307.01",2018,1,0,0,3798,1294,"0.648","0.309"
"SC","Census Tract 307.02",2018,2,0,0,6701,320,"0.856","0.11"
"SC","Census Tract 308",2018,1,0,0,7261,353,"0.741","0.17"
"SC","Census Tract 309.01",2018,1,0,0,2494,112,"0.972","0.021"
"SC","Census Tract 309.02",2018,5,0,0,7467,108,"0.956","0.024"
"SC","Census Tract 310",2018,2,0,0,5071,151,"0.875","0.079"
"SC","Census Tract 311",2018,1,0,0,3971,73,"0.91","0.031"
"SC","Census Tract 101",2018,2,0,0,4991,93,"0.398","0.552"
"SC","Census Tract 102",2018,2,0,0,5047,66,"0.274","0.685"
"SC","Census Tract 103",2018,2,0,0,6664,99,"0.243","0.724"
"SC","Census Tract 104",2018,2,0,0,3473,46,"0.358","0.624"
"SC","Census Tract 105",2018,1,0,0,3062,25,"0.357","0.61"
"SC","Census Tract 106",2018,4,0,0,4916,67,"0.265","0.722"
"SC","Census Tract 107",2018,2,0,0,2620,67,"0.269","0.726"
"SC","Census Tract 108",2018,2,0,0,4526,158,"0.125","0.863"
"SC","Census Tract 109",2018,0,0,0,8835,267,"0.406","0.508"
"SC","Census Tract 110",2018,2,0,0,6258,1140,"0.249","0.657"
"SC","Census Tract 111",2018,3,0,0,3359,391,"0.069","0.913"
"SC","Census Tract 112",2018,1,0,0,2522,3125,"0.051","0.906"
"SC","Census Tract 113",2018,2,0,0,2652,1817,"0.118","0.878"
"SC","Census Tract 114",2018,5,0,0,3298,1704,"0.284","0.695"
"SC","Census Tract 115",2018,1,0,0,3244,182,"0.364","0.618"
"SC","Census Tract 116",2018,2,0,0,6298,199,"0.499","0.458"
"SC","Census Tract 117",2018,4,0,0,5171,33,"0.665","0.303"
"SC","Census Tract 118",2018,3,0,0,3834,25,"0.503","0.476"
"SC","Census Tract 119",2018,2,0,0,4022,50,"0.578","0.39"
"SC","Census Tract 120",2018,2,0,0,3662,46,"0.472","0.451"
"SC","Census Tract 101",2018,2,0,1,3196,28,"0.938","0.03"
"SC","Census Tract 102",2018,3,1,1,4401,77,"0.982","0.009"
"SC","Census Tract 103",2018,3,0,0,6093,173,"0.976","0.006"
"SC","Census Tract 104.01",2018,0,0,0,2014,77,"0.968","0"
"SC","Census Tract 104.02",2018,5,0,1,5453,366,"0.88","0.094"
"SC","Census Tract 104.03",2018,0,0,0,2296,247,"0.953","0.003"
"SC","Census Tract 105.01",2018,1,1,0,2566,82,"0.969","0.007"
"SC","Census Tract 105.02",2018,2,2,1,3200,178,"0.966","0.034"
"SC","Census Tract 106.01",2018,2,0,0,3377,176,"0.993","0.002"
"SC","Census Tract 106.02",2018,2,1,1,7158,329,"0.918","0.021"
"SC","Census Tract 107",2018,3,0,0,4131,320,"0.937","0.043"
"SC","Census Tract 108.01",2018,2,0,0,4447,886,"0.805","0.155"
"SC","Census Tract 108.02",2018,1,0,0,3705,767,"0.748","0.156"
"SC","Census Tract 108.03",2018,1,0,0,4339,1208,"0.838","0.123"
"SC","Census Tract 108.04",2018,2,0,0,3321,1214,"0.897","0.037"
