"state","census_tract","year","polling_locations_total","polling_locations_removed_since_last_general","polling_locations_added_since_last_general","est_total_population","population_density","percentage_race_white","percentage_race_black_african_american"
"SC","Census Tract 203",2014,2,0,0,3931,2989,"0.671","0.166"
"SC","Census Tract 205.05",2014,2,0,0,3741,1837,"0.748","0.204"
"SC","Census Tract 205.06",2014,3,0,1,4121,851,"0.799","0.126"
"SC","Census Tract 205.07",2014,2,0,0,6651,1758,"0.82","0.157"
"SC","Census Tract 205.08",2014,1,0,0,2151,1587,"0.952","0.016"
"SC","Census Tract 205.09",2014,1,0,0,3302,2417,"0.666","0.226"
"SC","Census Tract 205.10",2014,4,0,0,5115,1924,"0.502","0.408"
"SC","Census Tract 205.11",2014,0,0,0,3285,3655,"0.517","0.363"
"SC","Census Tract 206.01",2014,1,0,0,4224,1827,"0.681","0.22"
"SC","Census Tract 206.02",2014,3,0,0,3990,1000,"0.868","0.115"
"SC","Census Tract 206.04",2014,2,0,0,3288,1037,"0.84","0.135"
"SC","Census Tract 206.05",2014,0,0,0,1858,201,"0.804","0.131"
"SC","Census Tract 207.03",2014,3,0,0,4015,634,"0.886","0.069"
"SC","Census Tract 207.05",2014,1,0,0,3889,278,"0.636","0.321"
"SC","Census Tract 207.06",2014,1,0,0,3208,427,"0.433","0.546"
"SC","Census Tract 207.07",2014,0,0,0,3696,669,"0.673","0.238"
"SC","Census Tract 207.08",2014,2,0,0,2378,411,"0.935","0.021"
"SC","Census Tract 208.01",2014,1,0,0,1675,76,"0.725","0.275"
"SC","Census Tract 208.02",2014,1,0,0,2696,139,"0.743","0.206"
"SC","Census Tract 208.03",2014,1,0,0,3339,102,"0.64","0.305"
"SC","Census Tract 208.04",2014,1,0,0,2824,332,"0.774","0.184"
"SC","Census Tract 208.05",2014,1,0,0,5166,398,"0.819","0.122"
"SC","Census Tract 209.03",2014,3,0,0,5221,108,"0.944","0.035"
"SC","Census Tract 209.04",2014,1,0,0,3274,83,"0.836","0.122"
"SC","Census Tract 209.05",2014,1,0,0,3526,187,"0.815","0.167"
"SC","Census Tract 209.06",2014,2,0,0,4107,226,"0.989","0.006"
"SC","Census Tract 209.07",2014,1,0,1,6199,756,"0.739","0.189"
"SC","Census Tract 209.08",2014,1,0,0,3364,392,"0.847","0.066"
"SC","Census Tract 210.09",2014,3,0,2,9167,478,"0.842","0.103"
"SC","Census Tract 210.14",2014,1,0,0,5952,585,"0.81","0.058"
"SC","Census Tract 210.17",2014,2,0,0,7800,1051,"0.889","0.093"
"SC","Census Tract 210.18",2014,2,0,0,5044,836,"0.949","0.043"
"SC","Census Tract 210.19",2014,0,0,0,1526,657,"0.889","0.029"
"SC","Census Tract 210.20",2014,2,0,0,3790,1761,"0.78","0.163"
"SC","Census Tract 210.21",2014,0,0,0,1541,532,"1","0"
"SC","Census Tract 210.22",2014,1,0,0,4306,679,"0.898","0.043"
"SC","Census Tract 210.23",2014,0,0,0,2797,838,"0.91","0.078"
"SC","Census Tract 210.24",2014,1,0,0,4134,445,"0.878","0.044"
"SC","Census Tract 210.25",2014,1,0,0,3407,975,"0.992","0.003"
"SC","Census Tract 210.26",2014,3,0,0,4509,1040,"0.967","0.021"
"SC","Census Tract 210.27",2014,0,0,0,4272,1328,"0.892","0.015"
"SC","Census Tract 210.28",2014,2,0,0,3503,883,"0.792","0.142"
"SC","Census Tract 210.29",2014,2,0,0,3876,1097,"0.622","0.29"
"SC","Census Tract 210.30",2014,0,0,0,4728,1292,"0.825","0.096"
"SC","Census Tract 210.31",2014,4,0,0,3788,1815,"0.819","0.165"
"SC","Census Tract 210.32",2014,1,0,0,3559,1670,"0.931","0.01"
"SC","Census Tract 210.33",2014,1,0,0,4312,1730,"0.765","0.158"
"SC","Census Tract 210.34",2014,1,0,0,4513,1405,"0.792","0.171"
"SC","Census Tract 211.06",2014,1,0,0,3153,2113,"0.833","0.141"
"SC","Census Tract 211.09",2014,1,0,0,3236,1270,"0.682","0.239"
"SC","Census Tract 211.10",2014,2,0,0,3266,2438,"0.809","0.138"
"SC","Census Tract 211.11",2014,0,0,0,2531,2063,"0.602","0.255"
"SC","Census Tract 211.12",2014,1,0,0,3203,2052,"0.847","0.137"
"SC","Census Tract 211.13",2014,1,0,0,3138,2235,"0.683","0.286"
"SC","Census Tract 211.14",2014,1,0,0,3765,1257,"0.815","0.114"
"SC","Census Tract 211.15",2014,2,0,0,2183,640,"0.93","0.046"
"SC","Census Tract 211.16",2014,0,0,0,3410,2362,"0.679","0.187"
"SC","Census Tract 212.03",2014,0,0,0,5072,594,"0.958","0.012"
"SC","Census Tract 212.04",2014,3,0,0,3624,248,"0.896","0.061"
"SC","Census Tract 212.05",2014,0,0,0,2990,617,"0.975","0.002"
"SC","Census Tract 212.06",2014,2,0,0,2952,243,"0.789","0.192"
"SC","Census Tract 213.03",2014,1,0,0,3043,176,"0.984","0"
"SC","Census Tract 213.04",2014,1,0,0,4299,164,"0.92","0.023"
"SC","Census Tract 213.05",2014,1,0,0,2837,177,"0.939","0.02"
"SC","Census Tract 213.06",2014,1,0,0,3828,183,"0.891","0.016"
"SC","Census Tract 213.07",2014,0,0,0,2094,132,"0.785","0.134"
"SC","Census Tract 213.08",2014,1,0,0,4414,79,"0.802","0.184"
"SC","Census Tract 214.02",2014,1,0,0,3832,468,"0.46","0.501"
"SC","Census Tract 214.03",2014,1,0,0,2408,91,"0.74","0.17"
"SC","Census Tract 214.04",2014,2,0,0,2481,83,"0.767","0.229"
"SC","Census Tract 9801",2014,0,0,0,0,0,"0","0"
"SC","Census Tract 9201",2014,3,0,0,2344,18,"0.662","0.318"
"SC","Census Tract 9202",2014,4,0,1,5612,42,"0.387","0.606"
"SC","Census Tract 9203",2014,4,0,0,2047,23,"0.586","0.392"
"SC","Census Tract 9501",2014,2,0,0,4434,36,"0.424","0.576"
"SC","Census Tract 9502",2014,1,0,0,6301,160,"0.356","0.573"
"SC","Census Tract 9503",2014,2,0,0,2730,118,"0.251","0.729"
"SC","Census Tract 9504",2014,2,0,0,4198,143,"0.534","0.436"
"SC","Census Tract 9505",2014,2,0,0,4493,95,"0.591","0.409"
"SC","Census Tract 9506",2014,5,0,0,6086,181,"0.264","0.706"
"SC","Census Tract 9507",2014,0,0,0,1687,20,"0.482","0.518"
"SC","Census Tract 9508",2014,2,0,0,2482,23,"0.488","0.45"
"SC","Census Tract 9601",2014,2,0,0,2909,30,"0.562","0.37"
"SC","Census Tract 9602",2014,1,0,0,5489,95,"0.282","0.699"
"SC","Census Tract 9603.01",2014,3,0,0,5222,317,"0.412","0.571"
"SC","Census Tract 9603.02",2014,1,0,0,5075,111,"0.326","0.581"
"SC","Census Tract 9604",2014,4,0,0,4980,77,"0.53","0.307"
"SC","Census Tract 9605",2014,1,0,0,2102,31,"0.306","0.591"
"SC","Census Tract 9606",2014,3,0,0,2517,20,"0.571","0.306"
"SC","Census Tract 9501",2014,3,0,0,3679,33,"0.774","0.189"
"SC","Census Tract 9502.01",2014,1,0,0,2740,73,"0.427","0.263"
"SC","Census Tract 9502.02",2014,5,0,0,7711,451,"0.591","0.286"
"SC","Census Tract 9503",2014,3,0,0,3187,23,"0.726","0.227"
"SC","Census Tract 9505.02",2014,5,0,0,5269,322,"0.334","0.573"
"SC","Census Tract 9506.01",2014,2,0,0,4333,69,"0.775","0.22"
"SC","Census Tract 9506.02",2014,6,0,0,6214,92,"0.784","0.19"
"SC","Census Tract 9507",2014,4,0,0,4460,25,"0.497","0.427"
"SC","Census Tract 301",2014,3,0,0,4206,20,"0.975","0.006"
"SC","Census Tract 302",2014,2,0,0,5809,72,"0.991","0.004"
"SC","Census Tract 303",2014,3,0,0,7121,170,"0.97","0.011"
"SC","Census Tract 304.01",2014,2,0,0,6551,512,"0.831","0.065"
"SC","Census Tract 304.02",2014,0,0,0,1595,155,"0.959","0.016"
"SC","Census Tract 305",2014,0,0,0,4708,230,"0.919","0.025"
"SC","Census Tract 306.01",2014,2,0,0,4647,449,"0.921","0.055"
"SC","Census Tract 306.02",2014,2,0,0,4535,311,"0.877","0.101"
"SC","Census Tract 307.01",2014,1,0,0,3696,1259,"0.616","0.337"
"SC","Census Tract 307.02",2014,2,0,0,6155,294,"0.79","0.154"
"SC","Census Tract 308",2014,1,0,0,6634,322,"0.71","0.227"
"SC","Census Tract 309.01",2014,1,0,0,2658,120,"0.975","0"
"SC","Census Tract 309.02",2014,5,0,0,7763,113,"0.97","0.002"
"SC","Census Tract 310",2014,2,1,1,4932,147,"0.889","0.092"
"SC","Census Tract 311",2014,1,0,0,3646,67,"0.942","0.021"
"SC","Census Tract 101",2014,2,0,0,5278,99,"0.305","0.678"
"SC","Census Tract 102",2014,2,0,0,5296,69,"0.275","0.624"
"SC","Census Tract 103",2014,2,0,0,6189,92,"0.27","0.658"
"SC","Census Tract 104",2014,2,0,0,3703,49,"0.376","0.575"
"SC","Census Tract 105",2014,1,0,0,3735,31,"0.41","0.554"
"SC","Census Tract 106",2014,4,0,0,4759,65,"0.22","0.754"
"SC","Census Tract 107",2014,2,0,0,3024,78,"0.348","0.649"
"SC","Census Tract 108",2014,2,0,0,4622,161,"0.134","0.852"
"SC","Census Tract 109",2014,0,0,0,8506,257,"0.421","0.518"
"SC","Census Tract 110",2014,2,0,0,5691,1037,"0.246","0.705"
"SC","Census Tract 111",2014,3,0,0,3068,357,"0.061","0.93"
"SC","Census Tract 112",2014,1,0,0,2625,3253,"0.029","0.946"
"SC","Census Tract 113",2014,2,0,0,3180,2180,"0.102","0.869"
"SC","Census Tract 114",2014,5,0,0,3877,2002,"0.205","0.763"
"SC","Census Tract 115",2014,1,0,0,4024,226,"0.371","0.625"
"SC","Census Tract 116",2014,2,0,0,6164,195,"0.454","0.52"
"SC","Census Tract 117",2014,4,0,0,5149,33,"0.718","0.276"
"SC","Census Tract 118",2014,3,0,0,4977,32,"0.435","0.552"
"SC","Census Tract 119",2014,2,0,0,3774,47,"0.701","0.279"
"SC","Census Tract 120",2014,2,0,0,3621,46,"0.521","0.45"
"SC","Census Tract 101",2014,1,0,0,2837,25,"0.933","0.026"
"SC","Census Tract 102",2014,3,1,1,4381,76,"0.965","0.019"
"SC","Census Tract 103",2014,3,0,0,5420,154,"0.951","0.018"
"SC","Census Tract 104.01",2014,0,0,0,2011,77,"0.991","0"
"SC","Census Tract 104.02",2014,5,0,0,5244,352,"0.966","0.033"
"SC","Census Tract 104.03",2014,0,0,0,1954,210,"0.961","0.012"
"SC","Census Tract 105.01",2014,2,0,0,2877,92,"0.974","0.002"
"SC","Census Tract 105.02",2014,2,0,0,3041,169,"0.887","0.113"
"SC","Census Tract 106.01",2014,2,0,0,3627,189,"0.985","0"
"SC","Census Tract 106.02",2014,2,0,0,6323,291,"0.965","0.011"
"SC","Census Tract 107",2014,3,0,0,4603,356,"0.921","0.011"
"SC","Census Tract 108.01",2014,2,0,0,5120,1020,"0.807","0.151"
"SC","Census Tract 108.02",2014,1,0,0,3133,649,"0.869","0.096"
"SC","Census Tract 108.03",2014,1,0,0,4751,1323,"0.749","0.131"
"SC","Census Tract 108.04",2014,2,0,0,3377,1235,"0.864","0.088"
"SC","Census Tract 109.01",2014,1,0,0,4942,522,"0.906","0.059"
"SC","Census Tract 109.02",2014,3,0,1,6445,1125,"0.863","0.103"
"SC","Census Tract 109.03",2014,4,1,0,5184,839,"0.871","0.08"
"SC","Census Tract 110.01",2014,0,0,0,3326,309,"0.936","0.032"
"SC","Census Tract 110.02",2014,6,1,1,6960,331,"0.902","0.079"
"SC","Census Tract 110.03",2014,2,0,0,2548,213,"0.956","0.022"
"SC","Census Tract 111.01",2014,3,0,0,2532,207,"0.88","0.036"
"SC","Census Tract 111.02",2014,3,0,0,7423,665,"0.812","0.111"
"SC","Census Tract 111.03",2014,1,0,0,1269,219,"0.981","0.019"
"SC","Census Tract 112.02",2014,0,0,0,6110,1223,"0.856","0.11"
"SC","Census Tract 112.03",2014,3,0,0,6256,1244,"0.843","0.106"
"SC","Census Tract 112.04",2014,1,0,0,3826,263,"0.755","0.067"
"SC","Census Tract 112.05",2014,1,0,0,4057,3575,"0.779","0.071"
"SC","Census Tract 1",2014,1,0,0,2346,3820,"0.199","0.772"
"SC","Census Tract 2",2014,2,1,0,1708,2998,"0.13","0.843"
"SC","Census Tract 3",2014,0,0,0,3212,1810,"0.097","0.884"
"SC","Census Tract 4",2014,0,0,0,1984,2935,"0.34","0.584"
"SC","Census Tract 5",2014,1,0,0,2162,2553,"0.041","0.85"
"SC","Census Tract 6",2014,2,0,1,2535,3025,"0.738","0.193"
"SC","Census Tract 7",2014,1,0,0,1757,1391,"0.687","0.239"
"SC","Census Tract 9",2014,1,0,0,2381,3053,"0.053","0.936"
"SC","Census Tract 10",2014,2,0,0,3564,8010,"0.182","0.792"
"SC","Census Tract 11",2014,2,0,0,4438,3209,"0.509","0.476"
"SC","Census Tract 12",2014,0,0,0,1887,2682,"0.932","0.065"
"SC","Census Tract 13",2014,1,0,0,2789,6007,"0.147","0.825"
"SC","Census Tract 16",2014,1,0,0,1381,1730,"0.734","0.211"
"SC","Census Tract 21",2014,2,0,0,2735,4363,"0.828","0.151"
"SC","Census Tract 22",2014,1,0,0,1457,4987,"0.858","0.115"
"SC","Census Tract 23",2014,1,0,0,2216,2698,"0.972","0.021"
"SC","Census Tract 24",2014,3,0,0,4540,2390,"0.873","0.031"
"SC","Census Tract 25",2014,3,0,1,3700,3882,"0.923","0.043"
"SC","Census Tract 26.02",2014,2,0,0,2780,2354,"0.763","0.212"
"SC","Census Tract 26.03",2014,1,0,0,4956,5857,"0.513","0.349"
"SC","Census Tract 26.04",2014,1,1,0,1814,3302,"0.337","0.56"
"SC","Census Tract 27",2014,2,0,0,3460,5575,"0.881","0.059"
"SC","Census Tract 28",2014,2,0,0,6785,4078,"0.736","0.17"
"SC","Census Tract 29",2014,0,0,0,3377,4928,"0.735","0.184"
"SC","Census Tract 30",2014,0,0,0,3007,8399,"0.811","0.073"
"SC","Census Tract 31",2014,2,0,0,924,953,"0.488","0.444"
"SC","Census Tract 101.02",2014,4,0,0,6206,269,"0.49","0.472"
"SC","Census Tract 101.03",2014,8,0,3,17472,1521,"0.379","0.534"
"SC","Census Tract 101.04",2014,1,0,0,4097,129,"0.583","0.397"
"SC","Census Tract 102",2014,1,0,0,5300,72,"0.537","0.436"
"SC","Census Tract 103.04",2014,5,0,1,6217,2127,"0.387","0.515"
"SC","Census Tract 103.05",2014,3,0,0,7046,2075,"0.658","0.295"
"SC","Census Tract 103.06",2014,4,0,2,8623,579,"0.868","0.071"
"SC","Census Tract 103.07",2014,5,0,2,9140,257,"0.862","0.081"
"SC","Census Tract 103.08",2014,3,0,2,5487,897,"0.697","0.218"
"SC","Census Tract 103.09",2014,1,0,0,9774,1015,"0.657","0.332"
"SC","Census Tract 104.03",2014,3,0,0,3863,1340,"0.404","0.535"
"SC","Census Tract 104.07",2014,1,0,0,4546,3066,"0.17","0.794"
"SC","Census Tract 104.08",2014,0,0,0,5583,1648,"0.294","0.661"
"SC","Census Tract 104.09",2014,0,0,0,1810,4369,"0.176","0.763"
"SC","Census Tract 104.10",2014,2,0,0,3570,3670,"0.217","0.627"
"SC","Census Tract 104.11",2014,1,0,0,3347,5212,"0.201","0.768"
"SC","Census Tract 104.12",2014,1,0,0,3547,3933,"0.363","0.581"
"SC","Census Tract 104.13",2014,0,0,0,1905,5669,"0.452","0.517"
"SC","Census Tract 105.01",2014,1,0,0,2074,651,"0.462","0.419"
"SC","Census Tract 105.02",2014,1,0,0,609,1049,"0","0.959"
"SC","Census Tract 106",2014,4,0,0,4467,1809,"0.098","0.886"
"SC","Census Tract 107.01",2014,1,0,0,3045,558,"0.012","0.977"
"SC","Census Tract 107.02",2014,0,0,0,3489,732,"0.04","0.935"
"SC","Census Tract 107.03",2014,2,0,0,3039,2251,"0.009","0.953"
"SC","Census Tract 108.03",2014,0,0,0,2181,1861,"0.168","0.729"
"SC","Census Tract 108.04",2014,0,0,0,2302,1487,"0.092","0.901"
"SC","Census Tract 108.05",2014,0,0,0,2002,1489,"0.22","0.723"
"SC","Census Tract 108.06",2014,2,0,0,1011,479,"0.256","0.697"
"SC","Census Tract 109",2014,0,0,0,2928,3886,"0.024","0.932"
"SC","Census Tract 110",2014,1,0,0,1747,2619,"0.048","0.95"
"SC","Census Tract 111.01",2014,2,0,0,3535,2799,"0.568","0.41"
"SC","Census Tract 111.02",2014,2,0,0,3800,2196,"0.711","0.182"
"SC","Census Tract 112.01",2014,1,0,0,1866,2131,"0.914","0.066"
"SC","Census Tract 112.02",2014,3,0,0,3488,2746,"0.833","0.144"
"SC","Census Tract 113.01",2014,3,0,0,5435,2124,"0.62","0.314"
"SC","Census Tract 113.03",2014,2,0,1,4893,2214,"0.234","0.631"
"SC","Census Tract 113.04",2014,2,0,0,5190,2589,"0.249","0.6"
"SC","Census Tract 113.05",2014,0,0,0,5482,3739,"0.368","0.501"
"SC","Census Tract 114.04",2014,0,0,0,9105,1285,"0.274","0.625"
"SC","Census Tract 114.07",2014,1,0,1,3433,304,"0.639","0.271"
"SC","Census Tract 114.11",2014,2,0,0,3541,1411,"0.562","0.326"
"SC","Census Tract 114.12",2014,4,0,1,4971,1104,"0.462","0.343"
"SC","Census Tract 114.13",2014,1,0,0,8251,2137,"0.583","0.323"
"SC","Census Tract 114.14",2014,1,0,0,5890,1473,"0.478","0.393"
"SC","Census Tract 114.15",2014,4,0,2,10501,1519,"0.43","0.484"
"SC","Census Tract 114.16",2014,2,0,0,11368,2521,"0.527","0.368"
"SC","Census Tract 114.17",2014,4,0,2,8819,4912,"0.33","0.618"
"SC","Census Tract 114.18",2014,0,0,0,4229,1780,"0.525","0.394"
"SC","Census Tract 114.19",2014,1,0,1,4368,2420,"0.342","0.607"
"SC","Census Tract 115.01",2014,0,0,0,10411,2731,"0.603","0.283"
"SC","Census Tract 115.02",2014,0,0,0,2747,677,"0.485","0.371"
"SC","Census Tract 116.03",2014,2,0,1,5032,2286,"0.712","0.216"
"SC","Census Tract 116.04",2014,2,0,0,5160,2243,"0.823","0.097"
"SC","Census Tract 116.06",2014,1,0,0,5159,1830,"0.386","0.589"
"SC","Census Tract 116.07",2014,1,0,1,4183,2120,"0.284","0.644"
"SC","Census Tract 116.08",2014,5,0,1,7161,2200,"0.428","0.488"
"SC","Census Tract 117.01",2014,0,0,0,5651,566,"0.692","0.267"
"SC","Census Tract 117.02",2014,1,0,0,3774,461,"0.135","0.852"
"SC","Census Tract 118",2014,3,0,1,6887,58,"0.142","0.808"
"SC","Census Tract 119.01",2014,3,1,1,8805,814,"0.166","0.751"
"SC","Census Tract 119.02",2014,2,0,0,4956,141,"0.603","0.373"
"SC","Census Tract 120",2014,3,0,1,5081,35,"0.345","0.579"
"SC","Census Tract 9801",2014,0,0,0,213,3,"0.469","0.376"
"SC","Census Tract 9601",2014,2,0,0,2675,24,"0.722","0.111"
"SC","Census Tract 9602.01",2014,4,0,0,5991,57,"0.489","0.341"
"SC","Census Tract 9602.02",2014,2,0,0,3428,61,"0.426","0.428"
"SC","Census Tract 9603",2014,2,0,0,4738,51,"0.896","0.098"
"SC","Census Tract 9604",2014,4,0,0,3141,37,"0.64","0.315"
"SC","Census Tract 203.01",2014,0,0,0,2479,2418,"0.532","0.405"
"SC","Census Tract 204",2014,1,0,0,1056,1621,"0.252","0.732"
"SC","Census Tract 205",2014,1,0,0,1449,2131,"0.067","0.888"
"SC","Census Tract 206.01",2014,1,0,0,2800,2138,"0.374","0.553"
"SC","Census Tract 206.02",2014,0,0,0,1916,1934,"0.47","0.385"
"SC","Census Tract 206.03",2014,3,0,0,2296,1876,"0.53","0.412"
"SC","Census Tract 207.01",2014,1,0,0,3476,3294,"0.143","0.774"
"SC","Census Tract 207.02",2014,1,0,0,1746,575,"0.463","0.458"
"SC","Census Tract 208",2014,0,0,0,1326,3246,"0.027","0.946"
"SC","Census Tract 209",2014,1,0,0,1379,2342,"0.377","0.621"
"SC","Census Tract 210.01",2014,2,0,0,2752,2884,"0.144","0.843"
"SC","Census Tract 211",2014,1,0,0,3433,1272,"0.487","0.468"
"SC","Census Tract 212",2014,3,0,0,3408,1726,"0.838","0.133"
"SC","Census Tract 213.01",2014,0,0,0,2589,1550,"0.567","0.391"
"SC","Census Tract 213.02",2014,2,0,0,2449,974,"0.94","0.053"
"SC","Census Tract 213.03",2014,1,0,0,5568,1675,"0.8","0.179"
"SC","Census Tract 214.01",2014,1,0,0,1568,238,"0.818","0.182"
"SC","Census Tract 214.02",2014,0,0,0,3507,520,"0.842","0.078"
"SC","Census Tract 214.03",2014,3,0,0,3798,997,"0.538","0.308"
"SC","Census Tract 215",2014,2,0,0,3290,1329,"0.696","0.273"
"SC","Census Tract 216",2014,1,0,0,3007,1103,"0.461","0.487"
"SC","Census Tract 217",2014,1,0,0,4168,1629,"0.45","0.505"
"SC","Census Tract 218.02",2014,1,0,0,6230,1440,"0.641","0.244"
"SC","Census Tract 218.03",2014,1,0,0,6666,1300,"0.688","0.198"
"SC","Census Tract 218.04",2014,0,0,0,2528,889,"0.619","0.217"
"SC","Census Tract 219.01",2014,2,0,0,6053,581,"0.807","0.085"
"SC","Census Tract 219.02",2014,1,0,0,7182,1351,"0.723","0.179"
"SC","Census Tract 220.03",2014,2,0,0,3790,490,"0.702","0.257"
"SC","Census Tract 220.04",2014,1,0,0,2746,797,"0.524","0.355"
"SC","Census Tract 220.05",2014,1,0,0,5699,1345,"0.682","0.214"
"SC","Census Tract 220.06",2014,1,0,0,4128,635,"0.315","0.68"
"SC","Census Tract 220.07",2014,1,0,0,3197,1005,"0.623","0.316"
"SC","Census Tract 221.01",2014,0,0,0,3732,1064,"0.647","0.308"
"SC","Census Tract 221.02",2014,2,0,0,2144,335,"0.922","0.039"
"SC","Census Tract 222.01",2014,3,0,0,4744,481,"0.881","0.113"
"SC","Census Tract 222.02",2014,2,0,0,3638,234,"0.863","0.128"
"SC","Census Tract 223.02",2014,1,0,0,5338,249,"0.913","0.066"
"SC","Census Tract 223.03",2014,1,0,0,1872,498,"0.789","0.134"
"SC","Census Tract 223.04",2014,2,0,0,4316,140,"0.926","0.054"
"SC","Census Tract 224.01",2014,1,0,0,5759,161,"0.826","0.138"
"SC","Census Tract 224.03",2014,3,0,0,8294,341,"0.868","0.098"
"SC","Census Tract 224.04",2014,1,0,0,5461,492,"0.88","0.094"
"SC","Census Tract 224.05",2014,2,0,0,4055,823,"0.931","0.032"
"SC","Census Tract 224.06",2014,2,0,0,6140,1401,"0.848","0.109"
"SC","Census Tract 225",2014,1,0,0,3838,112,"0.941","0.024"
"SC","Census Tract 226",2014,1,0,0,3356,391,"0.88","0.088"
"SC","Census Tract 227",2014,3,0,0,6615,228,"0.94","0.033"
"SC","Census Tract 228.01",2014,2,0,0,6356,324,"0.783","0.118"
"SC","Census Tract 228.02",2014,2,0,0,6912,379,"0.766","0.141"
"SC","Census Tract 229",2014,1,0,0,7035,1020,"0.766","0.175"
"SC","Census Tract 230.01",2014,1,0,0,7526,409,"0.838","0.074"
"SC","Census Tract 230.02",2014,0,0,0,2907,344,"0.665","0.1"
"SC","Census Tract 231.01",2014,2,0,0,5507,856,"0.607","0.241"
"SC","Census Tract 231.02",2014,3,0,0,5945,676,"0.723","0.212"
"SC","Census Tract 232.01",2014,0,0,0,3677,538,"0.901","0.078"
"SC","Census Tract 232.02",2014,2,0,0,3523,159,"0.805","0.141"
"SC","Census Tract 233.01",2014,1,0,0,1808,1426,"0.822","0.082"
"SC","Census Tract 233.02",2014,2,0,0,4904,2088,"0.438","0.356"
"SC","Census Tract 234.01",2014,1,0,0,2344,381,"0.686","0.266"
"SC","Census Tract 234.02",2014,3,0,0,4239,281,"0.889","0.082"
"SC","Census Tract 234.03",2014,0,0,0,6492,777,"0.713","0.17"
"SC","Census Tract 234.04",2014,3,0,0,6264,325,"0.842","0.138"
"SC","Census Tract 234.05",2014,0,0,0,4567,293,"0.923","0.029"
"SC","Census Tract 235",2014,1,0,0,4562,84,"0.893","0.053"
"SC","Census Tract 236",2014,3,0,0,6210,315,"0.769","0.17"
"SC","Census Tract 237",2014,2,0,0,4509,66,"0.901","0.081"
"SC","Census Tract 238.01",2014,3,0,0,5752,189,"0.826","0.149"
"SC","Census Tract 238.02",2014,0,0,0,5820,83,"0.838","0.141"
"SC","Census Tract 239",2014,3,1,0,4888,137,"0.787","0.157"
"SC","Census Tract 1",2014,1,0,0,3064,61,"0.167","0.8"
"SC","Census Tract 2.01",2014,2,0,0,4255,108,"0.556","0.425"
"SC","Census Tract 2.02",2014,1,0,0,6576,239,"0.431","0.477"
"SC","Census Tract 3",2014,1,0,0,3345,457,"0.699","0.242"
"SC","Census Tract 4",2014,3,0,0,8827,97,"0.487","0.457"
"SC","Census Tract 5",2014,2,0,0,2306,25,"0.319","0.665"
"SC","Census Tract 6",2014,1,0,0,3865,59,"0.554","0.403"
"SC","Census Tract 7",2014,4,1,0,4380,463,"0.391","0.589"
"SC","Census Tract 8",2014,1,0,0,4305,1730,"0.104","0.853"
"SC","Census Tract 9.01",2014,3,0,0,3906,1302,"0.513","0.357"
"SC","Census Tract 9.02",2014,0,0,0,4604,2130,"0.893","0.093"
"SC","Census Tract 11",2014,1,0,0,4240,422,"0.27","0.616"
"SC","Census Tract 13",2014,2,0,0,2232,1809,"0.138","0.844"
"SC","Census Tract 15",2014,5,0,0,1986,1485,"0","0.962"
"SC","Census Tract 16",2014,2,0,0,3958,1140,"0.029","0.915"
"SC","Census Tract 17.01",2014,2,0,0,6805,959,"0.764","0.226"
"SC","Census Tract 17.03",2014,0,0,0,4977,984,"0.634","0.279"
"SC","Census Tract 17.04",2014,3,0,0,5878,1298,"0.432","0.504"
"SC","Census Tract 18.01",2014,0,0,0,4144,35,"0.62","0.354"
"SC","Census Tract 18.02",2014,4,0,0,7882,152,"0.53","0.443"
"SC","Census Tract 19.01",2014,3,0,0,6287,148,"0.721","0.235"
"SC","Census Tract 19.02",2014,1,0,0,5835,227,"0.571","0.427"
"SC","Census Tract 20",2014,2,0,0,4125,2551,"0.529","0.447"
"SC","Census Tract 301",2014,1,0,0,2087,703,"0.646","0.345"
"SC","Census Tract 302",2014,4,0,0,2489,1381,"0.391","0.58"
"SC","Census Tract 303",2014,3,0,0,4083,560,"0.675","0.276"
"SC","Census Tract 304",2014,3,0,0,6085,133,"0.662","0.315"
"SC","Census Tract 305",2014,1,0,0,2178,44,"0.728","0.231"
"SC","Census Tract 306",2014,2,0,0,1955,18,"0.292","0.707"
"SC","Census Tract 307",2014,4,0,0,3498,20,"0.823","0.149"
"SC","Census Tract 308",2014,2,0,0,3378,56,"0.759","0.208"
"SC","Census Tract 309",2014,3,0,0,2576,41,"0.82","0.157"
"SC","Census Tract 9701",2014,3,0,0,1802,23,"0.613","0.384"
"SC","Census Tract 9702",2014,2,0,0,1455,22,"0.276","0.724"
"SC","Census Tract 9703",2014,3,0,0,5012,59,"0.402","0.591"
"SC","Census Tract 9704",2014,4,0,0,2646,18,"0.385","0.599"
"SC","Census Tract 9705.01",2014,4,0,0,3513,48,"0.198","0.783"
"SC","Census Tract 9705.02",2014,1,0,0,4394,171,"0.078","0.916"
"SC","Census Tract 9706",2014,4,0,0,5597,66,"0.463","0.507"
"SC","Census Tract 9707",2014,2,0,0,2585,27,"0.181","0.814"
