pollid,location_name_clean,r3latitude,r3longitude,state,base_year,change_year,geom,change_type
0101000020E6100000C976BE9F1A0756C0643BDF4F8D574540,DOVER TOWN HALL,42.684,-88.111,WI,2014,2012 - 2014,0101000020E6100000C976BE9F1A0756C0643BDF4F8D574540,no_change
0101000020E6100000A245B6F3FD3C56C048E17A14AE574540,HARMONY TOWN HALL,42.685,-88.953,WI,2014,2012 - 2014,0101000020E6100000A245B6F3FD3C56C048E17A14AE574540,no_change
0101000020E6100000CFF753E3A5AB56C0D578E92631584540,TENNYSON TOWN HALL,42.689,-90.682,WI,2014,2012 - 2014,0101000020E6100000CFF753E3A5AB56C0D578E92631584540,no_change
0101000020E610000021B0726891AD56C0B81E85EB51584540,2012 POTOSI VILLAGE HALL,42.690,-90.712,WI,2014,2012 - 2014,0101000020E610000021B0726891AD56C0B81E85EB51584540,no_change
0101000020E6100000C3F5285C8F4256C09CC420B072584540,WASHINGTON ELEMENTARY SCHOOL,42.691,-89.040,WI,2014,2012 - 2014,0101000020E6100000C3F5285C8F4256C09CC420B072584540,no_change
0101000020E6100000B0726891EDF455C09CC420B072584540,CONCORDIA LUTHERAN SCHOOL,42.691,-87.827,WI,2014,2012 - 2014,0101000020E6100000B0726891EDF455C09CC420B072584540,no_change
0101000020E6100000E3A59BC4204056C07F6ABC7493584540,FIRST LUTHERAN CHURCH,42.692,-89.002,WI,2014,2012 - 2014,0101000020E6100000E3A59BC4204056C07F6ABC7493584540,no_change
0101000020E6100000A01A2FDD243E56C07F6ABC7493584540,HARRISON SCHOOL,42.692,-88.971,WI,2014,2012 - 2014,0101000020E6100000A01A2FDD243E56C07F6ABC7493584540,no_change
0101000020E61000003108AC1C5AF455C046B6F3FDD4584540,2012 W1 ELMWOOD PARK VILLAGE HALL (TAYLOR HOMES),42.694,-87.818,WI,2014,2012 - 2014,0101000020E61000003108AC1C5AF455C046B6F3FDD4584540,no_change
0101000020E610000004560E2DB2AD56C00C022B8716594540,POTOSI TOWN HALL,42.696,-90.714,WI,2014,2012 - 2014,0101000020E610000004560E2DB2AD56C00C022B8716594540,no_change
0101000020E610000004560E2DB2F555C00C022B8716594540,MESSIAH LUTHERAN CHURCH,42.696,-87.839,WI,2014,2012 - 2014,0101000020E610000004560E2DB2F555C00C022B8716594540,no_change
0101000020E610000075931804563656C0F0A7C64B37594540,JOHNSTOWN COMMUNITY CENTER,42.697,-88.849,WI,2014,2012 - 2014,0101000020E610000075931804563656C0F0A7C64B37594540,no_change
