localityid,geoid,name,x,y,stfp,cntyfp,tractfp
0adf8790-add2-4fd4-ac52-b100c2f11887,1400000US28121020402,"Census Tract 204.02, Rankin County, Mississippi",-90.149,32.220,28,121,28121020402
0ae9d266-1cb6-4c06-ad10-c4173b86f73b,1400000US28049001100,"Census Tract 11, Hinds County, Mississippi",-90.192,32.325,28,049,28049001100
0ae9deca-20ab-4f89-b479-d1ac1b62cd6b,1400000US28057950400,"Census Tract 9504, Itawamba County, Mississippi",-88.349,34.184,28,057,28057950400
0b25194d-80a0-4ffb-a60c-9cb52a136498,1400000US28003950500,"Census Tract 9505, Alcorn County, Mississippi",-88.510,34.923,28,003,28003950500
0b25194d-80a0-4ffb-a60c-9cb52a136498,1400000US28003950502,"Census Tract 9505.02, Alcorn County, Mississippi",-88.510,34.923,28,003,28003950502
0b3b2093-67c4-444e-a863-5a998f971a02,1400000US28073020600,"Census Tract 206, Lamar County, Mississippi",-89.437,31.000,28,073,28073020600
0b48d5dd-86a4-45e5-9923-9efb892c27f8,1400000US28129950200,"Census Tract 9502, Smith County, Mississippi",-89.556,31.868,28,129,28129950200
0b48d5dd-86a4-45e5-9923-9efb892c27f8,1400000US28129950201,"Census Tract 9502.01, Smith County, Mississippi",-89.556,31.868,28,129,28129950201
0b6adbc2-a299-4212-ac40-10ef192694ff,1400000US28065950202,"Census Tract 9502.02, Jefferson Davis County, Mississippi",-89.795,31.538,28,065,28065950202
0ba952c9-d572-4a43-ae03-28b30212f78e,1400000US28059042600,"Census Tract 426, Jackson County, Mississippi",-88.523,30.353,28,059,28059042600
0bb9e44d-0142-444f-9f68-e4c571c64cd9,1400000US28045030200,"Census Tract 302, Hancock County, Mississippi",-89.441,30.269,28,045,28045030200
0bb9e44d-0142-444f-9f68-e4c571c64cd9,1400000US28045030201,"Census Tract 302.01, Hancock County, Mississippi",-89.441,30.269,28,045,28045030201
0bf06ad0-fd47-49f4-ab5a-41f8b733ee42,1400000US28045030200,"Census Tract 302, Hancock County, Mississippi",-89.381,30.303,28,045,28045030200
0bfc0614-95e7-4f4b-85f9-22dc740170e9,1400000US28001000500,"Census Tract 5, Adams County, Mississippi",-91.305,31.583,28,001,28001000500
0bfe4ce9-ec90-4940-ab24-9576fc4c0101,1400000US28019950100,"Census Tract 9501, Choctaw County, Mississippi",-89.240,33.437,28,019,28019950100
0c03de14-fca6-40da-8a1b-f8fca73761fe,1400000US28059042700,"Census Tract 427, Jackson County, Mississippi",-88.453,30.427,28,059,28059042700
0c0c1cb8-cdd7-44e7-96f0-52afbb5e9a66,1400000US28081950500,"Census Tract 9505, Lee County, Mississippi",-88.726,34.274,28,081,28081950500
0c0c1cb8-cdd7-44e7-96f0-52afbb5e9a66,1400000US28081950502,"Census Tract 9505.02, Lee County, Mississippi",-88.726,34.274,28,081,28081950502
0c18f2cd-3238-43ee-a825-4ce92db8b1fc,1400000US28049000500,"Census Tract 5, Hinds County, Mississippi",-90.185,32.355,28,049,28049000500
0c1c76b5-9e91-4002-81b0-525167ce7b4d,1400000US28121020802,"Census Tract 208.02, Rankin County, Mississippi",-89.995,32.261,28,121,28121020802
0c2dc6dc-6ec7-4d27-9786-2b83e3bc22d2,1400000US28075010201,"Census Tract 102.01, Lauderdale County, Mississippi",-88.653,32.417,28,075,28075010201
0c2dc6dc-6ec7-4d27-9786-2b83e3bc22d2,1400000US28075010204,"Census Tract 102.04, Lauderdale County, Mississippi",-88.653,32.417,28,075,28075010204
0c36686a-9275-4661-9418-30ada5859342,1400000US28069030100,"Census Tract 301, Kemper County, Mississippi",-88.471,32.687,28,069,28069030100
0c4758d7-fea9-477c-b24e-3a4fe4f1ae2c,1400000US28115950500,"Census Tract 9505, Pontotoc County, Mississippi",-89.167,34.178,28,115,28115950500
0c4c9c32-cd0c-4458-80fd-6f4603748796,1400000US28075000400,"Census Tract 4, Lauderdale County, Mississippi",-88.694,32.383,28,075,28075000400
0c4c9c32-cd0c-4458-80fd-6f4603748796,1400000US28075000401,"Census Tract 4.01, Lauderdale County, Mississippi",-88.694,32.383,28,075,28075000401
0c647c0f-5603-42e9-aecb-d9edb1a2aea5,1400000US28025950500,"Census Tract 9505, Clay County, Mississippi",-88.596,33.613,28,025,28025950500
0c757299-20e4-45e3-abe3-32620c9bd983,1400000US28049000500,"Census Tract 5, Hinds County, Mississippi",-90.178,32.367,28,049,28049000500
0c77d6cb-a249-4323-90bf-b39eff9c6d46,1400000US28113950101,"Census Tract 9501.01, Pike County, Mississippi",-90.429,31.219,28,113,28113950101
0c80bffe-4ff4-4a0d-bff3-49caa3e277b7,1400000US28067950100,"Census Tract 9501, Jones County, Mississippi",-89.105,31.790,28,067,28067950100
0c80bffe-4ff4-4a0d-bff3-49caa3e277b7,1400000US28067950101,"Census Tract 9501.01, Jones County, Mississippi",-89.105,31.790,28,067,28067950101
0caf3cb1-062f-4d25-a728-127a5dd15efa,1400000US28137950301,"Census Tract 9503.01, Tate County, Mississippi",-90.122,34.699,28,137,28137950301
0cbfe60c-7980-4750-9a1e-4b4df03c3311,1400000US28151000900,"Census Tract 9, Washington County, Mississippi",-91.048,33.396,28,151,28151000900
0d0ce290-5f9a-4e7c-a662-1ec830e384cf,1400000US28091950500,"Census Tract 9505, Marion County, Mississippi",-89.763,31.146,28,091,28091950500
0d11c1fd-dade-4bab-9740-8687d3ed4f4d,1400000US28143950200,"Census Tract 9502, Tunica County, Mississippi",-90.444,34.641,28,143,28143950200
0d22c6a6-8b0d-4b29-bd0e-8dfe9748df33,1400000US28045030601,"Census Tract 306.01, Hancock County, Mississippi",-89.426,30.534,28,045,28045030601
0d22c6a6-8b0d-4b29-bd0e-8dfe9748df33,1400000US28045030603,"Census Tract 306.03, Hancock County, Mississippi",-89.426,30.534,28,045,28045030603
0d26714d-6887-4281-ab11-dd2091ef4c6d,1400000US28085950500,"Census Tract 9505, Lincoln County, Mississippi",-90.456,31.593,28,085,28085950500
0d890758-ea57-4abe-aa63-40e66c9ebc91,1400000US28079040600,"Census Tract 406, Leake County, Mississippi",-89.533,32.738,28,079,28079040600
0dc3ca7c-f61f-44f6-9e39-b92e1743db85,1400000US28131020201,"Census Tract 202.01, Stone County, Mississippi",-89.044,30.834,28,131,28131020201
0dc3ca7c-f61f-44f6-9e39-b92e1743db85,1400000US28131020204,"Census Tract 202.04, Stone County, Mississippi",-89.044,30.834,28,131,28131020204
