pollid,location_name_clean,r3latitude,r3longitude,state,base_year,change_year,geom,change_type
0101000020E61000000000000000A854C004560E2DB2DD3F40,JEFF DAVIS CO RECREATION DEPARTMENT,31.866,-82.625,GA,2018,2016 - 2018,0101000020E61000000000000000A854C004560E2DB2DD3F40,added
0101000020E61000003108AC1C5AA454C0E5D022DBF9DE3F40,ALTAMAHA COMMUNITY HOUSE,31.871,-82.568,GA,2018,2016 - 2018,0101000020E61000003108AC1C5AA454C0E5D022DBF9DE3F40,added
0101000020E61000001F85EB51B84655C0C3F5285C8FE23F40,COURTHOUSE,31.885,-85.105,GA,2018,2016 - 2018,0101000020E61000001F85EB51B84655C0C3F5285C8FE23F40,added
0101000020E61000008716D9CEF7AB54C0AE47E17A14EE3F40,LUMBER CITY CITY HALL,31.930,-82.687,GA,2018,2016 - 2018,0101000020E61000008716D9CEF7AB54C0AE47E17A14EE3F40,added
0101000020E6100000EC51B81E855354C0A69BC420B0F23F40,JOHN W. STEVENS WETLAND EDU.CT,31.948,-81.305,GA,2018,2016 - 2018,0101000020E6100000EC51B81E855354C0A69BC420B0F23F40,added
0101000020E6100000CDCCCCCCCCDC54C03333333333F33F40,ROCHELLE CITY HALL,31.950,-83.450,GA,2018,2016 - 2018,0101000020E6100000CDCCCCCCCCDC54C03333333333F33F40,added
0101000020E61000006891ED7C3FDD54C0FA7E6ABC74F33F40,ROCHELLE COMMUNITY CENTER,31.951,-83.457,GA,2018,2016 - 2018,0101000020E61000006891ED7C3FDD54C0FA7E6ABC74F33F40,added
0101000020E61000006ABC7493180455C04E62105839F43F40,DESOTO FIRE STATION,31.954,-84.064,GA,2018,2016 - 2018,0101000020E61000006ABC7493180455C04E62105839F43F40,added
0101000020E6100000CDCCCCCCCCCC54C077BE9F1A2FFD3F40,RHINE CITY HALL,31.989,-83.200,GA,2018,2016 - 2018,0101000020E6100000CDCCCCCCCCCC54C077BE9F1A2FFD3F40,added
0101000020E61000001904560E2D4A54C077BE9F1A2FFD3F40,SAVANNAH COMMONS,31.989,-81.159,GA,2018,2016 - 2018,0101000020E61000001904560E2D4A54C077BE9F1A2FFD3F40,added
0101000020E6100000273108AC1CEA54C08D976E1283004040,TREMONT COMMUNITY CLUBHOUSE,32.004,-83.658,GA,2018,2016 - 2018,0101000020E6100000273108AC1CEA54C08D976E1283004040,added
0101000020E6100000A01A2FDD243654C0FCA9F1D24D024040,GUARD HOUSE COMMUNITY CENTER,32.018,-80.846,GA,2018,2016 - 2018,0101000020E6100000A01A2FDD243654C0FCA9F1D24D024040,added
0101000020E610000079E9263108C454C0DF4F8D976E024040,MILAN VOTING PRECINCT,32.019,-83.063,GA,2018,2016 - 2018,0101000020E610000079E9263108C454C0DF4F8D976E024040,added
0101000020E6100000D34D6210583155C046B6F3FDD4F84040,MT TABOR PARK,33.944,-84.771,GA,2018,2016 - 2018,0101000020E6100000D34D6210583155C046B6F3FDD4F84040,added
0101000020E610000023DBF97E6AB454C0BC74931804064040,COMMUNITY CENTER,32.047,-82.819,GA,2018,2016 - 2018,0101000020E610000023DBF97E6AB454C0BC74931804064040,added
0101000020E61000001B2FDD2406C954C06666666666064040,MCCRANIE VOTING PRECINCT,32.050,-83.141,GA,2018,2016 - 2018,0101000020E61000001B2FDD2406C954C06666666666064040,added
0101000020E6100000EE7C3F355E2255C07F6ABC7493084040,WEBSTER COUNTY EMS BUILDING 1,32.067,-84.537,GA,2018,2016 - 2018,0101000020E6100000EE7C3F355E2255C07F6ABC7493084040,added
0101000020E6100000E7FBA9F1D24554C00C022B8716094040,ROSE OF SHARON,32.071,-81.091,GA,2018,2016 - 2018,0101000020E6100000E7FBA9F1D24554C00C022B8716094040,added
0101000020E6100000FCA9F1D24DBA54C0F0A7C64B37094040,HELENA COMMUNITY BUILDING,32.072,-82.911,GA,2018,2016 - 2018,0101000020E6100000FCA9F1D24DBA54C0F0A7C64B37094040,added
0101000020E6100000A69BC420B04A54C09A99999999094040,SAVANNAH CHRISTIAN SCHOOL,32.075,-81.167,GA,2018,2016 - 2018,0101000020E6100000A69BC420B04A54C09A99999999094040,added
0101000020E6100000E3A59BC4209054C0986E1283C00A4040,39 NEWBRANCH,32.084,-82.252,GA,2018,2016 - 2018,0101000020E6100000E3A59BC4209054C0986E1283C00A4040,added
0101000020E6100000C3F5285C8F2A55C008AC1C5A640B4040,CITY HALL,32.089,-84.665,GA,2018,2016 - 2018,0101000020E6100000C3F5285C8F2A55C008AC1C5A640B4040,added
0101000020E6100000FCA9F1D24D4A54C03D0AD7A3700D4040,GARDEN CITY RECREATION CENTER,32.105,-81.161,GA,2018,2016 - 2018,0101000020E6100000FCA9F1D24D4A54C03D0AD7A3700D4040,added
0101000020E610000000000000005054C0022B8716D90E4040,POOLER CITY HALL,32.116,-81.250,GA,2018,2016 - 2018,0101000020E610000000000000005054C0022B8716D90E4040,added
0101000020E6100000560E2DB29D4F54C0DD24068195134040,SEVENTH DAY ADVENTIST CHURCH,32.153,-81.244,GA,2018,2016 - 2018,0101000020E6100000560E2DB29D4F54C0DD24068195134040,added
0101000020E6100000CFF753E3A5CB54C0D9CEF753E3154040,VILULA VOTING PRECINCT,32.171,-83.182,GA,2018,2016 - 2018,0101000020E6100000CFF753E3A5CB54C0D9CEF753E3154040,added
0101000020E61000004260E5D022CB54C0295C8FC2F5184040,PLAINFIELD VOTING PRECINCT,32.195,-83.174,GA,2018,2016 - 2018,0101000020E61000004260E5D022CB54C0295C8FC2F5184040,added
0101000020E61000002506819543CB54C07D3F355EBA194040,DODGE COUNTY COURTHOUSE,32.201,-83.176,GA,2018,2016 - 2018,0101000020E61000002506819543CB54C07D3F355EBA194040,added
0101000020E6100000BA490C022B5754C0D122DBF97E1A4040,ZION LUTHERAN CHURCH,32.207,-81.362,GA,2018,2016 - 2018,0101000020E6100000BA490C022B5754C0D122DBF97E1A4040,added
0101000020E6100000AE47E17A149E54C03F355EBA491C4040,HIGGSTON BAPTIST CHURCH,32.221,-82.470,GA,2018,2016 - 2018,0101000020E6100000AE47E17A149E54C03F355EBA491C4040,added
0101000020E6100000736891ED7C4F54C01F85EB51B81E4040,GRACE COMMUNITY CHURCH,32.240,-81.242,GA,2018,2016 - 2018,0101000020E6100000736891ED7C4F54C01F85EB51B81E4040,added
0101000020E61000008FC2F5285CEF54C0A8C64B3789214040,UNADILLA VOTING PRECINCT,32.262,-83.740,GA,2018,2016 - 2018,0101000020E61000008FC2F5285CEF54C0A8C64B3789214040,added
0101000020E61000007F6ABC74937054C0355EBA490C224040,NEVILS PRECINCT BUILDING,32.266,-81.759,GA,2018,2016 - 2018,0101000020E61000007F6ABC74937054C0355EBA490C224040,added
0101000020E61000001F85EB51B85654C0F853E3A59B244040,MULTI AGENCY CALL CENTER,32.286,-81.355,GA,2018,2016 - 2018,0101000020E61000001F85EB51B85654C0F853E3A59B244040,added
0101000020E6100000448B6CE7FB0155C048E17A14AE274040,A M FIELDS RECREATION CENTER,32.310,-84.031,GA,2018,2016 - 2018,0101000020E6100000448B6CE7FB0155C048E17A14AE274040,added
0101000020E61000009A999999995954C0B29DEFA7C62B4040,PILGRIM BAPTIST ASSOCIATION,32.342,-81.400,GA,2018,2016 - 2018,0101000020E61000009A999999995954C0B29DEFA7C62B4040,added
0101000020E61000005839B4C876CE54C075931804562E4040,YONKER VOTING PRECINCT,32.362,-83.226,GA,2018,2016 - 2018,0101000020E61000005839B4C876CE54C075931804562E4040,added
0101000020E610000062105839B47854C0C976BE9F1A2F4040,REGISTER PRECINCT BUILDING,32.368,-81.886,GA,2018,2016 - 2018,0101000020E610000062105839B47854C0C976BE9F1A2F4040,added
0101000020E610000085EB51B81E3D55C06F1283C0CA314040,NATIONAL INFANTRY MUSEUM,32.389,-84.955,GA,2018,2016 - 2018,0101000020E610000085EB51B81E3D55C06F1283C0CA314040,added
0101000020E6100000C976BE9F1AD754C06F1283C0CA314040,EMPIRE VOTING PRECINCT,32.389,-83.361,GA,2018,2016 - 2018,0101000020E6100000C976BE9F1AD754C06F1283C0CA314040,added
0101000020E610000060E5D022DBC954C0C3F5285C8F324040,CHESTER CITY HALL,32.395,-83.154,GA,2018,2016 - 2018,0101000020E610000060E5D022DBC954C0C3F5285C8F324040,added
