localityid,location_name_clean,r3latitude,r3longitude,state,base_year,change_year,geom,change_type
0020324d-9ca5-4789-9c5a-a42d0f8bda6b,CENTRAL HIGH SCHOOL,34.754,-80.357,SC,2020,2018 - 2020,0101000020E6100000022B8716D91654C08D976E1283604140,added
0020324d-9ca5-4789-9c5a-a42d0f8bda6b,CENTRAL HIGH SCHOOL,34.754,-80.357,SC,2022,2020 - 2022,0101000020E6100000022B8716D91654C08D976E1283604140,no_change
0021b2cc-def3-464f-8473-acc287fb3ab6,GRASSY POND FIRE DEPT.,35.138,-81.667,SC,2014,2012 - 2014,0101000020E6100000A69BC420B06A54C08B6CE7FBA9914140,no_change
0021b2cc-def3-464f-8473-acc287fb3ab6,GRASSY POND FIRE DEPT.,35.138,-81.667,SC,2016,2014 - 2016,0101000020E6100000A69BC420B06A54C08B6CE7FBA9914140,removed
00400a38-324d-405c-9c39-67f3f505b379,BELTLINE CENTER ACT. BUILDING,35.089,-81.657,SC,2014,2012 - 2014,0101000020E6100000355EBA490C6A54C008AC1C5A648B4140,no_change
00400a38-324d-405c-9c39-67f3f505b379,BELTLINE CENTER ACT. BUILDING,35.089,-81.657,SC,2016,2014 - 2016,0101000020E6100000355EBA490C6A54C008AC1C5A648B4140,no_change
00400a38-324d-405c-9c39-67f3f505b379,BELTLINE CENTER ACT. BUILDING,35.089,-81.657,SC,2018,2016 - 2018,0101000020E6100000355EBA490C6A54C008AC1C5A648B4140,no_change
00400a38-324d-405c-9c39-67f3f505b379,BELTLINE CENTER ACT. BUILDING,35.089,-81.657,SC,2020,2018 - 2020,0101000020E6100000355EBA490C6A54C008AC1C5A648B4140,no_change
00400a38-324d-405c-9c39-67f3f505b379,BELTLINE CENTER ACT. BUILDING,35.089,-81.657,SC,2022,2020 - 2022,0101000020E6100000355EBA490C6A54C008AC1C5A648B4140,no_change
00537f7f-7383-4c0d-8b6e-5149c2e80c90,HILTON HEAD LIBRARY,32.219,-80.714,SC,2014,2012 - 2014,0101000020E610000004560E2DB22D54C079E92631081C4040,no_change
00537f7f-7383-4c0d-8b6e-5149c2e80c90,HILTON HEAD LIBRARY,32.219,-80.714,SC,2016,2014 - 2016,0101000020E610000004560E2DB22D54C079E92631081C4040,no_change
00537f7f-7383-4c0d-8b6e-5149c2e80c90,HILTON HEAD LIBRARY,32.219,-80.714,SC,2018,2016 - 2018,0101000020E610000004560E2DB22D54C079E92631081C4040,no_change
00537f7f-7383-4c0d-8b6e-5149c2e80c90,HILTON HEAD LIBRARY,32.219,-80.714,SC,2020,2018 - 2020,0101000020E610000004560E2DB22D54C079E92631081C4040,no_change
00537f7f-7383-4c0d-8b6e-5149c2e80c90,HILTON HEAD LIBRARY,32.219,-80.714,SC,2022,2020 - 2022,0101000020E610000004560E2DB22D54C079E92631081C4040,no_change
005582a9-b382-4f45-88c9-3ca54438eba1,EMMANUEL LUTHERAN CHURCH,33.934,-81.145,SC,2014,2012 - 2014,0101000020E6100000E17A14AE474954C0643BDF4F8DF74040,no_change
005582a9-b382-4f45-88c9-3ca54438eba1,EMMANUEL LUTHERAN CHURCH,33.934,-81.145,SC,2016,2014 - 2016,0101000020E6100000E17A14AE474954C0643BDF4F8DF74040,no_change
005582a9-b382-4f45-88c9-3ca54438eba1,EMMANUEL LUTHERAN CHURCH,33.934,-81.145,SC,2018,2016 - 2018,0101000020E6100000E17A14AE474954C0643BDF4F8DF74040,no_change
005582a9-b382-4f45-88c9-3ca54438eba1,EMMANUEL LUTHERAN CHURCH,33.934,-81.145,SC,2020,2018 - 2020,0101000020E6100000E17A14AE474954C0643BDF4F8DF74040,no_change
005582a9-b382-4f45-88c9-3ca54438eba1,EMMANUEL LUTHERAN CHURCH,33.934,-81.145,SC,2022,2020 - 2022,0101000020E6100000E17A14AE474954C0643BDF4F8DF74040,no_change
00dd9438-f15d-42c9-8622-cfa109d21c80,SUMTER HIGH SCHOOL,33.898,-80.392,SC,2014,2012 - 2014,0101000020E61000000C022B87161954C06DE7FBA9F1F24040,no_change
00dd9438-f15d-42c9-8622-cfa109d21c80,SUMTER HIGH SCHOOL,33.898,-80.392,SC,2016,2014 - 2016,0101000020E61000000C022B87161954C06DE7FBA9F1F24040,no_change
00dd9438-f15d-42c9-8622-cfa109d21c80,SUMTER HIGH SCHOOL,33.898,-80.392,SC,2018,2016 - 2018,0101000020E61000000C022B87161954C06DE7FBA9F1F24040,no_change
00dd9438-f15d-42c9-8622-cfa109d21c80,SUMTER HIGH SCHOOL,33.898,-80.392,SC,2020,2018 - 2020,0101000020E61000000C022B87161954C06DE7FBA9F1F24040,no_change
00dd9438-f15d-42c9-8622-cfa109d21c80,SUMTER HIGH SCHOOL,33.898,-80.392,SC,2022,2020 - 2022,0101000020E61000000C022B87161954C06DE7FBA9F1F24040,no_change
00f06183-0828-4839-af27-ade6cc8181de,LOCKHART BAPTIST CHURCH,33.995,-81.852,SC,2014,2012 - 2014,0101000020E61000004A0C022B877654C08FC2F5285CFF4040,no_change
00f06183-0828-4839-af27-ade6cc8181de,LOCKHART BAPTIST CHURCH,33.995,-81.852,SC,2016,2014 - 2016,0101000020E61000004A0C022B877654C08FC2F5285CFF4040,no_change
00f06183-0828-4839-af27-ade6cc8181de,LOCKHART BAPTIST CHURCH,33.995,-81.852,SC,2018,2016 - 2018,0101000020E61000004A0C022B877654C08FC2F5285CFF4040,no_change
00f06183-0828-4839-af27-ade6cc8181de,LOCKHART BAPTIST CHURCH,33.995,-81.852,SC,2020,2018 - 2020,0101000020E61000004A0C022B877654C08FC2F5285CFF4040,no_change
00f06183-0828-4839-af27-ade6cc8181de,LOCKHART BAPTIST CHURCH,33.995,-81.852,SC,2022,2020 - 2022,0101000020E61000004A0C022B877654C08FC2F5285CFF4040,removed
00f8f4fe-393b-429e-b5db-92c0904f7239,WOODLAWN PRESBYTERIAN CHURCH,34.957,-81.345,SC,2014,2012 - 2014,0101000020E6100000AE47E17A145654C0D122DBF97E7A4140,no_change
00f8f4fe-393b-429e-b5db-92c0904f7239,WOODLAWN PRESBYTERIAN CHURCH,34.957,-81.345,SC,2016,2014 - 2016,0101000020E6100000AE47E17A145654C0D122DBF97E7A4140,no_change
00f8f4fe-393b-429e-b5db-92c0904f7239,WOODLAWN PRESBYTERIAN CHURCH,34.957,-81.345,SC,2018,2016 - 2018,0101000020E6100000AE47E17A145654C0D122DBF97E7A4140,no_change
00f8f4fe-393b-429e-b5db-92c0904f7239,WOODLAWN PRESBYTERIAN CHURCH,34.957,-81.345,SC,2020,2018 - 2020,0101000020E6100000AE47E17A145654C0D122DBF97E7A4140,no_change
00f8f4fe-393b-429e-b5db-92c0904f7239,WOODLAWN PRESBYTERIAN CHURCH,34.957,-81.345,SC,2022,2020 - 2022,0101000020E6100000AE47E17A145654C0D122DBF97E7A4140,no_change
00fc6d8c-841f-48f7-8c97-f81bc3af86c0,RIVER BLUFF HIGH SCHOOL,34.030,-81.155,SC,2014,2012 - 2014,0101000020E610000052B81E85EB4954C0A4703D0AD7034140,added
00fc6d8c-841f-48f7-8c97-f81bc3af86c0,RIVER BLUFF HIGH SCHOOL,34.030,-81.155,SC,2016,2014 - 2016,0101000020E610000052B81E85EB4954C0A4703D0AD7034140,no_change
00fc6d8c-841f-48f7-8c97-f81bc3af86c0,RIVER BLUFF HIGH SCHOOL,34.030,-81.155,SC,2018,2016 - 2018,0101000020E610000052B81E85EB4954C0A4703D0AD7034140,no_change
00fc6d8c-841f-48f7-8c97-f81bc3af86c0,RIVER BLUFF HIGH SCHOOL,34.030,-81.155,SC,2020,2018 - 2020,0101000020E610000052B81E85EB4954C0A4703D0AD7034140,no_change
00fc6d8c-841f-48f7-8c97-f81bc3af86c0,RIVER BLUFF HIGH SCHOOL,34.030,-81.155,SC,2022,2020 - 2022,0101000020E610000052B81E85EB4954C0A4703D0AD7034140,no_change
0113d055-d0aa-44ce-abe3-2535c436c3ab,NEW WALLACE SCHOOL GYMNASIUM,34.717,-79.836,SC,2014,2012 - 2014,0101000020E61000002FDD240681F553C0B29DEFA7C65B4140,no_change
0113d055-d0aa-44ce-abe3-2535c436c3ab,NEW WALLACE SCHOOL GYMNASIUM,34.717,-79.836,SC,2016,2014 - 2016,0101000020E61000002FDD240681F553C0B29DEFA7C65B4140,no_change
0113d055-d0aa-44ce-abe3-2535c436c3ab,NEW WALLACE SCHOOL GYMNASIUM,34.717,-79.836,SC,2018,2016 - 2018,0101000020E61000002FDD240681F553C0B29DEFA7C65B4140,no_change
0113d055-d0aa-44ce-abe3-2535c436c3ab,NEW WALLACE SCHOOL GYMNASIUM,34.717,-79.836,SC,2020,2018 - 2020,0101000020E61000002FDD240681F553C0B29DEFA7C65B4140,no_change
0113d055-d0aa-44ce-abe3-2535c436c3ab,NEW WALLACE SCHOOL GYMNASIUM,34.717,-79.836,SC,2022,2020 - 2022,0101000020E61000002FDD240681F553C0B29DEFA7C65B4140,no_change
0120d307-bddd-4c28-b99b-3c356ab7b843,FIRST PRESBYTERIAN CHURCH,34.728,-80.776,SC,2014,2012 - 2014,0101000020E61000008B6CE7FBA93154C077BE9F1A2F5D4140,no_change
0120d307-bddd-4c28-b99b-3c356ab7b843,FIRST PRESBYTERIAN CHURCH,34.728,-80.776,SC,2016,2014 - 2016,0101000020E61000008B6CE7FBA93154C077BE9F1A2F5D4140,no_change
0120d307-bddd-4c28-b99b-3c356ab7b843,FIRST PRESBYTERIAN CHURCH,34.728,-80.776,SC,2018,2016 - 2018,0101000020E61000008B6CE7FBA93154C077BE9F1A2F5D4140,no_change
0120d307-bddd-4c28-b99b-3c356ab7b843,FIRST PRESBYTERIAN CHURCH,34.728,-80.776,SC,2020,2018 - 2020,0101000020E61000008B6CE7FBA93154C077BE9F1A2F5D4140,no_change
0120d307-bddd-4c28-b99b-3c356ab7b843,FIRST PRESBYTERIAN CHURCH,34.728,-80.776,SC,2022,2020 - 2022,0101000020E61000008B6CE7FBA93154C077BE9F1A2F5D4140,no_change
019cda6d-49d0-4622-8c96-3f4d7b253654,CORINTH FIRE DEPT.,35.002,-81.632,SC,2014,2012 - 2014,0101000020E61000009CC420B0726854C0C74B378941804140,no_change
019cda6d-49d0-4622-8c96-3f4d7b253654,CORINTH FIRE DEPT.,35.002,-81.632,SC,2016,2014 - 2016,0101000020E61000009CC420B0726854C0C74B378941804140,no_change
019cda6d-49d0-4622-8c96-3f4d7b253654,CORINTH FIRE DEPT.,35.002,-81.632,SC,2018,2016 - 2018,0101000020E61000009CC420B0726854C0C74B378941804140,no_change
019cda6d-49d0-4622-8c96-3f4d7b253654,CORINTH FIRE DEPT.,35.002,-81.632,SC,2020,2018 - 2020,0101000020E61000009CC420B0726854C0C74B378941804140,no_change
019cda6d-49d0-4622-8c96-3f4d7b253654,CORINTH FIRE DEPT.,35.002,-81.632,SC,2022,2020 - 2022,0101000020E61000009CC420B0726854C0C74B378941804140,no_change
01bb23ee-1f79-4ee7-9c0f-668650c779b8,LUGOFF ELEMENTARY SCHOOL,34.228,-80.695,SC,2020,2018 - 2020,0101000020E610000014AE47E17A2C54C077BE9F1A2F1D4140,added
01bb23ee-1f79-4ee7-9c0f-668650c779b8,LUGOFF ELEMENTARY SCHOOL,34.228,-80.695,SC,2022,2020 - 2022,0101000020E610000014AE47E17A2C54C077BE9F1A2F1D4140,no_change
01cefb55-64b7-4b6a-bfa0-e7e2b7efb84f,WHITE PLAINS BAPTIST CHURCH,34.982,-81.749,SC,2014,2012 - 2014,0101000020E61000000E2DB29DEF6F54C004560E2DB27D4140,no_change
01cefb55-64b7-4b6a-bfa0-e7e2b7efb84f,WHITE PLAINS BAPTIST CHURCH,34.982,-81.749,SC,2016,2014 - 2016,0101000020E61000000E2DB29DEF6F54C004560E2DB27D4140,no_change
01cefb55-64b7-4b6a-bfa0-e7e2b7efb84f,WHITE PLAINS BAPTIST CHURCH,34.982,-81.749,SC,2018,2016 - 2018,0101000020E61000000E2DB29DEF6F54C004560E2DB27D4140,no_change
01cefb55-64b7-4b6a-bfa0-e7e2b7efb84f,WHITE PLAINS BAPTIST CHURCH,34.982,-81.749,SC,2020,2018 - 2020,0101000020E61000000E2DB29DEF6F54C004560E2DB27D4140,no_change
01cefb55-64b7-4b6a-bfa0-e7e2b7efb84f,WHITE PLAINS BAPTIST CHURCH,34.982,-81.749,SC,2022,2020 - 2022,0101000020E61000000E2DB29DEF6F54C004560E2DB27D4140,no_change
01ed087f-f2f1-4347-9aa1-24267fa3ea2f,HARTSVILLE MIDDLE SCHOOL,34.341,-80.097,SC,2014,2012 - 2014,0101000020E610000091ED7C3F350654C0CFF753E3A52B4140,no_change
01ed087f-f2f1-4347-9aa1-24267fa3ea2f,HARTSVILLE MIDDLE SCHOOL,34.341,-80.097,SC,2016,2014 - 2016,0101000020E610000091ED7C3F350654C0CFF753E3A52B4140,no_change
01ed087f-f2f1-4347-9aa1-24267fa3ea2f,HARTSVILLE MIDDLE SCHOOL,34.341,-80.097,SC,2018,2016 - 2018,0101000020E610000091ED7C3F350654C0CFF753E3A52B4140,no_change
01ed087f-f2f1-4347-9aa1-24267fa3ea2f,HARTSVILLE MIDDLE SCHOOL,34.341,-80.097,SC,2020,2018 - 2020,0101000020E610000091ED7C3F350654C0CFF753E3A52B4140,no_change
01ed087f-f2f1-4347-9aa1-24267fa3ea2f,HARTSVILLE MIDDLE SCHOOL,34.341,-80.097,SC,2022,2020 - 2022,0101000020E610000091ED7C3F350654C0CFF753E3A52B4140,no_change
02108a3c-8858-428a-9884-c12caf272c6b,AIKEN TECHNICAL COLLEGE,33.534,-81.843,SC,2018,2016 - 2018,0101000020E6100000CBA145B6F37554C03108AC1C5AC44040,added
02108a3c-8858-428a-9884-c12caf272c6b,AIKEN TECHNICAL COLLEGE,33.534,-81.843,SC,2020,2018 - 2020,0101000020E6100000CBA145B6F37554C03108AC1C5AC44040,no_change
02108a3c-8858-428a-9884-c12caf272c6b,AIKEN TECHNICAL COLLEGE,33.534,-81.843,SC,2022,2020 - 2022,0101000020E6100000CBA145B6F37554C03108AC1C5AC44040,no_change
021ad123-c04e-44e0-87e9-6bfdaa09c29d,REEVES ELEMENTARY,33.033,-80.241,SC,2014,2012 - 2014,0101000020E61000008195438B6C0F54C04E62105839844040,no_change
021ad123-c04e-44e0-87e9-6bfdaa09c29d,REEVES ELEMENTARY,33.033,-80.241,SC,2016,2014 - 2016,0101000020E61000008195438B6C0F54C04E62105839844040,no_change
021ad123-c04e-44e0-87e9-6bfdaa09c29d,REEVES ELEMENTARY,33.033,-80.241,SC,2018,2016 - 2018,0101000020E61000008195438B6C0F54C04E62105839844040,no_change
021ad123-c04e-44e0-87e9-6bfdaa09c29d,REEVES ELEMENTARY,33.033,-80.241,SC,2020,2018 - 2020,0101000020E61000008195438B6C0F54C04E62105839844040,no_change
021ad123-c04e-44e0-87e9-6bfdaa09c29d,REEVES ELEMENTARY,33.033,-80.241,SC,2022,2020 - 2022,0101000020E61000008195438B6C0F54C04E62105839844040,no_change
0223af85-5b6a-448b-874e-bab6cbd3660c,NATIONAL GUARD ARMORY,34.130,-79.952,SC,2014,2012 - 2014,0101000020E6100000B0726891EDFC53C0713D0AD7A3104140,no_change
0223af85-5b6a-448b-874e-bab6cbd3660c,NATIONAL GUARD ARMORY,34.130,-79.952,SC,2016,2014 - 2016,0101000020E6100000B0726891EDFC53C0713D0AD7A3104140,no_change
0223af85-5b6a-448b-874e-bab6cbd3660c,NATIONAL GUARD ARMORY,34.130,-79.952,SC,2018,2016 - 2018,0101000020E6100000B0726891EDFC53C0713D0AD7A3104140,removed
023911c5-69da-46ac-8620-ea2342207d0f,BLUE RIDGE BAPTIST CHURCH,34.514,-82.550,SC,2014,2012 - 2014,0101000020E61000003333333333A354C06F1283C0CA414140,no_change
023911c5-69da-46ac-8620-ea2342207d0f,BLUE RIDGE BAPTIST CHURCH,34.514,-82.550,SC,2016,2014 - 2016,0101000020E61000003333333333A354C06F1283C0CA414140,no_change
023911c5-69da-46ac-8620-ea2342207d0f,BLUE RIDGE BAPTIST CHURCH,34.514,-82.550,SC,2018,2016 - 2018,0101000020E61000003333333333A354C06F1283C0CA414140,no_change
023911c5-69da-46ac-8620-ea2342207d0f,BLUE RIDGE BAPTIST CHURCH,34.514,-82.550,SC,2020,2018 - 2020,0101000020E61000003333333333A354C06F1283C0CA414140,no_change
023911c5-69da-46ac-8620-ea2342207d0f,BLUE RIDGE BAPTIST CHURCH,34.514,-82.550,SC,2022,2020 - 2022,0101000020E61000003333333333A354C06F1283C0CA414140,no_change
023f71c2-8ad1-4c95-a4e6-879566c5cce5,PIMLICO COMMUNITY CENTER,33.090,-79.965,SC,2014,2012 - 2014,0101000020E6100000F6285C8FC2FD53C0EC51B81E858B4040,no_change
023f71c2-8ad1-4c95-a4e6-879566c5cce5,PIMLICO COMMUNITY CENTER,33.090,-79.965,SC,2016,2014 - 2016,0101000020E6100000F6285C8FC2FD53C0EC51B81E858B4040,no_change
023f71c2-8ad1-4c95-a4e6-879566c5cce5,PIMLICO COMMUNITY CENTER,33.090,-79.965,SC,2018,2016 - 2018,0101000020E6100000F6285C8FC2FD53C0EC51B81E858B4040,no_change
023f71c2-8ad1-4c95-a4e6-879566c5cce5,PIMLICO COMMUNITY CENTER,33.090,-79.965,SC,2020,2018 - 2020,0101000020E6100000F6285C8FC2FD53C0EC51B81E858B4040,no_change
023f71c2-8ad1-4c95-a4e6-879566c5cce5,PIMLICO COMMUNITY CENTER,33.090,-79.965,SC,2022,2020 - 2022,0101000020E6100000F6285C8FC2FD53C0EC51B81E858B4040,no_change
024df9ef-17c3-4efa-bfdd-67726cf55599,ROTARY COMMUNITY CENTER @OSCAR FRAZIER PARK,32.246,-80.867,SC,2014,2012 - 2014,0101000020E6100000736891ED7C3754C0736891ED7C1F4040,added
024df9ef-17c3-4efa-bfdd-67726cf55599,ROTARY COMMUNITY CENTER @OSCAR FRAZIER PARK,32.246,-80.867,SC,2016,2014 - 2016,0101000020E6100000736891ED7C3754C0736891ED7C1F4040,no_change
024df9ef-17c3-4efa-bfdd-67726cf55599,ROTARY COMMUNITY CENTER @OSCAR FRAZIER PARK,32.246,-80.867,SC,2018,2016 - 2018,0101000020E6100000736891ED7C3754C0736891ED7C1F4040,no_change
024df9ef-17c3-4efa-bfdd-67726cf55599,ROTARY COMMUNITY CENTER @OSCAR FRAZIER PARK,32.246,-80.867,SC,2020,2018 - 2020,0101000020E6100000736891ED7C3754C0736891ED7C1F4040,no_change
024df9ef-17c3-4efa-bfdd-67726cf55599,ROTARY COMMUNITY CENTER @OSCAR FRAZIER PARK,32.246,-80.867,SC,2022,2020 - 2022,0101000020E6100000736891ED7C3754C0736891ED7C1F4040,no_change
0268afbf-f0ca-4b60-b9fe-7403333e0849,SPRINGVILLE SCHOOL,34.177,-79.470,SC,2014,2012 - 2014,0101000020E6100000AE47E17A14DE53C02DB29DEFA7164140,no_change
0268afbf-f0ca-4b60-b9fe-7403333e0849,SPRINGVILLE SCHOOL,34.177,-79.470,SC,2016,2014 - 2016,0101000020E6100000AE47E17A14DE53C02DB29DEFA7164140,no_change
0268afbf-f0ca-4b60-b9fe-7403333e0849,SPRINGVILLE SCHOOL,34.177,-79.470,SC,2018,2016 - 2018,0101000020E6100000AE47E17A14DE53C02DB29DEFA7164140,no_change
0268afbf-f0ca-4b60-b9fe-7403333e0849,SPRINGVILLE SCHOOL,34.177,-79.470,SC,2020,2018 - 2020,0101000020E6100000AE47E17A14DE53C02DB29DEFA7164140,no_change
0268afbf-f0ca-4b60-b9fe-7403333e0849,SPRINGVILLE SCHOOL,34.177,-79.470,SC,2022,2020 - 2022,0101000020E6100000AE47E17A14DE53C02DB29DEFA7164140,no_change
0269071d-1839-446a-8eb7-b731aded9f5d,BLUFFTON LIBRARY,32.241,-80.857,SC,2014,2012 - 2014,0101000020E6100000022B8716D93654C0022B8716D91E4040,no_change
0269071d-1839-446a-8eb7-b731aded9f5d,BLUFFTON LIBRARY,32.241,-80.857,SC,2016,2014 - 2016,0101000020E6100000022B8716D93654C0022B8716D91E4040,no_change
0269071d-1839-446a-8eb7-b731aded9f5d,BLUFFTON LIBRARY,32.241,-80.857,SC,2018,2016 - 2018,0101000020E6100000022B8716D93654C0022B8716D91E4040,no_change
0269071d-1839-446a-8eb7-b731aded9f5d,BLUFFTON LIBRARY,32.241,-80.857,SC,2020,2018 - 2020,0101000020E6100000022B8716D93654C0022B8716D91E4040,no_change
0269071d-1839-446a-8eb7-b731aded9f5d,BLUFFTON LIBRARY,32.241,-80.857,SC,2022,2020 - 2022,0101000020E6100000022B8716D93654C0022B8716D91E4040,no_change
0269ddd8-eeb9-44c6-ae48-1cb317fc781c,MURRELLS INLET FIRE DEPARTMENT,33.555,-79.061,SC,2014,2012 - 2014,0101000020E610000096438B6CE7C353C0D7A3703D0AC74040,no_change
0269ddd8-eeb9-44c6-ae48-1cb317fc781c,MURRELLS INLET FIRE DEPARTMENT,33.555,-79.061,SC,2016,2014 - 2016,0101000020E610000096438B6CE7C353C0D7A3703D0AC74040,no_change
0269ddd8-eeb9-44c6-ae48-1cb317fc781c,MURRELLS INLET FIRE DEPARTMENT,33.555,-79.061,SC,2018,2016 - 2018,0101000020E610000096438B6CE7C353C0D7A3703D0AC74040,no_change
0269ddd8-eeb9-44c6-ae48-1cb317fc781c,MURRELLS INLET FIRE DEPARTMENT,33.555,-79.061,SC,2020,2018 - 2020,0101000020E610000096438B6CE7C353C0D7A3703D0AC74040,no_change
0269ddd8-eeb9-44c6-ae48-1cb317fc781c,MURRELLS INLET FIRE DEPARTMENT,33.555,-79.061,SC,2022,2020 - 2022,0101000020E610000096438B6CE7C353C0D7A3703D0AC74040,no_change
026dfebf-3be2-4288-81dd-976e626c4555,THE CHURCH AT SANDHURST,34.153,-79.792,SC,2014,2012 - 2014,0101000020E6100000A69BC420B0F253C0DD24068195134140,no_change
026dfebf-3be2-4288-81dd-976e626c4555,THE CHURCH AT SANDHURST,34.153,-79.792,SC,2016,2014 - 2016,0101000020E6100000A69BC420B0F253C0DD24068195134140,no_change
026dfebf-3be2-4288-81dd-976e626c4555,THE CHURCH AT SANDHURST,34.153,-79.792,SC,2018,2016 - 2018,0101000020E6100000A69BC420B0F253C0DD24068195134140,no_change
026dfebf-3be2-4288-81dd-976e626c4555,THE CHURCH AT SANDHURST,34.153,-79.792,SC,2020,2018 - 2020,0101000020E6100000A69BC420B0F253C0DD24068195134140,no_change
026dfebf-3be2-4288-81dd-976e626c4555,THE CHURCH AT SANDHURST,34.153,-79.792,SC,2022,2020 - 2022,0101000020E6100000A69BC420B0F253C0DD24068195134140,no_change
0295c2d2-8467-4647-b295-0e3fa90c5b91,STILES POINT ELEMENTARY SCHOOL,32.738,-79.930,SC,2014,2012 - 2014,0101000020E6100000EC51B81E85FB53C05839B4C8765E4040,no_change
0295c2d2-8467-4647-b295-0e3fa90c5b91,STILES POINT ELEMENTARY SCHOOL,32.738,-79.930,SC,2016,2014 - 2016,0101000020E6100000EC51B81E85FB53C05839B4C8765E4040,no_change
0295c2d2-8467-4647-b295-0e3fa90c5b91,STILES POINT ELEMENTARY SCHOOL,32.738,-79.930,SC,2018,2016 - 2018,0101000020E6100000EC51B81E85FB53C05839B4C8765E4040,no_change
0295c2d2-8467-4647-b295-0e3fa90c5b91,STILES POINT ELEMENTARY SCHOOL,32.738,-79.930,SC,2020,2018 - 2020,0101000020E6100000EC51B81E85FB53C05839B4C8765E4040,no_change
0295c2d2-8467-4647-b295-0e3fa90c5b91,STILES POINT ELEMENTARY SCHOOL,32.738,-79.930,SC,2022,2020 - 2022,0101000020E6100000EC51B81E85FB53C05839B4C8765E4040,no_change
029b6a8a-e027-4485-bc2b-83d3be336d6f,EBENEZER MIDDLE SCHOOL,34.016,-80.402,SC,2014,2012 - 2014,0101000020E61000007D3F355EBA1954C0355EBA490C024140,no_change
029b6a8a-e027-4485-bc2b-83d3be336d6f,EBENEZER MIDDLE SCHOOL,34.016,-80.402,SC,2016,2014 - 2016,0101000020E61000007D3F355EBA1954C0355EBA490C024140,no_change
029b6a8a-e027-4485-bc2b-83d3be336d6f,EBENEZER MIDDLE SCHOOL,34.016,-80.402,SC,2018,2016 - 2018,0101000020E61000007D3F355EBA1954C0355EBA490C024140,no_change
029b6a8a-e027-4485-bc2b-83d3be336d6f,EBENEZER MIDDLE SCHOOL,34.016,-80.402,SC,2020,2018 - 2020,0101000020E61000007D3F355EBA1954C0355EBA490C024140,no_change
029b6a8a-e027-4485-bc2b-83d3be336d6f,EBENEZER MIDDLE SCHOOL,34.016,-80.402,SC,2022,2020 - 2022,0101000020E61000007D3F355EBA1954C0355EBA490C024140,no_change
02b6f531-5f0f-4de5-9b88-e98aa32033a8,O-C TECHNICAL COLLEGE,33.545,-80.830,SC,2014,2012 - 2014,0101000020E610000085EB51B81E3554C0F6285C8FC2C54040,no_change
02b6f531-5f0f-4de5-9b88-e98aa32033a8,O-C TECHNICAL COLLEGE,33.545,-80.830,SC,2016,2014 - 2016,0101000020E610000085EB51B81E3554C0F6285C8FC2C54040,no_change
02b6f531-5f0f-4de5-9b88-e98aa32033a8,O-C TECHNICAL COLLEGE,33.545,-80.830,SC,2018,2016 - 2018,0101000020E610000085EB51B81E3554C0F6285C8FC2C54040,no_change
02b6f531-5f0f-4de5-9b88-e98aa32033a8,O-C TECHNICAL COLLEGE,33.545,-80.830,SC,2020,2018 - 2020,0101000020E610000085EB51B81E3554C0F6285C8FC2C54040,no_change
02b6f531-5f0f-4de5-9b88-e98aa32033a8,O-C TECHNICAL COLLEGE,33.545,-80.830,SC,2022,2020 - 2022,0101000020E610000085EB51B81E3554C0F6285C8FC2C54040,no_change
02ca75fe-d15f-4f03-b0d5-e093ef45659a,KIAWAH ISLAND TOWN HALL,32.611,-80.150,SC,2014,2012 - 2014,0101000020E61000009A999999990954C091ED7C3F354E4040,added
02ca75fe-d15f-4f03-b0d5-e093ef45659a,KIAWAH ISLAND TOWN HALL,32.611,-80.150,SC,2016,2014 - 2016,0101000020E61000009A999999990954C091ED7C3F354E4040,no_change
02ca75fe-d15f-4f03-b0d5-e093ef45659a,KIAWAH ISLAND TOWN HALL,32.611,-80.150,SC,2018,2016 - 2018,0101000020E61000009A999999990954C091ED7C3F354E4040,no_change
02ca75fe-d15f-4f03-b0d5-e093ef45659a,KIAWAH ISLAND TOWN HALL,32.611,-80.150,SC,2020,2018 - 2020,0101000020E61000009A999999990954C091ED7C3F354E4040,removed
02f10523-4c8f-432b-8603-f0377a6cb2c2,HANAHAN LIBRARY,32.919,-80.020,SC,2022,2020 - 2022,0101000020E6100000E17A14AE470154C01283C0CAA1754040,added
0314d2ab-0289-4153-88e4-a89398ccd5df,REFORMATION LUTHERAN CHURCH,34.023,-81.047,SC,2014,2012 - 2014,0101000020E61000005EBA490C024354C06DE7FBA9F1024140,no_change
0314d2ab-0289-4153-88e4-a89398ccd5df,REFORMATION LUTHERAN CHURCH,34.023,-81.047,SC,2016,2014 - 2016,0101000020E61000005EBA490C024354C06DE7FBA9F1024140,no_change
0314d2ab-0289-4153-88e4-a89398ccd5df,REFORMATION LUTHERAN CHURCH,34.023,-81.047,SC,2018,2016 - 2018,0101000020E61000005EBA490C024354C06DE7FBA9F1024140,no_change
0314d2ab-0289-4153-88e4-a89398ccd5df,REFORMATION LUTHERAN CHURCH,34.023,-81.047,SC,2020,2018 - 2020,0101000020E61000005EBA490C024354C06DE7FBA9F1024140,no_change
0314d2ab-0289-4153-88e4-a89398ccd5df,REFORMATION LUTHERAN CHURCH,34.023,-81.047,SC,2022,2020 - 2022,0101000020E61000005EBA490C024354C06DE7FBA9F1024140,no_change
